,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
57,N Pooran,MA Wood,FA Allen,0,0,0,48,134,11,16,5,3,0,,,10,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
58,N Pooran,MA Wood,FA Allen,0,0,0,48,134,11,17,6,4,caught,N Pooran,CJ Jordan,10,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
59,CR Brathwaite,MA Wood,FA Allen,0,0,0,48,134,0,1,6,5,0,,,10,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
60,CR Brathwaite,MA Wood,FA Allen,0,0,0,48,134,0,2,6,6,0,,,10,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
61,FA Allen,AU Rashid,CR Brathwaite,0,0,0,48,134,1,2,6,1,0,,,11,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
62,FA Allen,AU Rashid,CR Brathwaite,6,0,6,54,128,7,3,6,2,0,,,11,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
63,FA Allen,AU Rashid,CR Brathwaite,0,0,0,54,128,7,4,7,3,bowled,FA Allen,,11,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
64,D Bishoo,AU Rashid,CR Brathwaite,1,0,1,55,127,1,1,7,4,0,,,11,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
65,CR Brathwaite,AU Rashid,D Bishoo,0,0,0,55,127,0,3,7,5,0,,,11,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
66,CR Brathwaite,AU Rashid,D Bishoo,0,0,0,55,127,0,4,7,6,0,,,11,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
67,D Bishoo,MA Wood,CR Brathwaite,1,0,1,56,126,2,2,7,1,0,,,12,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
68,CR Brathwaite,MA Wood,D Bishoo,0,0,0,56,126,0,5,8,2,caught,CR Brathwaite,JM Bairstow,12,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
69,SS Cottrell,MA Wood,D Bishoo,4,0,4,60,122,4,1,8,3,0,,,12,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
70,SS Cottrell,MA Wood,D Bishoo,0,0,0,60,122,4,2,8,4,0,,,12,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
71,SS Cottrell,MA Wood,D Bishoo,0,0,0,60,122,4,3,9,5,bowled,SS Cottrell,,12,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
72,OC McCoy,MA Wood,D Bishoo,0,0,0,60,122,0,1,9,6,0,,,12,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
73,D Bishoo,AU Rashid,OC McCoy,1,0,1,61,121,3,3,9,1,0,,,13,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
74,OC McCoy,AU Rashid,D Bishoo,0,0,0,61,121,0,2,9,2,0,,,13,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
75,OC McCoy,AU Rashid,D Bishoo,6,0,6,67,115,6,3,9,3,0,,,13,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
76,OC McCoy,AU Rashid,D Bishoo,4,0,4,71,111,10,4,9,4,0,,,13,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
77,OC McCoy,AU Rashid,D Bishoo,0,0,0,71,111,10,5,9,5,0,,,13,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
78,OC McCoy,AU Rashid,D Bishoo,0,0,0,71,111,10,6,10,6,bowled,OC McCoy,,13,-,bat,West Indies,1,"Warner Park, St Kitts",2019,03,West Indies_England_2019-03-10,England,West Indies,England,71
