,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
48,Umar Akmal,PWH de Silva,Sarfraz Ahmed,0,0,0,51,0,1,4,8,-,lbw,Umar Akmal,,"{'by': 'Pakistan', 'umpire': 'Aleem Dar', 'batter': 'Umar Akmal', 'decision': 'struck down'}",bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
49,Asif Ali,PWH de Silva,Sarfraz Ahmed,1,0,1,52,1,1,5,8,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
50,Sarfraz Ahmed,PWH de Silva,Asif Ali,0,0,0,52,26,16,6,8,-,bowled,Sarfraz Ahmed,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
51,Asif Ali,PADLR Sandakan,Imad Wasim,1,0,1,53,2,2,1,9,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
52,Imad Wasim,PADLR Sandakan,Asif Ali,0,1,1,54,0,1,2,9,wides,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
53,Imad Wasim,PADLR Sandakan,Asif Ali,0,1,1,55,0,2,3,9,wides,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
54,Imad Wasim,PADLR Sandakan,Asif Ali,0,0,0,55,0,3,4,9,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
55,Imad Wasim,PADLR Sandakan,Asif Ali,1,0,1,56,1,4,5,9,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
56,Asif Ali,PADLR Sandakan,Imad Wasim,0,0,0,56,2,3,6,9,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
57,Asif Ali,PADLR Sandakan,Imad Wasim,0,1,1,57,2,4,7,9,wides,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
58,Asif Ali,PADLR Sandakan,Imad Wasim,4,0,4,61,6,5,8,9,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
59,Asif Ali,PADLR Sandakan,Imad Wasim,0,0,0,61,6,6,9,9,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
60,Imad Wasim,PWH de Silva,Asif Ali,1,0,1,62,2,5,1,10,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
61,Asif Ali,PWH de Silva,Imad Wasim,1,0,1,63,7,7,2,10,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
62,Imad Wasim,PWH de Silva,Asif Ali,0,0,0,63,2,6,3,10,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
63,Imad Wasim,PWH de Silva,Asif Ali,0,0,0,63,2,7,4,10,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
64,Imad Wasim,PWH de Silva,Asif Ali,4,0,4,67,6,8,5,10,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
65,Imad Wasim,PWH de Silva,Asif Ali,1,0,1,68,7,9,6,10,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
66,Imad Wasim,PADLR Sandakan,Asif Ali,0,1,1,69,7,10,1,11,wides,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
67,Imad Wasim,PADLR Sandakan,Asif Ali,1,0,1,70,8,11,2,11,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
68,Asif Ali,PADLR Sandakan,Imad Wasim,0,0,0,70,7,8,3,11,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
69,Asif Ali,PADLR Sandakan,Imad Wasim,1,0,1,71,8,9,4,11,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
70,Imad Wasim,PADLR Sandakan,Asif Ali,2,0,2,73,10,12,5,11,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
71,Imad Wasim,PADLR Sandakan,Asif Ali,4,0,4,77,14,13,6,11,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
72,Imad Wasim,PADLR Sandakan,Asif Ali,0,0,0,77,14,14,7,11,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
73,Asif Ali,PWH de Silva,Imad Wasim,1,0,1,78,9,10,1,12,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
74,Imad Wasim,PWH de Silva,Asif Ali,4,0,4,82,18,15,2,12,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
75,Imad Wasim,PWH de Silva,Asif Ali,1,0,1,83,19,16,3,12,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
76,Asif Ali,PWH de Silva,Imad Wasim,1,0,1,84,10,11,4,12,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
77,Imad Wasim,PWH de Silva,Asif Ali,4,0,4,88,23,17,5,12,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
78,Imad Wasim,PWH de Silva,Asif Ali,0,0,0,88,23,18,6,12,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
79,Asif Ali,PADLR Sandakan,Imad Wasim,1,0,1,89,11,12,1,13,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
80,Imad Wasim,PADLR Sandakan,Asif Ali,1,0,1,90,24,19,2,13,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
81,Asif Ali,PADLR Sandakan,Imad Wasim,1,0,1,91,12,13,3,13,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
82,Imad Wasim,PADLR Sandakan,Asif Ali,2,0,2,93,26,20,4,13,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
83,Imad Wasim,PADLR Sandakan,Asif Ali,4,0,4,97,30,21,5,13,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
84,Imad Wasim,PADLR Sandakan,Asif Ali,1,0,1,98,31,22,6,13,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
85,Imad Wasim,I Udana,Asif Ali,1,0,1,99,32,23,1,14,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
86,Asif Ali,I Udana,Imad Wasim,4,0,4,103,16,14,2,14,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
87,Asif Ali,I Udana,Imad Wasim,2,0,2,105,18,15,3,14,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
88,Asif Ali,I Udana,Imad Wasim,0,1,1,106,18,16,4,14,wides,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
89,Asif Ali,I Udana,Imad Wasim,0,0,0,106,18,17,5,14,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
90,Asif Ali,I Udana,Imad Wasim,2,0,2,108,20,18,6,14,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
91,Asif Ali,I Udana,Imad Wasim,2,0,2,110,22,19,7,14,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
92,Imad Wasim,CAK Rajitha,Asif Ali,0,0,0,110,32,24,1,15,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
93,Imad Wasim,CAK Rajitha,Asif Ali,0,0,0,110,32,25,2,15,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
94,Imad Wasim,CAK Rajitha,Asif Ali,4,0,4,114,36,26,3,15,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
95,Imad Wasim,CAK Rajitha,Asif Ali,1,0,1,115,37,27,4,15,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
96,Asif Ali,CAK Rajitha,Imad Wasim,0,1,1,116,22,20,5,15,legbyes,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
97,Imad Wasim,CAK Rajitha,Asif Ali,1,0,1,117,38,28,6,15,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
98,Imad Wasim,I Udana,Asif Ali,1,0,1,118,39,29,1,16,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
99,Asif Ali,I Udana,Imad Wasim,1,0,1,119,23,21,2,16,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
100,Imad Wasim,I Udana,Asif Ali,4,0,4,123,43,30,3,16,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
101,Imad Wasim,I Udana,Asif Ali,4,0,4,127,47,31,4,16,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
102,Imad Wasim,I Udana,Asif Ali,0,0,0,127,47,32,5,16,-,lbw,Imad Wasim,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
103,Wahab Riaz,I Udana,Asif Ali,0,0,0,127,0,1,6,16,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
104,Asif Ali,N Pradeep,Wahab Riaz,1,0,1,128,24,22,1,17,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
105,Wahab Riaz,N Pradeep,Asif Ali,1,0,1,129,1,2,2,17,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
106,Asif Ali,N Pradeep,Wahab Riaz,1,0,1,130,25,23,3,17,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
107,Wahab Riaz,N Pradeep,Asif Ali,4,0,4,134,5,3,4,17,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
108,Wahab Riaz,N Pradeep,Asif Ali,2,0,2,136,7,4,5,17,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
109,Wahab Riaz,N Pradeep,Asif Ali,0,0,0,136,7,5,6,17,-,caught,Wahab Riaz,M Bhanuka,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
110,Shadab Khan,I Udana,Asif Ali,0,0,0,136,0,1,1,18,-,caught,Shadab Khan,MD Shanaka,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
111,Asif Ali,I Udana,Mohammad Amir,4,0,4,140,29,24,2,18,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
112,Asif Ali,I Udana,Mohammad Amir,0,0,0,140,29,25,3,18,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
113,Asif Ali,I Udana,Mohammad Amir,0,1,1,141,29,26,4,18,legbyes,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
114,Mohammad Amir,I Udana,Asif Ali,4,0,4,145,4,1,5,18,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
115,Mohammad Amir,I Udana,Asif Ali,0,0,0,145,4,2,6,18,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
116,Asif Ali,N Pradeep,Mohammad Amir,0,0,0,145,29,27,1,19,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
117,Asif Ali,N Pradeep,Mohammad Amir,0,0,0,145,29,28,2,19,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
118,Asif Ali,N Pradeep,Mohammad Amir,0,0,0,145,29,29,3,19,-,bowled,Asif Ali,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
119,Mohammad Hasnain,N Pradeep,Mohammad Amir,1,0,1,146,1,1,4,19,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
120,Mohammad Amir,N Pradeep,Mohammad Hasnain,1,0,1,147,5,3,5,19,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
121,Mohammad Hasnain,N Pradeep,Mohammad Amir,0,0,0,147,1,2,6,19,-,caught,Mohammad Hasnain,PWH de Silva,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
