,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
0,Babar Azam,CAK Rajitha,Fakhar Zaman,0,0,0,0,0,1,1,1,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
1,Babar Azam,CAK Rajitha,Fakhar Zaman,1,0,1,1,1,2,2,1,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
2,Fakhar Zaman,CAK Rajitha,Babar Azam,1,0,1,2,1,1,3,1,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
3,Babar Azam,CAK Rajitha,Fakhar Zaman,0,0,0,2,1,3,4,1,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
4,Babar Azam,CAK Rajitha,Fakhar Zaman,0,0,0,2,1,4,5,1,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
5,Babar Azam,CAK Rajitha,Fakhar Zaman,1,0,1,3,2,5,6,1,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
6,Babar Azam,N Pradeep,Fakhar Zaman,0,0,0,3,2,6,1,2,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
7,Babar Azam,N Pradeep,Fakhar Zaman,1,0,1,4,3,7,2,2,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
8,Fakhar Zaman,N Pradeep,Babar Azam,4,0,4,8,5,2,3,2,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
9,Fakhar Zaman,N Pradeep,Babar Azam,1,0,1,9,6,3,4,2,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
10,Babar Azam,N Pradeep,Fakhar Zaman,0,0,0,9,3,8,5,2,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
11,Babar Azam,N Pradeep,Fakhar Zaman,0,0,0,9,3,9,6,2,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
12,Fakhar Zaman,CAK Rajitha,Babar Azam,0,0,0,9,6,4,1,3,-,bowled,Fakhar Zaman,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
13,Ahmed Shehzad,CAK Rajitha,Babar Azam,0,1,1,10,0,1,2,3,wides,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
14,Ahmed Shehzad,CAK Rajitha,Babar Azam,0,0,0,10,0,2,3,3,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
15,Ahmed Shehzad,CAK Rajitha,Babar Azam,0,0,0,10,0,3,4,3,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
16,Ahmed Shehzad,CAK Rajitha,Babar Azam,0,1,1,11,0,4,5,3,wides,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
17,Ahmed Shehzad,CAK Rajitha,Babar Azam,0,0,0,11,0,5,6,3,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
18,Ahmed Shehzad,CAK Rajitha,Babar Azam,0,0,0,11,0,6,7,3,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
19,Ahmed Shehzad,CAK Rajitha,Babar Azam,0,0,0,11,0,7,8,3,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
20,Babar Azam,N Pradeep,Ahmed Shehzad,0,0,0,11,3,10,1,4,-,bowled,Babar Azam,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
21,Sarfraz Ahmed,N Pradeep,Ahmed Shehzad,4,0,4,15,4,1,2,4,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
22,Sarfraz Ahmed,N Pradeep,Ahmed Shehzad,1,0,1,16,5,2,3,4,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
23,Ahmed Shehzad,N Pradeep,Sarfraz Ahmed,0,1,1,17,0,8,4,4,wides,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
24,Ahmed Shehzad,N Pradeep,Sarfraz Ahmed,1,0,1,18,1,9,5,4,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
25,Sarfraz Ahmed,N Pradeep,Ahmed Shehzad,0,0,0,18,5,3,6,4,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
26,Sarfraz Ahmed,N Pradeep,Ahmed Shehzad,1,0,1,19,6,4,7,4,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
27,Sarfraz Ahmed,I Udana,Ahmed Shehzad,0,0,0,19,6,5,1,5,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
28,Sarfraz Ahmed,I Udana,Ahmed Shehzad,4,0,4,23,10,6,2,5,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
29,Sarfraz Ahmed,I Udana,Ahmed Shehzad,0,0,0,23,10,7,3,5,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
30,Sarfraz Ahmed,I Udana,Ahmed Shehzad,1,0,1,24,11,8,4,5,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
31,Ahmed Shehzad,I Udana,Sarfraz Ahmed,1,0,1,25,2,10,5,5,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
32,Sarfraz Ahmed,I Udana,Ahmed Shehzad,2,0,2,27,13,9,6,5,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
33,Ahmed Shehzad,PWH de Silva,Sarfraz Ahmed,1,0,1,28,3,11,1,6,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
34,Sarfraz Ahmed,PWH de Silva,Ahmed Shehzad,4,0,4,32,17,10,2,6,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
35,Sarfraz Ahmed,PWH de Silva,Ahmed Shehzad,6,0,6,38,23,11,3,6,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
36,Sarfraz Ahmed,PWH de Silva,Ahmed Shehzad,1,0,1,39,24,12,4,6,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
37,Ahmed Shehzad,PWH de Silva,Sarfraz Ahmed,1,0,1,40,4,12,5,6,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
38,Sarfraz Ahmed,PWH de Silva,Ahmed Shehzad,0,0,0,40,24,13,6,6,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
39,Ahmed Shehzad,PADLR Sandakan,Sarfraz Ahmed,1,0,1,41,5,13,1,7,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
40,Sarfraz Ahmed,PADLR Sandakan,Ahmed Shehzad,1,0,1,42,25,14,2,7,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
41,Ahmed Shehzad,PADLR Sandakan,Sarfraz Ahmed,0,0,0,42,5,14,3,7,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
42,Ahmed Shehzad,PADLR Sandakan,Sarfraz Ahmed,1,0,1,43,6,15,4,7,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
43,Sarfraz Ahmed,PADLR Sandakan,Ahmed Shehzad,1,0,1,44,26,15,5,7,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
44,Ahmed Shehzad,PADLR Sandakan,Sarfraz Ahmed,1,0,1,45,7,16,6,7,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
45,Ahmed Shehzad,PWH de Silva,Sarfraz Ahmed,0,0,0,45,7,17,1,8,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
46,Ahmed Shehzad,PWH de Silva,Sarfraz Ahmed,6,0,6,51,13,18,2,8,-,0,,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
47,Ahmed Shehzad,PWH de Silva,Sarfraz Ahmed,0,0,0,51,13,19,3,8,-,bowled,Ahmed Shehzad,,,bat,Sri Lanka,2,Gaddafi Stadium,2019-10-07,Pakistan,Sri Lanka
