,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,XM Marshall,B Lee,WKD Perkins,6,0,6,6,6,1,1,1,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
1,XM Marshall,B Lee,WKD Perkins,0,0,0,6,6,2,2,1,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
2,XM Marshall,B Lee,WKD Perkins,1,0,1,7,7,3,3,1,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
3,WKD Perkins,B Lee,XM Marshall,0,0,0,7,0,1,4,1,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
4,WKD Perkins,B Lee,XM Marshall,1,0,1,8,1,2,5,1,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
5,XM Marshall,B Lee,WKD Perkins,1,0,1,9,8,4,6,1,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
6,XM Marshall,MG Johnson,WKD Perkins,0,4,4,13,8,5,1,2,byes,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
7,XM Marshall,MG Johnson,WKD Perkins,6,0,6,19,14,6,2,2,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
8,XM Marshall,MG Johnson,WKD Perkins,0,3,3,22,14,7,3,2,wides,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
9,XM Marshall,MG Johnson,WKD Perkins,1,0,1,23,15,8,4,2,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
10,WKD Perkins,MG Johnson,XM Marshall,0,1,1,24,1,3,5,2,legbyes,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
11,XM Marshall,MG Johnson,WKD Perkins,6,0,6,30,21,9,6,2,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
12,XM Marshall,MG Johnson,WKD Perkins,4,0,4,34,25,10,7,2,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
13,WKD Perkins,B Lee,XM Marshall,4,0,4,38,5,4,1,3,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
14,WKD Perkins,B Lee,XM Marshall,0,2,2,40,5,5,2,3,wides,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
15,XM Marshall,B Lee,WKD Perkins,1,0,1,41,26,11,3,3,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
16,WKD Perkins,B Lee,XM Marshall,1,0,1,42,6,6,4,3,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
17,XM Marshall,B Lee,WKD Perkins,4,0,4,46,30,12,5,3,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
18,XM Marshall,B Lee,WKD Perkins,4,0,4,50,34,13,6,3,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
19,XM Marshall,B Lee,WKD Perkins,1,0,1,51,35,14,7,3,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
20,XM Marshall,SR Watson,WKD Perkins,1,0,1,52,36,15,1,4,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
21,WKD Perkins,SR Watson,XM Marshall,1,0,1,53,7,7,2,4,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
22,XM Marshall,SR Watson,WKD Perkins,0,0,0,53,36,16,3,4,-,run out,XM Marshall,SR Watson,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
23,D Ramdin,SR Watson,WKD Perkins,1,0,1,54,1,1,4,4,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
24,WKD Perkins,SR Watson,D Ramdin,1,0,1,55,8,8,5,4,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
25,D Ramdin,SR Watson,WKD Perkins,1,0,1,56,2,2,6,4,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
26,D Ramdin,JR Hopes,WKD Perkins,1,0,1,57,3,3,1,5,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
27,WKD Perkins,JR Hopes,D Ramdin,0,0,0,57,8,9,2,5,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
28,WKD Perkins,JR Hopes,D Ramdin,0,0,0,57,8,10,3,5,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
29,WKD Perkins,JR Hopes,D Ramdin,1,0,1,58,9,11,4,5,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
30,D Ramdin,JR Hopes,WKD Perkins,1,0,1,59,4,4,5,5,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
31,WKD Perkins,JR Hopes,D Ramdin,0,0,0,59,9,12,6,5,-,run out,WKD Perkins,RT Ponting,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
32,DJ Bravo,SR Watson,D Ramdin,1,0,1,60,1,1,1,6,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
33,D Ramdin,SR Watson,DJ Bravo,4,0,4,64,8,5,2,6,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
34,D Ramdin,SR Watson,DJ Bravo,0,0,0,64,8,6,3,6,-,caught,D Ramdin,MG Johnson,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
35,DJ Bravo,SR Watson,ADS Fletcher,1,0,1,65,2,2,4,6,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
36,ADS Fletcher,SR Watson,DJ Bravo,0,0,0,65,0,1,5,6,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
37,ADS Fletcher,SR Watson,DJ Bravo,0,0,0,65,0,2,6,6,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
38,DJ Bravo,CL White,ADS Fletcher,0,0,0,65,2,3,1,7,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
39,DJ Bravo,CL White,ADS Fletcher,0,1,1,66,2,4,2,7,wides,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
40,DJ Bravo,CL White,ADS Fletcher,0,1,1,67,2,5,3,7,wides,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
41,DJ Bravo,CL White,ADS Fletcher,0,0,0,67,2,6,4,7,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
42,DJ Bravo,CL White,ADS Fletcher,0,2,2,69,2,7,5,7,byes,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
43,DJ Bravo,CL White,ADS Fletcher,6,0,6,75,8,8,6,7,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
44,DJ Bravo,CL White,ADS Fletcher,0,0,0,75,8,9,7,7,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
45,DJ Bravo,CL White,ADS Fletcher,0,0,0,75,8,10,8,7,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
46,ADS Fletcher,MG Johnson,DJ Bravo,0,0,0,75,0,3,1,8,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
47,ADS Fletcher,MG Johnson,DJ Bravo,1,0,1,76,1,4,2,8,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
48,DJ Bravo,MG Johnson,ADS Fletcher,6,0,6,82,14,11,3,8,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
49,DJ Bravo,MG Johnson,ADS Fletcher,1,0,1,83,15,12,4,8,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
50,ADS Fletcher,MG Johnson,DJ Bravo,1,0,1,84,2,5,5,8,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
51,DJ Bravo,MG Johnson,ADS Fletcher,1,0,1,85,16,13,6,8,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
52,DJ Bravo,JR Hopes,ADS Fletcher,1,0,1,86,17,14,1,9,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
53,ADS Fletcher,JR Hopes,DJ Bravo,0,1,1,87,2,6,2,9,legbyes,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
54,DJ Bravo,JR Hopes,ADS Fletcher,4,0,4,91,21,15,3,9,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
55,DJ Bravo,JR Hopes,ADS Fletcher,1,0,1,92,22,16,4,9,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
56,ADS Fletcher,JR Hopes,DJ Bravo,4,0,4,96,6,7,5,9,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
57,ADS Fletcher,JR Hopes,DJ Bravo,0,0,0,96,6,8,6,9,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
58,DJ Bravo,SR Watson,ADS Fletcher,6,0,6,102,28,17,1,10,-,0,,,field,West Indies,2,"Kensington Oval, Bridgetown",2008-06-20,West Indies,West Indies,Australia
