,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
28,GH Dockrell,BE Hendricks,PR Stirling,,0,0,0,24,0,2,5,-,0,,,5,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
29,GH Dockrell,BE Hendricks,PR Stirling,,1,0,1,25,1,3,6,-,0,,,5,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
30,GH Dockrell,PWA Mulder,PR Stirling,,0,0,0,25,1,4,1,-,0,,,6,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
31,GH Dockrell,PWA Mulder,PR Stirling,,4,0,4,29,5,5,2,-,0,,,6,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
32,GH Dockrell,PWA Mulder,PR Stirling,,6,0,6,35,11,6,3,-,0,,,6,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
33,GH Dockrell,PWA Mulder,PR Stirling,,0,0,0,35,11,7,4,-,0,,,6,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
34,GH Dockrell,PWA Mulder,PR Stirling,{'wides': 1},0,1,1,36,11,8,5,wides,0,,,6,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
35,GH Dockrell,PWA Mulder,PR Stirling,,0,0,0,36,11,9,6,-,0,,,6,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
36,GH Dockrell,PWA Mulder,PR Stirling,{'wides': 1},0,1,1,37,11,10,7,wides,0,,,6,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
37,GH Dockrell,PWA Mulder,PR Stirling,,1,0,1,38,12,11,8,-,0,,,6,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
38,GH Dockrell,BE Hendricks,PR Stirling,,1,0,1,39,13,12,1,-,0,,,7,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
39,PR Stirling,BE Hendricks,GH Dockrell,,1,0,1,40,17,19,2,-,0,,,7,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
40,GH Dockrell,BE Hendricks,PR Stirling,,1,0,1,41,14,13,3,-,0,,,7,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
41,PR Stirling,BE Hendricks,GH Dockrell,,0,0,0,41,17,20,4,-,0,,,7,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
42,PR Stirling,BE Hendricks,GH Dockrell,,1,0,1,42,18,21,5,-,0,,,7,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
43,GH Dockrell,BE Hendricks,PR Stirling,,1,0,1,43,15,14,6,-,0,,,7,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
44,GH Dockrell,T Shamsi,PR Stirling,,0,0,0,43,15,15,1,-,0,,,8,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
45,GH Dockrell,T Shamsi,PR Stirling,,1,0,1,44,16,16,2,-,0,,,8,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
46,PR Stirling,T Shamsi,GH Dockrell,,1,0,1,45,19,22,3,-,0,,,8,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
47,GH Dockrell,T Shamsi,PR Stirling,,0,0,0,45,16,17,4,-,0,,,8,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
48,GH Dockrell,T Shamsi,PR Stirling,,1,0,1,46,17,18,5,-,0,,,8,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
49,PR Stirling,T Shamsi,GH Dockrell,,0,0,0,46,19,23,6,-,caught,PR Stirling,DA Miller,8,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
50,GH Dockrell,AK Markram,HT Tector,,1,0,1,47,18,19,1,-,0,,,9,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
51,HT Tector,AK Markram,GH Dockrell,,2,0,2,49,2,1,2,-,0,,,9,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
52,HT Tector,AK Markram,GH Dockrell,,1,0,1,50,3,2,3,-,0,,,9,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
53,GH Dockrell,AK Markram,HT Tector,,1,0,1,51,19,20,4,-,0,,,9,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
54,HT Tector,AK Markram,GH Dockrell,,0,0,0,51,3,3,5,-,caught,HT Tector,BC Fortuin,9,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
55,SC Getkate,AK Markram,GH Dockrell,,1,0,1,52,1,1,6,-,0,,,9,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
56,SC Getkate,T Shamsi,GH Dockrell,,0,0,0,52,1,2,1,-,0,,,10,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
57,SC Getkate,T Shamsi,GH Dockrell,,0,0,0,52,1,3,2,-,0,,,10,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
58,SC Getkate,T Shamsi,GH Dockrell,,1,0,1,53,2,4,3,-,0,,,10,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
59,GH Dockrell,T Shamsi,SC Getkate,{'wides': 1},0,1,1,54,19,21,4,wides,0,,,10,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
60,GH Dockrell,T Shamsi,SC Getkate,,1,0,1,55,20,22,5,-,0,,,10,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
61,SC Getkate,T Shamsi,GH Dockrell,,1,0,1,56,3,5,6,-,0,,,10,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
62,GH Dockrell,T Shamsi,SC Getkate,,0,0,0,56,20,23,7,-,caught,GH Dockrell,AK Markram,10,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
63,SC Getkate,AK Markram,L Tucker,,0,0,0,56,3,6,1,-,0,,,11,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
64,SC Getkate,AK Markram,L Tucker,,6,0,6,62,9,7,2,-,0,,,11,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
65,SC Getkate,AK Markram,L Tucker,,1,0,1,63,10,8,3,-,0,,,11,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
66,L Tucker,AK Markram,SC Getkate,,0,0,0,63,0,1,4,-,0,,,11,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
67,L Tucker,AK Markram,SC Getkate,,4,0,4,67,4,2,5,-,0,,,11,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
68,L Tucker,AK Markram,SC Getkate,,0,0,0,67,4,3,6,-,0,,,11,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
69,SC Getkate,PWA Mulder,L Tucker,,0,0,0,67,10,9,1,-,0,,,12,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
70,SC Getkate,PWA Mulder,L Tucker,,0,0,0,67,10,10,2,-,0,,,12,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
71,SC Getkate,PWA Mulder,L Tucker,,2,0,2,69,12,11,3,-,0,,,12,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
72,SC Getkate,PWA Mulder,L Tucker,,4,0,4,73,16,12,4,-,0,,,12,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
73,SC Getkate,PWA Mulder,L Tucker,,1,0,1,74,17,13,5,-,0,,,12,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
74,L Tucker,PWA Mulder,SC Getkate,,4,0,4,78,8,4,6,-,0,,,12,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
75,SC Getkate,BC Fortuin,L Tucker,,0,0,0,78,17,14,1,-,0,,,13,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
76,SC Getkate,BC Fortuin,L Tucker,,1,0,1,79,18,15,2,-,0,,,13,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
77,L Tucker,BC Fortuin,SC Getkate,,0,0,0,79,8,5,3,-,0,,,13,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
78,L Tucker,BC Fortuin,SC Getkate,,1,0,1,80,9,6,4,-,0,,,13,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
79,SC Getkate,BC Fortuin,L Tucker,,6,0,6,86,24,16,5,-,0,,,13,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
80,SC Getkate,BC Fortuin,L Tucker,,0,0,0,86,24,17,6,-,0,,,13,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
81,L Tucker,T Shamsi,SC Getkate,,1,0,1,87,10,7,1,-,0,,,14,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
82,SC Getkate,T Shamsi,L Tucker,,0,0,0,87,24,18,2,-,caught,SC Getkate,T Bavuma,14,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
83,Simi Singh,T Shamsi,L Tucker,{'wides': 1},0,1,1,88,0,1,3,wides,0,,,14,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
84,Simi Singh,T Shamsi,L Tucker,{'legbyes': 1},0,1,1,89,0,2,4,legbyes,0,,,14,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
85,L Tucker,T Shamsi,Simi Singh,,1,0,1,90,11,8,5,-,0,,,14,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
86,Simi Singh,T Shamsi,L Tucker,,1,0,1,91,1,3,6,-,0,,,14,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
87,L Tucker,T Shamsi,Simi Singh,,1,0,1,92,12,9,7,-,0,,,14,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
88,L Tucker,BC Fortuin,Simi Singh,,0,0,0,92,12,10,1,-,bowled,L Tucker,,15,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
89,MR Adair,BC Fortuin,Simi Singh,,0,0,0,92,0,1,2,-,0,,,15,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
90,MR Adair,BC Fortuin,Simi Singh,,0,0,0,92,0,2,3,-,0,,,15,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
91,MR Adair,BC Fortuin,Simi Singh,,1,0,1,93,1,3,4,-,0,,,15,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
92,Simi Singh,BC Fortuin,MR Adair,,0,0,0,93,1,4,5,-,stumped,Simi Singh,Q de Kock,15,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
93,CA Young,BC Fortuin,MR Adair,,0,0,0,93,0,1,6,-,0,,,15,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
94,MR Adair,T Shamsi,CA Young,,1,0,1,94,2,4,1,-,0,,,16,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
95,CA Young,T Shamsi,MR Adair,,0,0,0,94,0,2,2,-,0,,,16,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
96,CA Young,T Shamsi,MR Adair,{'legbyes': 1},0,1,1,95,0,3,3,legbyes,0,,,16,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
97,MR Adair,T Shamsi,CA Young,,0,0,0,95,2,5,4,-,0,,,16,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
98,MR Adair,T Shamsi,CA Young,,0,0,0,95,2,6,5,-,0,,,16,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
99,MR Adair,T Shamsi,CA Young,,1,0,1,96,3,7,6,-,0,,,16,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
100,MR Adair,BE Hendricks,CA Young,,3,0,3,99,6,8,1,-,0,,,17,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
101,CA Young,BE Hendricks,MR Adair,,0,0,0,99,0,4,2,-,caught,CA Young,PWA Mulder,17,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
102,MR Adair,BE Hendricks,J Little,,1,0,1,100,7,9,3,-,0,,,17,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
103,J Little,BE Hendricks,MR Adair,,1,0,1,101,1,1,4,-,0,,,17,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
104,MR Adair,BE Hendricks,J Little,,4,0,4,105,11,10,5,-,0,,,17,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
105,MR Adair,BE Hendricks,J Little,,1,0,1,106,12,11,6,-,0,,,17,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
106,MR Adair,L Ngidi,J Little,,1,0,1,107,13,12,1,-,0,,,18,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
107,J Little,L Ngidi,MR Adair,,0,0,0,107,1,2,2,-,0,,,18,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
108,J Little,L Ngidi,MR Adair,,0,0,0,107,1,3,3,-,0,,,18,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
109,J Little,L Ngidi,MR Adair,,1,0,1,108,2,4,4,-,0,,,18,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
110,MR Adair,L Ngidi,J Little,,0,0,0,108,13,13,5,-,0,,,18,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
111,MR Adair,L Ngidi,J Little,,0,0,0,108,13,14,6,-,0,,,18,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
112,J Little,BE Hendricks,MR Adair,,0,0,0,108,2,5,1,-,0,,,19,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
113,J Little,BE Hendricks,MR Adair,,4,0,4,112,6,6,2,-,0,,,19,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
114,J Little,BE Hendricks,MR Adair,,1,0,1,113,7,7,3,-,0,,,19,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
115,MR Adair,BE Hendricks,J Little,,1,0,1,114,14,15,4,-,0,,,19,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
116,J Little,BE Hendricks,MR Adair,,0,0,0,114,7,8,5,-,0,,,19,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
117,J Little,BE Hendricks,MR Adair,,1,0,1,115,8,9,6,-,0,,,19,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
118,J Little,L Ngidi,MR Adair,,1,0,1,116,9,10,1,-,0,,,20,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
119,MR Adair,L Ngidi,J Little,,1,0,1,117,15,16,2,-,0,,,20,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
120,J Little,L Ngidi,MR Adair,,0,0,0,117,9,11,3,-,bowled,J Little,,20,bat,South Africa,2,"Civil Service Cricket Club, Stormont, Belfast",2021-07-22,Ireland,South Africa
