,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
11,Mohammad Naim,Mujeeb Ur Rahman,Anamul Haque,0,0,0,7,140,6,8,1,6,1,bowled,Mohammad Naim,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
12,Anamul Haque,Fazalhaq Farooqi,Shakib Al Hasan,0,0,0,7,140,1,5,1,1,2,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
13,Anamul Haque,Fazalhaq Farooqi,Shakib Al Hasan,2,0,2,9,138,3,6,1,2,2,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
14,Anamul Haque,Fazalhaq Farooqi,Shakib Al Hasan,0,0,0,9,138,3,7,1,3,2,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
15,Anamul Haque,Fazalhaq Farooqi,Shakib Al Hasan,0,0,0,9,138,3,8,1,4,2,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
16,Anamul Haque,Fazalhaq Farooqi,Shakib Al Hasan,1,0,1,10,137,4,9,1,5,2,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
17,Shakib Al Hasan,Fazalhaq Farooqi,Anamul Haque,0,0,0,10,137,0,1,1,6,2,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
18,Anamul Haque,Mujeeb Ur Rahman,Shakib Al Hasan,0,1,1,11,136,4,10,1,1,3,0,,,,wides,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
19,Anamul Haque,Mujeeb Ur Rahman,Shakib Al Hasan,1,0,1,12,135,5,11,1,2,3,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
20,Shakib Al Hasan,Mujeeb Ur Rahman,Anamul Haque,0,1,1,13,134,0,2,1,3,3,0,,,,legbyes,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
21,Anamul Haque,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,13,134,5,12,1,4,3,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
22,Anamul Haque,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,13,134,5,13,1,5,3,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
23,Anamul Haque,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,13,134,5,14,1,6,3,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
24,Anamul Haque,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,13,134,5,15,2,7,3,lbw,Anamul Haque,,"{'by': 'Afghanistan', 'umpire': 'Asif Yaqoob', 'batter': 'Anamul Haque', 'decision': 'upheld'}",-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
25,Shakib Al Hasan,Naveen-ul-Haq,Mushfiqur Rahim,0,0,0,13,134,0,3,2,1,4,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
26,Shakib Al Hasan,Naveen-ul-Haq,Mushfiqur Rahim,4,0,4,17,130,4,4,2,2,4,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
27,Shakib Al Hasan,Naveen-ul-Haq,Mushfiqur Rahim,4,0,4,21,126,8,5,2,3,4,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
28,Shakib Al Hasan,Naveen-ul-Haq,Mushfiqur Rahim,0,0,0,21,126,8,6,2,4,4,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
29,Shakib Al Hasan,Naveen-ul-Haq,Mushfiqur Rahim,1,0,1,22,125,9,7,2,5,4,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
30,Mushfiqur Rahim,Naveen-ul-Haq,Shakib Al Hasan,0,0,0,22,125,0,1,2,6,4,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
31,Shakib Al Hasan,Mujeeb Ur Rahman,Mushfiqur Rahim,2,0,2,24,123,11,8,2,1,5,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
32,Shakib Al Hasan,Mujeeb Ur Rahman,Mushfiqur Rahim,0,0,0,24,123,11,9,3,2,5,bowled,Shakib Al Hasan,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
33,Afif Hossain,Mujeeb Ur Rahman,Mushfiqur Rahim,2,0,2,26,121,2,1,3,3,5,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
34,Afif Hossain,Mujeeb Ur Rahman,Mushfiqur Rahim,0,0,0,26,121,2,2,3,4,5,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
35,Afif Hossain,Mujeeb Ur Rahman,Mushfiqur Rahim,0,1,1,27,120,2,3,3,5,5,0,,,,legbyes,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
36,Mushfiqur Rahim,Mujeeb Ur Rahman,Afif Hossain,1,0,1,28,119,1,2,3,6,5,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
37,Mushfiqur Rahim,Rashid Khan,Afif Hossain,0,0,0,28,119,1,3,3,1,6,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
38,Mushfiqur Rahim,Rashid Khan,Afif Hossain,0,0,0,28,119,1,4,4,2,6,lbw,Mushfiqur Rahim,,"{'by': 'Afghanistan', 'umpire': 'J Madanagopal', 'batter': 'Mushfiqur Rahim', 'decision': 'upheld'}",-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
39,Mahmudullah,Rashid Khan,Afif Hossain,1,0,1,29,118,1,1,4,3,6,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
40,Afif Hossain,Rashid Khan,Mahmudullah,1,0,1,30,117,3,4,4,4,6,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
41,Mahmudullah,Rashid Khan,Afif Hossain,0,0,0,30,117,1,2,4,5,6,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
42,Mahmudullah,Rashid Khan,Afif Hossain,1,0,1,31,116,2,3,4,6,6,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
43,Mahmudullah,Mohammad Nabi,Afif Hossain,0,0,0,31,116,2,4,4,1,7,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
44,Mahmudullah,Mohammad Nabi,Afif Hossain,1,0,1,32,115,3,5,4,2,7,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
45,Afif Hossain,Mohammad Nabi,Mahmudullah,1,0,1,33,114,4,5,4,3,7,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
46,Mahmudullah,Mohammad Nabi,Afif Hossain,1,0,1,34,113,4,6,4,4,7,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
47,Afif Hossain,Mohammad Nabi,Mahmudullah,0,0,0,34,113,4,6,4,5,7,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
48,Afif Hossain,Mohammad Nabi,Mahmudullah,1,0,1,35,112,5,7,4,6,7,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
49,Afif Hossain,Naveen-ul-Haq,Mahmudullah,0,1,1,36,111,5,8,4,1,8,0,,,,legbyes,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
50,Mahmudullah,Naveen-ul-Haq,Afif Hossain,1,0,1,37,110,5,7,4,2,8,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
51,Afif Hossain,Naveen-ul-Haq,Mahmudullah,1,0,1,38,109,6,9,4,3,8,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
52,Mahmudullah,Naveen-ul-Haq,Afif Hossain,1,0,1,39,108,6,8,4,4,8,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
53,Afif Hossain,Naveen-ul-Haq,Mahmudullah,2,0,2,41,106,8,10,4,5,8,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
54,Afif Hossain,Naveen-ul-Haq,Mahmudullah,1,0,1,42,105,9,11,4,6,8,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
55,Afif Hossain,Mohammad Nabi,Mahmudullah,0,0,0,42,105,9,12,4,1,9,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
56,Afif Hossain,Mohammad Nabi,Mahmudullah,2,0,2,44,103,11,13,4,2,9,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
57,Afif Hossain,Mohammad Nabi,Mahmudullah,1,0,1,45,102,12,14,4,3,9,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
58,Mahmudullah,Mohammad Nabi,Afif Hossain,0,0,0,45,102,6,9,4,4,9,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
59,Mahmudullah,Mohammad Nabi,Afif Hossain,4,0,4,49,98,10,10,4,5,9,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
60,Mahmudullah,Mohammad Nabi,Afif Hossain,1,0,1,50,97,11,11,4,6,9,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
61,Mahmudullah,Rashid Khan,Afif Hossain,2,0,2,52,95,13,12,4,1,10,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
62,Mahmudullah,Rashid Khan,Afif Hossain,1,0,1,53,94,14,13,4,2,10,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
63,Afif Hossain,Rashid Khan,Mahmudullah,0,0,0,53,94,12,15,5,3,10,lbw,Afif Hossain,,"{'by': 'Bangladesh', 'umpire': 'J Madanagopal', 'batter': 'Afif Hossain', 'decision': 'struck down'}",-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
64,Mosaddek Hossain,Rashid Khan,Mahmudullah,1,0,1,54,93,1,1,5,4,10,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
65,Mahmudullah,Rashid Khan,Mosaddek Hossain,0,0,0,54,93,14,14,5,5,10,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
66,Mahmudullah,Rashid Khan,Mosaddek Hossain,1,0,1,55,92,15,15,5,6,10,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
67,Mahmudullah,Mohammad Nabi,Mosaddek Hossain,1,0,1,56,91,16,16,5,1,11,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
68,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,1,0,1,57,90,2,2,5,2,11,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
69,Mahmudullah,Mohammad Nabi,Mosaddek Hossain,1,0,1,58,89,17,17,5,3,11,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
70,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,6,0,6,64,83,8,3,5,4,11,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
71,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,0,0,0,64,83,8,4,5,5,11,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
72,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,2,0,2,66,81,10,5,5,6,11,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
73,Mahmudullah,Rashid Khan,Mosaddek Hossain,1,0,1,67,80,18,18,5,1,12,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
74,Mosaddek Hossain,Rashid Khan,Mahmudullah,1,0,1,68,79,11,6,5,2,12,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
75,Mahmudullah,Rashid Khan,Mosaddek Hossain,0,0,0,68,79,18,19,5,3,12,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
76,Mahmudullah,Rashid Khan,Mosaddek Hossain,1,0,1,69,78,19,20,5,4,12,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
77,Mosaddek Hossain,Rashid Khan,Mahmudullah,2,0,2,71,76,13,7,5,5,12,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
78,Mosaddek Hossain,Rashid Khan,Mahmudullah,1,0,1,72,75,14,8,5,6,12,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
79,Mosaddek Hossain,Mujeeb Ur Rahman,Mahmudullah,1,0,1,73,74,15,9,5,1,13,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
80,Mahmudullah,Mujeeb Ur Rahman,Mosaddek Hossain,2,0,2,75,72,21,21,5,2,13,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
81,Mahmudullah,Mujeeb Ur Rahman,Mosaddek Hossain,1,0,1,76,71,22,22,5,3,13,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
82,Mosaddek Hossain,Mujeeb Ur Rahman,Mahmudullah,2,0,2,78,69,17,10,5,4,13,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
83,Mosaddek Hossain,Mujeeb Ur Rahman,Mahmudullah,1,0,1,79,68,18,11,5,5,13,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
84,Mahmudullah,Mujeeb Ur Rahman,Mosaddek Hossain,0,0,0,79,68,22,23,5,6,13,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
85,Mosaddek Hossain,Naveen-ul-Haq,Mahmudullah,4,0,4,83,64,22,12,5,1,14,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
86,Mosaddek Hossain,Naveen-ul-Haq,Mahmudullah,0,0,0,83,64,22,13,5,2,14,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
87,Mosaddek Hossain,Naveen-ul-Haq,Mahmudullah,1,0,1,84,63,23,14,5,3,14,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
88,Mahmudullah,Naveen-ul-Haq,Mosaddek Hossain,1,0,1,85,62,23,24,5,4,14,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
89,Mosaddek Hossain,Naveen-ul-Haq,Mahmudullah,1,0,1,86,61,24,15,5,5,14,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
90,Mahmudullah,Naveen-ul-Haq,Mosaddek Hossain,1,0,1,87,60,24,25,5,6,14,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
91,Mahmudullah,Rashid Khan,Mosaddek Hossain,1,0,1,88,59,25,26,5,1,15,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
92,Mosaddek Hossain,Rashid Khan,Mahmudullah,0,0,0,88,59,24,16,5,2,15,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
93,Mosaddek Hossain,Rashid Khan,Mahmudullah,1,0,1,89,58,25,17,5,3,15,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
94,Mahmudullah,Rashid Khan,Mosaddek Hossain,0,0,0,89,58,25,27,6,4,15,caught,Mahmudullah,Ibrahim Zadran,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
95,Mosaddek Hossain,Rashid Khan,Mahedi Hasan,2,0,2,91,56,27,18,6,5,15,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
96,Mosaddek Hossain,Rashid Khan,Mahedi Hasan,4,0,4,95,52,31,19,6,6,15,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
97,Mahedi Hasan,Fazalhaq Farooqi,Mosaddek Hossain,1,0,1,96,51,1,1,6,1,16,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
98,Mosaddek Hossain,Fazalhaq Farooqi,Mahedi Hasan,4,0,4,100,47,35,20,6,2,16,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
99,Mosaddek Hossain,Fazalhaq Farooqi,Mahedi Hasan,1,0,1,101,46,36,21,6,3,16,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
