,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,ST Jayasuriya,Shoaib Akhtar,ML Udawatte,0,0,0,0,138,0,1,0,1,0,,,1,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
1,ST Jayasuriya,Shoaib Akhtar,ML Udawatte,4,0,4,4,134,4,2,0,2,0,,,1,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
2,ST Jayasuriya,Shoaib Akhtar,ML Udawatte,4,0,4,8,130,8,3,0,3,0,,,1,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
3,ST Jayasuriya,Shoaib Akhtar,ML Udawatte,0,0,0,8,130,8,4,1,4,caught,ST Jayasuriya,Sohail Tanvir,1,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
4,ML Udawatte,Shoaib Akhtar,J Mubarak,0,0,0,8,130,0,1,1,5,0,,,1,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
5,ML Udawatte,Shoaib Akhtar,J Mubarak,0,0,0,8,130,0,2,1,6,0,,,1,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
6,J Mubarak,Sohail Tanvir,ML Udawatte,0,0,0,8,130,0,1,1,1,0,,,2,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
7,J Mubarak,Sohail Tanvir,ML Udawatte,0,0,0,8,130,0,2,1,2,0,,,2,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
8,J Mubarak,Sohail Tanvir,ML Udawatte,0,0,0,8,130,0,3,1,3,0,,,2,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
9,J Mubarak,Sohail Tanvir,ML Udawatte,0,0,0,8,130,0,4,1,4,0,,,2,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
10,J Mubarak,Sohail Tanvir,ML Udawatte,1,0,1,9,129,1,5,1,5,0,,,2,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
11,ML Udawatte,Sohail Tanvir,J Mubarak,0,0,0,9,129,0,3,1,6,0,,,2,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
12,J Mubarak,Shoaib Akhtar,ML Udawatte,0,0,0,9,129,1,6,1,1,0,,,3,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
13,J Mubarak,Shoaib Akhtar,ML Udawatte,4,0,4,13,125,5,7,1,2,0,,,3,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
14,J Mubarak,Shoaib Akhtar,ML Udawatte,1,0,1,14,124,6,8,1,3,0,,,3,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
15,ML Udawatte,Shoaib Akhtar,J Mubarak,0,0,0,14,124,0,4,1,4,0,,,3,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
16,ML Udawatte,Shoaib Akhtar,J Mubarak,1,0,1,15,123,1,5,1,5,0,,,3,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
17,J Mubarak,Shoaib Akhtar,ML Udawatte,1,0,1,16,122,7,9,1,6,0,,,3,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
18,J Mubarak,Sohail Tanvir,ML Udawatte,1,0,1,17,121,8,10,1,1,0,,,4,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
19,ML Udawatte,Sohail Tanvir,J Mubarak,1,1,2,19,119,2,6,1,2,0,,,4,noballs,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
20,J Mubarak,Sohail Tanvir,ML Udawatte,1,0,1,20,118,9,11,1,3,0,,,4,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
21,ML Udawatte,Sohail Tanvir,J Mubarak,0,0,0,20,118,2,7,1,4,0,,,4,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
22,ML Udawatte,Sohail Tanvir,J Mubarak,2,0,2,22,116,4,8,1,5,0,,,4,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
23,ML Udawatte,Sohail Tanvir,J Mubarak,0,1,1,23,115,4,9,1,6,0,,,4,wides,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
24,ML Udawatte,Sohail Tanvir,J Mubarak,4,0,4,27,111,8,10,1,7,0,,,4,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
25,ML Udawatte,Sohail Tanvir,J Mubarak,0,0,0,27,111,8,11,1,8,0,,,4,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
26,J Mubarak,Shoaib Akhtar,ML Udawatte,4,0,4,31,107,13,12,1,1,0,,,5,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
27,J Mubarak,Shoaib Akhtar,ML Udawatte,0,0,0,31,107,13,13,1,2,0,,,5,-,field,Pakistan,1,Maple Leaf North-West Ground,2008,10,Pakistan_Sri Lanka_2008-10-11,Pakistan,Sri Lanka,Pakistan,137
