,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,T Bavuma,B Kumar,RR Hendricks,1,0,1,1,178,1,1,0,1,0,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
1,RR Hendricks,B Kumar,T Bavuma,0,0,0,1,178,0,1,0,2,0,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
2,RR Hendricks,B Kumar,T Bavuma,0,0,0,1,178,0,2,0,3,0,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
3,RR Hendricks,B Kumar,T Bavuma,1,0,1,2,177,1,3,0,4,0,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
4,T Bavuma,B Kumar,RR Hendricks,0,0,0,2,177,1,2,0,5,0,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
5,T Bavuma,B Kumar,RR Hendricks,0,0,0,2,177,1,3,0,6,0,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
6,RR Hendricks,Avesh Khan,T Bavuma,4,0,4,6,173,5,4,0,1,1,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
7,RR Hendricks,Avesh Khan,T Bavuma,0,0,0,6,173,5,5,0,2,1,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
8,RR Hendricks,Avesh Khan,T Bavuma,0,0,0,6,173,5,6,0,3,1,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
9,RR Hendricks,Avesh Khan,T Bavuma,4,0,4,10,169,9,7,0,4,1,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
10,RR Hendricks,Avesh Khan,T Bavuma,0,0,0,10,169,9,8,0,5,1,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
11,RR Hendricks,Avesh Khan,T Bavuma,0,0,0,10,169,9,9,0,6,1,0,,,-,,field,South Africa,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022,06,India_South Africa_2022-06-14,India,South Africa,India,131
