,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,MJ Guptill,KR Mayers,DP Conway,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
1,MJ Guptill,KR Mayers,DP Conway,0,0,0,0,,0,2,0,-,2.0,0,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
2,MJ Guptill,KR Mayers,DP Conway,1,0,1,1,,1,3,0,-,3.0,0,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
3,DP Conway,KR Mayers,MJ Guptill,0,0,0,1,,0,1,0,-,4.0,0,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
4,DP Conway,KR Mayers,MJ Guptill,0,0,0,1,,0,2,0,-,5.0,0,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
5,DP Conway,KR Mayers,MJ Guptill,0,1,1,2,,0,3,0,wides,5.0,0,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
6,DP Conway,KR Mayers,MJ Guptill,6,0,6,8,,6,4,0,-,6.0,0,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
7,MJ Guptill,JO Holder,DP Conway,1,0,1,9,,2,4,0,-,1.0,1,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
8,DP Conway,JO Holder,MJ Guptill,0,0,0,9,,6,5,0,-,2.0,1,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
9,DP Conway,JO Holder,MJ Guptill,0,0,0,9,,6,6,0,-,3.0,1,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
10,DP Conway,JO Holder,MJ Guptill,2,0,2,11,,8,7,0,-,4.0,1,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
11,DP Conway,JO Holder,MJ Guptill,0,0,0,11,,8,8,0,-,5.0,1,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
12,DP Conway,JO Holder,MJ Guptill,4,0,4,15,,12,9,0,-,6.0,1,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
13,MJ Guptill,OC McCoy,DP Conway,0,1,1,16,,2,5,0,wides,0.0,2,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
14,MJ Guptill,OC McCoy,DP Conway,0,1,1,17,,2,6,0,wides,0.0,2,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
15,MJ Guptill,OC McCoy,DP Conway,0,0,0,17,,2,7,0,-,1.0,2,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
16,MJ Guptill,OC McCoy,DP Conway,1,0,1,18,,3,8,0,-,2.0,2,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
17,DP Conway,OC McCoy,MJ Guptill,4,0,4,22,,16,10,0,-,3.0,2,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
18,DP Conway,OC McCoy,MJ Guptill,2,0,2,24,,18,11,0,-,4.0,2,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
19,DP Conway,OC McCoy,MJ Guptill,1,0,1,25,,19,12,0,-,5.0,2,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
20,MJ Guptill,OC McCoy,DP Conway,0,0,0,25,,3,9,0,-,6.0,2,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
21,DP Conway,R Shepherd,MJ Guptill,0,0,0,25,,19,13,0,-,1.0,3,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
22,DP Conway,R Shepherd,MJ Guptill,0,0,0,25,,19,14,0,-,2.0,3,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
23,DP Conway,R Shepherd,MJ Guptill,4,0,4,29,,23,15,0,-,3.0,3,0,,,,field,West Indies,1,"Sabina Park, Kingston, Jamaica",2022,08,New Zealand_West Indies_2022-08-10,New Zealand,New Zealand,West Indies,True,185
