,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,TM Dilshan,A Nehra,ST Jayasuriya,1,0,1,1,,1,1,0,1,-,0,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
1,ST Jayasuriya,A Nehra,TM Dilshan,4,0,4,5,,4,1,0,2,-,0,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
2,ST Jayasuriya,A Nehra,TM Dilshan,0,1,1,6,,4,2,0,3,wides,0,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
3,ST Jayasuriya,A Nehra,TM Dilshan,0,0,0,6,,4,3,0,4,-,0,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
4,ST Jayasuriya,A Nehra,TM Dilshan,4,0,4,10,,8,4,0,5,-,0,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
5,ST Jayasuriya,A Nehra,TM Dilshan,0,0,0,10,,8,5,0,6,-,0,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
6,ST Jayasuriya,A Nehra,TM Dilshan,0,0,0,10,,8,6,0,7,-,0,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
7,TM Dilshan,I Sharma,ST Jayasuriya,0,0,0,10,,1,2,0,1,-,1,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
8,TM Dilshan,I Sharma,ST Jayasuriya,0,0,0,10,,1,3,1,2,-,1,bowled,TM Dilshan,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
9,KC Sangakkara,I Sharma,ST Jayasuriya,4,0,4,14,,4,1,1,3,-,1,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
10,KC Sangakkara,I Sharma,ST Jayasuriya,1,0,1,15,,5,2,1,4,-,1,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
11,ST Jayasuriya,I Sharma,KC Sangakkara,0,1,1,16,,8,7,1,5,wides,1,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
12,ST Jayasuriya,I Sharma,KC Sangakkara,0,0,0,16,,8,8,1,6,-,1,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
13,ST Jayasuriya,I Sharma,KC Sangakkara,2,0,2,18,,10,9,1,7,-,1,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
14,KC Sangakkara,S Tyagi,ST Jayasuriya,0,0,0,18,,5,3,1,1,-,2,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
15,KC Sangakkara,S Tyagi,ST Jayasuriya,0,1,1,19,,5,4,1,2,wides,2,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
16,KC Sangakkara,S Tyagi,ST Jayasuriya,0,0,0,19,,5,5,1,3,-,2,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
17,KC Sangakkara,S Tyagi,ST Jayasuriya,0,0,0,19,,5,6,1,4,-,2,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
18,KC Sangakkara,S Tyagi,ST Jayasuriya,6,0,6,25,,11,7,1,5,-,2,0,,,bat,Sri Lanka,1,"Punjab Cricket Association Stadium, Mohali",2009,12,India_Sri Lanka_2009-12-12,India,Sri Lanka,India,False,206
