,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Tamim Iqbal,MJ Santner,Imrul Kayes,0,1,1,1,194,0,1,0,1,wides,0,,,1,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
1,Tamim Iqbal,MJ Santner,Imrul Kayes,1,0,1,2,193,1,2,0,2,-,0,,,1,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
2,Imrul Kayes,MJ Santner,Tamim Iqbal,0,0,0,2,193,0,1,0,3,-,0,,,1,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
3,Imrul Kayes,MJ Santner,Tamim Iqbal,0,0,0,2,193,0,2,0,4,-,0,,,1,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
4,Imrul Kayes,MJ Santner,Tamim Iqbal,0,0,0,2,193,0,3,1,5,-,caught,Imrul Kayes,TC Bruce,1,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
5,Sabbir Rahman,MJ Santner,Tamim Iqbal,0,0,0,2,193,0,1,1,6,-,0,,,1,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
6,Sabbir Rahman,MJ Santner,Tamim Iqbal,0,0,0,2,193,0,2,1,7,-,0,,,1,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
7,Tamim Iqbal,TA Boult,Sabbir Rahman,4,0,4,6,189,5,3,1,1,-,0,,,2,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
8,Tamim Iqbal,TA Boult,Sabbir Rahman,0,0,0,6,189,5,4,1,2,-,0,,,2,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
9,Tamim Iqbal,TA Boult,Sabbir Rahman,0,1,1,7,188,5,5,1,3,legbyes,0,,,2,field,Bangladesh,2,Bay Oval,2017,01,New Zealand_Bangladesh_2017-01-06,New Zealand,Bangladesh,New Zealand,148
