,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
27,Tamim Iqbal,R Ashwin,Sabbir Rahman,1,0,1,23,16,21,4,5,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
28,Sabbir Rahman,R Ashwin,Tamim Iqbal,0,0,0,23,6,5,5,5,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
29,Sabbir Rahman,R Ashwin,Tamim Iqbal,6,0,6,29,12,6,6,5,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
30,Tamim Iqbal,JJ Bumrah,Sabbir Rahman,4,0,4,33,20,22,1,6,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
31,Tamim Iqbal,JJ Bumrah,Sabbir Rahman,0,0,0,33,20,23,2,6,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
32,Tamim Iqbal,JJ Bumrah,Sabbir Rahman,4,0,4,37,24,24,3,6,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
33,Tamim Iqbal,JJ Bumrah,Sabbir Rahman,0,0,0,37,24,25,4,6,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
34,Tamim Iqbal,JJ Bumrah,Sabbir Rahman,4,0,4,41,28,26,5,6,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
35,Tamim Iqbal,JJ Bumrah,Sabbir Rahman,4,0,4,45,32,27,6,6,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
36,Sabbir Rahman,R Ashwin,Tamim Iqbal,1,0,1,46,13,7,1,7,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
37,Tamim Iqbal,R Ashwin,Sabbir Rahman,1,0,1,47,33,28,2,7,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
38,Sabbir Rahman,R Ashwin,Tamim Iqbal,0,0,0,47,13,8,3,7,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
39,Sabbir Rahman,R Ashwin,Tamim Iqbal,4,0,4,51,17,9,4,7,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
40,Sabbir Rahman,R Ashwin,Tamim Iqbal,1,0,1,52,18,10,5,7,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
41,Tamim Iqbal,R Ashwin,Sabbir Rahman,1,0,1,53,34,29,6,7,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
42,Tamim Iqbal,RA Jadeja,Sabbir Rahman,0,0,0,53,34,30,1,8,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
43,Tamim Iqbal,RA Jadeja,Sabbir Rahman,1,0,1,54,35,31,2,8,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
44,Sabbir Rahman,RA Jadeja,Tamim Iqbal,0,1,1,55,18,11,3,8,0,,,{'legbyes': 1},legbyes,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
45,Tamim Iqbal,RA Jadeja,Sabbir Rahman,0,0,0,55,35,32,4,8,stumped,Tamim Iqbal,MS Dhoni,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
46,Shakib Al Hasan,RA Jadeja,Sabbir Rahman,1,0,1,56,1,1,5,8,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
47,Sabbir Rahman,RA Jadeja,Shakib Al Hasan,0,0,0,56,18,12,6,8,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
48,Shakib Al Hasan,HH Pandya,Sabbir Rahman,2,0,2,58,3,2,1,9,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
49,Shakib Al Hasan,HH Pandya,Sabbir Rahman,0,0,0,58,3,3,2,9,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
50,Shakib Al Hasan,HH Pandya,Sabbir Rahman,1,0,1,59,4,4,3,9,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
51,Sabbir Rahman,HH Pandya,Shakib Al Hasan,4,0,4,63,22,13,4,9,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
52,Sabbir Rahman,HH Pandya,Shakib Al Hasan,4,0,4,67,26,14,5,9,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
53,Sabbir Rahman,HH Pandya,Shakib Al Hasan,0,0,0,67,26,15,6,9,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
54,Shakib Al Hasan,SK Raina,Sabbir Rahman,0,0,0,67,4,5,1,10,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
55,Shakib Al Hasan,SK Raina,Sabbir Rahman,1,0,1,68,5,6,2,10,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
56,Sabbir Rahman,SK Raina,Shakib Al Hasan,0,1,1,69,26,16,3,10,stumped,Sabbir Rahman,MS Dhoni,{'wides': 1},wides,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
57,Mashrafe Mortaza,SK Raina,Shakib Al Hasan,0,1,1,70,0,1,4,10,0,,,{'legbyes': 1},legbyes,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
58,Shakib Al Hasan,SK Raina,Mashrafe Mortaza,1,0,1,71,6,7,5,10,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
59,Mashrafe Mortaza,SK Raina,Shakib Al Hasan,6,0,6,77,6,2,6,10,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
60,Mashrafe Mortaza,SK Raina,Shakib Al Hasan,0,0,0,77,6,3,7,10,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
61,Shakib Al Hasan,HH Pandya,Mashrafe Mortaza,2,0,2,79,8,8,1,11,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
62,Shakib Al Hasan,HH Pandya,Mashrafe Mortaza,0,0,0,79,8,9,2,11,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
63,Shakib Al Hasan,HH Pandya,Mashrafe Mortaza,1,0,1,80,9,10,3,11,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
64,Mashrafe Mortaza,HH Pandya,Shakib Al Hasan,0,1,1,81,6,4,4,11,0,,,{'legbyes': 1},legbyes,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
65,Shakib Al Hasan,HH Pandya,Mashrafe Mortaza,6,0,6,87,15,11,5,11,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
66,Shakib Al Hasan,HH Pandya,Mashrafe Mortaza,0,0,0,87,15,12,6,11,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
67,Mashrafe Mortaza,RA Jadeja,Shakib Al Hasan,0,0,0,87,6,5,1,12,bowled,Mashrafe Mortaza,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
68,Mahmudullah,RA Jadeja,Shakib Al Hasan,0,0,0,87,0,1,2,12,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
69,Mahmudullah,RA Jadeja,Shakib Al Hasan,1,0,1,88,1,2,3,12,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
70,Shakib Al Hasan,RA Jadeja,Mahmudullah,6,0,6,94,21,13,4,12,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
71,Shakib Al Hasan,RA Jadeja,Mahmudullah,1,0,1,95,22,14,5,12,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
72,Mahmudullah,RA Jadeja,Shakib Al Hasan,0,0,0,95,1,3,6,12,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
73,Shakib Al Hasan,R Ashwin,Mahmudullah,0,0,0,95,22,15,1,13,caught,Shakib Al Hasan,SK Raina,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
74,Soumya Sarkar,R Ashwin,Mahmudullah,0,0,0,95,0,1,2,13,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
75,Soumya Sarkar,R Ashwin,Mahmudullah,0,0,0,95,0,2,3,13,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
76,Soumya Sarkar,R Ashwin,Mahmudullah,0,0,0,95,0,3,4,13,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
77,Soumya Sarkar,R Ashwin,Mahmudullah,0,0,0,95,0,4,5,13,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
78,Soumya Sarkar,R Ashwin,Mahmudullah,1,0,1,96,1,5,6,13,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
79,Soumya Sarkar,RA Jadeja,Mahmudullah,0,0,0,96,1,6,1,14,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
80,Soumya Sarkar,RA Jadeja,Mahmudullah,1,0,1,97,2,7,2,14,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
81,Mahmudullah,RA Jadeja,Soumya Sarkar,0,0,0,97,1,4,3,14,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
82,Mahmudullah,RA Jadeja,Soumya Sarkar,2,0,2,99,3,5,4,14,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
83,Mahmudullah,RA Jadeja,Soumya Sarkar,0,0,0,99,3,6,5,14,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
84,Mahmudullah,RA Jadeja,Soumya Sarkar,0,0,0,99,3,7,6,14,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
85,Soumya Sarkar,A Nehra,Mahmudullah,1,0,1,100,3,8,1,15,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
86,Mahmudullah,A Nehra,Soumya Sarkar,1,0,1,101,4,8,2,15,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
87,Soumya Sarkar,A Nehra,Mahmudullah,0,1,1,102,3,9,3,15,0,,,{'legbyes': 1},legbyes,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
88,Mahmudullah,A Nehra,Soumya Sarkar,1,0,1,103,5,9,4,15,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
89,Soumya Sarkar,A Nehra,Mahmudullah,1,0,1,104,4,10,5,15,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
90,Mahmudullah,A Nehra,Soumya Sarkar,0,0,0,104,5,10,6,15,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
91,Soumya Sarkar,RA Jadeja,Mahmudullah,6,0,6,110,10,11,1,16,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
92,Soumya Sarkar,RA Jadeja,Mahmudullah,0,0,0,110,10,12,2,16,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
93,Soumya Sarkar,RA Jadeja,Mahmudullah,1,0,1,111,11,13,3,16,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
94,Mahmudullah,RA Jadeja,Soumya Sarkar,1,0,1,112,6,11,4,16,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
95,Soumya Sarkar,RA Jadeja,Mahmudullah,1,0,1,113,12,14,5,16,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
96,Mahmudullah,RA Jadeja,Soumya Sarkar,0,0,0,113,6,12,6,16,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
97,Soumya Sarkar,JJ Bumrah,Mahmudullah,2,0,2,115,14,15,1,17,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
98,Soumya Sarkar,JJ Bumrah,Mahmudullah,1,0,1,116,15,16,2,17,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
99,Mahmudullah,JJ Bumrah,Soumya Sarkar,0,0,0,116,6,13,3,17,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
100,Mahmudullah,JJ Bumrah,Soumya Sarkar,2,0,2,118,8,14,4,17,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
101,Mahmudullah,JJ Bumrah,Soumya Sarkar,1,0,1,119,9,15,5,17,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
102,Soumya Sarkar,JJ Bumrah,Mahmudullah,1,0,1,120,16,17,6,17,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
103,Soumya Sarkar,A Nehra,Mahmudullah,0,0,0,120,16,18,1,18,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
104,Soumya Sarkar,A Nehra,Mahmudullah,4,0,4,124,20,19,2,18,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
105,Soumya Sarkar,A Nehra,Mahmudullah,1,0,1,125,21,20,3,18,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
106,Mahmudullah,A Nehra,Soumya Sarkar,1,0,1,126,10,16,4,18,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
107,Soumya Sarkar,A Nehra,Mahmudullah,0,0,0,126,21,21,5,18,caught,Soumya Sarkar,V Kohli,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
108,Mahmudullah,A Nehra,Mushfiqur Rahim,4,0,4,130,14,17,6,18,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
109,Mushfiqur Rahim,JJ Bumrah,Mahmudullah,1,0,1,131,1,1,1,19,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
110,Mahmudullah,JJ Bumrah,Mushfiqur Rahim,1,0,1,132,15,18,2,19,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
111,Mushfiqur Rahim,JJ Bumrah,Mahmudullah,1,0,1,133,2,2,3,19,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
112,Mahmudullah,JJ Bumrah,Mushfiqur Rahim,1,0,1,134,16,19,4,19,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
113,Mushfiqur Rahim,JJ Bumrah,Mahmudullah,1,0,1,135,3,3,5,19,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
114,Mahmudullah,JJ Bumrah,Mushfiqur Rahim,1,0,1,136,17,20,6,19,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
115,Mahmudullah,HH Pandya,Mushfiqur Rahim,1,0,1,137,18,21,1,20,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
116,Mushfiqur Rahim,HH Pandya,Mahmudullah,4,0,4,141,7,4,2,20,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
117,Mushfiqur Rahim,HH Pandya,Mahmudullah,4,0,4,145,11,5,3,20,0,,,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
118,Mushfiqur Rahim,HH Pandya,Mahmudullah,0,0,0,145,11,6,4,20,caught,Mushfiqur Rahim,S Dhawan,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
119,Mahmudullah,HH Pandya,Shuvagata Hom,0,0,0,145,18,22,5,20,caught,Mahmudullah,RA Jadeja,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
120,Shuvagata Hom,HH Pandya,Mustafizur Rahman,0,0,0,145,0,1,6,20,run out,Mustafizur Rahman,MS Dhoni,,-,field,Bangladesh,2,M Chinnaswamy Stadium,2016-03-23,Bangladesh,India
