,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,Tamim Iqbal,Mohammad Amir,Soumya Sarkar,1,0,1,1,128,1,1,0,1,1,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
1,Soumya Sarkar,Mohammad Amir,Tamim Iqbal,0,0,0,1,128,0,1,0,2,1,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
2,Soumya Sarkar,Mohammad Amir,Tamim Iqbal,0,0,0,1,128,0,2,0,3,1,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
3,Soumya Sarkar,Mohammad Amir,Tamim Iqbal,1,0,1,2,127,1,3,0,4,1,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
4,Tamim Iqbal,Mohammad Amir,Soumya Sarkar,0,0,0,2,127,1,2,0,5,1,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
5,Tamim Iqbal,Mohammad Amir,Soumya Sarkar,6,0,6,8,121,7,3,0,6,1,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
6,Soumya Sarkar,Mohammad Irfan,Tamim Iqbal,0,0,0,8,121,1,4,0,1,2,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
7,Soumya Sarkar,Mohammad Irfan,Tamim Iqbal,4,0,4,12,117,5,5,0,2,2,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
8,Soumya Sarkar,Mohammad Irfan,Tamim Iqbal,1,0,1,13,116,6,6,0,3,2,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
9,Tamim Iqbal,Mohammad Irfan,Soumya Sarkar,0,0,0,13,116,7,4,1,4,2,lbw,Tamim Iqbal,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
10,Sabbir Rahman,Mohammad Irfan,Soumya Sarkar,3,0,3,16,113,3,1,1,5,2,0,,,-,bat,Pakistan,2,Shere Bangla National Stadium,2016,03,Bangladesh_Pakistan_2016-03-02,Bangladesh,Bangladesh,Pakistan,131
