,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,PR Stirling,B Kumar,A Balbirnie,0,0,0,0,225,0,1,0,-,1.0,0,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
1,PR Stirling,B Kumar,A Balbirnie,0,0,0,0,225,0,2,0,-,2.0,0,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
2,PR Stirling,B Kumar,A Balbirnie,6,0,6,6,219,6,3,0,-,3.0,0,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
3,PR Stirling,B Kumar,A Balbirnie,4,0,4,10,215,10,4,0,-,4.0,0,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
4,PR Stirling,B Kumar,A Balbirnie,4,0,4,14,211,14,5,0,-,5.0,0,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
5,PR Stirling,B Kumar,A Balbirnie,4,0,4,18,207,18,6,0,-,6.0,0,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
6,A Balbirnie,HH Pandya,PR Stirling,0,0,0,18,207,0,1,0,-,1.0,1,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
7,A Balbirnie,HH Pandya,PR Stirling,0,0,0,18,207,0,2,0,-,2.0,1,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
8,A Balbirnie,HH Pandya,PR Stirling,0,0,0,18,207,0,3,0,-,3.0,1,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
9,A Balbirnie,HH Pandya,PR Stirling,0,1,1,19,206,0,4,0,legbyes,4.0,1,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
10,PR Stirling,HH Pandya,A Balbirnie,6,0,6,25,200,24,7,0,-,5.0,1,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
11,PR Stirling,HH Pandya,A Balbirnie,0,1,1,26,199,24,8,0,legbyes,6.0,1,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
12,PR Stirling,B Kumar,A Balbirnie,4,0,4,30,195,28,9,0,-,1.0,2,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
13,PR Stirling,B Kumar,A Balbirnie,1,0,1,31,194,29,10,0,-,2.0,2,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
14,A Balbirnie,B Kumar,PR Stirling,0,0,0,31,194,0,5,0,-,3.0,2,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
15,A Balbirnie,B Kumar,PR Stirling,0,0,0,31,194,0,6,0,-,4.0,2,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
16,A Balbirnie,B Kumar,PR Stirling,0,0,0,31,194,0,7,0,-,5.0,2,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
17,A Balbirnie,B Kumar,PR Stirling,6,0,6,37,188,6,8,0,-,6.0,2,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
18,PR Stirling,HH Pandya,A Balbirnie,0,1,1,38,187,29,11,0,legbyes,1.0,3,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
19,A Balbirnie,HH Pandya,PR Stirling,0,0,0,38,187,6,9,0,-,2.0,3,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
20,A Balbirnie,HH Pandya,PR Stirling,6,0,6,44,181,12,10,0,-,3.0,3,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
21,A Balbirnie,HH Pandya,PR Stirling,1,0,1,45,180,13,11,0,-,4.0,3,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
22,PR Stirling,HH Pandya,A Balbirnie,4,0,4,49,176,33,12,0,-,5.0,3,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
23,PR Stirling,HH Pandya,A Balbirnie,0,1,1,50,175,33,12,0,wides,5.0,3,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
24,PR Stirling,HH Pandya,A Balbirnie,0,0,0,50,175,33,13,0,-,6.0,3,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
25,A Balbirnie,HV Patel,PR Stirling,0,0,0,50,175,13,12,0,-,1.0,4,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
26,A Balbirnie,HV Patel,PR Stirling,0,0,0,50,175,13,13,0,-,2.0,4,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
27,A Balbirnie,HV Patel,PR Stirling,0,1,1,51,174,13,14,0,legbyes,3.0,4,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
28,PR Stirling,HV Patel,A Balbirnie,1,0,1,52,173,34,14,0,-,4.0,4,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
29,A Balbirnie,HV Patel,PR Stirling,0,0,0,52,173,13,15,0,-,5.0,4,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
30,A Balbirnie,HV Patel,PR Stirling,6,1,7,59,166,19,15,0,noballs,5.0,4,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
31,A Balbirnie,HV Patel,PR Stirling,6,0,6,65,160,25,16,0,-,6.0,4,,0,,,bat,India,2,"The Village, Malahide, Dublin",2022,06,India_Ireland_2022-06-28,India,Ireland,India,False,221,Right hand Bat,Right hand Bat,Right arm Medium
