,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,JD Ryder,RJ Sidebottom,BB McCullum,0,0,0,0,184,0,1,0,1,-,1,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
1,JD Ryder,RJ Sidebottom,BB McCullum,0,0,0,0,184,0,2,0,2,-,1,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
2,JD Ryder,RJ Sidebottom,BB McCullum,0,1,1,1,183,0,3,0,3,legbyes,1,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
3,BB McCullum,RJ Sidebottom,JD Ryder,0,1,1,2,182,0,1,0,4,wides,1,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
4,BB McCullum,RJ Sidebottom,JD Ryder,2,0,2,4,180,2,2,0,5,-,1,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
5,BB McCullum,RJ Sidebottom,JD Ryder,0,0,0,4,180,2,3,0,6,-,1,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
6,BB McCullum,RJ Sidebottom,JD Ryder,0,1,1,5,179,2,4,0,7,legbyes,1,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
7,BB McCullum,JM Anderson,JD Ryder,0,0,0,5,179,2,5,0,1,-,2,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
8,BB McCullum,JM Anderson,JD Ryder,6,0,6,11,173,8,6,0,2,-,2,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
9,BB McCullum,JM Anderson,JD Ryder,1,0,1,12,172,9,7,0,3,-,2,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
10,JD Ryder,JM Anderson,BB McCullum,4,0,4,16,168,4,4,0,4,-,2,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
11,JD Ryder,JM Anderson,BB McCullum,0,0,0,16,168,4,5,0,5,-,2,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
12,JD Ryder,JM Anderson,BB McCullum,1,0,1,17,167,5,6,0,6,-,2,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
13,JD Ryder,RJ Sidebottom,BB McCullum,1,0,1,18,166,6,7,0,1,-,3,0,,,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
14,BB McCullum,RJ Sidebottom,JD Ryder,0,0,0,18,166,9,8,1,2,-,3,caught,BB McCullum,OA Shah,field,New Zealand,2,Eden Park,2008,02,New Zealand_England_2008-02-05,England,New Zealand,England
