,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
42,KJ O'Brien,Karim Janat,PR Stirling,,1,0,1,73,23,15,4,-,7,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
43,PR Stirling,Karim Janat,KJ O'Brien,,4,0,4,77,51,29,5,-,7,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
44,PR Stirling,Karim Janat,KJ O'Brien,,1,0,1,78,52,30,6,-,7,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
45,PR Stirling,Mohammad Nabi,KJ O'Brien,,1,0,1,79,53,31,1,-,8,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
46,KJ O'Brien,Mohammad Nabi,PR Stirling,{'wides': 1},0,1,1,80,23,16,2,wides,8,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
47,KJ O'Brien,Mohammad Nabi,PR Stirling,,6,0,6,86,29,17,3,-,8,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
48,KJ O'Brien,Mohammad Nabi,PR Stirling,,1,0,1,87,30,18,4,-,8,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
49,PR Stirling,Mohammad Nabi,KJ O'Brien,,1,0,1,88,54,32,5,-,8,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
50,KJ O'Brien,Mohammad Nabi,PR Stirling,,1,0,1,89,31,19,6,-,8,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
51,PR Stirling,Mohammad Nabi,KJ O'Brien,,1,0,1,90,55,33,7,-,8,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
52,PR Stirling,Karim Janat,KJ O'Brien,,1,0,1,91,56,34,1,-,9,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
53,KJ O'Brien,Karim Janat,PR Stirling,,1,0,1,92,32,20,2,-,9,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
54,PR Stirling,Karim Janat,KJ O'Brien,,0,0,0,92,56,35,3,-,9,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
55,PR Stirling,Karim Janat,KJ O'Brien,,0,0,0,92,56,36,4,-,9,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
56,PR Stirling,Karim Janat,KJ O'Brien,,3,0,3,95,59,37,5,-,9,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
57,KJ O'Brien,Karim Janat,PR Stirling,,0,0,0,95,32,21,6,-,9,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
58,PR Stirling,Samiullah Shenwari,KJ O'Brien,,6,0,6,101,65,38,1,-,10,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
59,PR Stirling,Samiullah Shenwari,KJ O'Brien,,1,0,1,102,66,39,2,-,10,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
60,KJ O'Brien,Samiullah Shenwari,PR Stirling,,1,0,1,103,33,22,3,-,10,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
61,PR Stirling,Samiullah Shenwari,KJ O'Brien,,1,0,1,104,67,40,4,-,10,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
62,KJ O'Brien,Samiullah Shenwari,PR Stirling,,1,0,1,105,34,23,5,-,10,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
63,PR Stirling,Samiullah Shenwari,KJ O'Brien,,4,0,4,109,71,41,6,-,10,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
64,KJ O'Brien,Rashid Khan,PR Stirling,,1,0,1,110,35,24,1,-,11,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
65,PR Stirling,Rashid Khan,KJ O'Brien,,1,0,1,111,72,42,2,-,11,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
66,KJ O'Brien,Rashid Khan,PR Stirling,,1,0,1,112,36,25,3,-,11,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
67,PR Stirling,Rashid Khan,KJ O'Brien,,1,0,1,113,73,43,4,-,11,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
68,KJ O'Brien,Rashid Khan,PR Stirling,,1,0,1,114,37,26,5,-,11,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
69,PR Stirling,Rashid Khan,KJ O'Brien,,1,0,1,115,74,44,6,-,11,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
70,PR Stirling,Fareed Ahmad,KJ O'Brien,,4,0,4,119,78,45,1,-,12,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
71,PR Stirling,Fareed Ahmad,KJ O'Brien,,4,0,4,123,82,46,2,-,12,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
72,PR Stirling,Fareed Ahmad,KJ O'Brien,,2,0,2,125,84,47,3,-,12,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
73,PR Stirling,Fareed Ahmad,KJ O'Brien,,1,0,1,126,85,48,4,-,12,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
74,KJ O'Brien,Fareed Ahmad,PR Stirling,,0,0,0,126,37,27,5,-,12,caught,KJ O'Brien,Karim Janat,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
75,PR Stirling,Fareed Ahmad,A Balbirnie,,4,0,4,130,89,49,6,-,12,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
76,A Balbirnie,Rashid Khan,PR Stirling,,1,0,1,131,1,1,1,-,13,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
77,PR Stirling,Rashid Khan,A Balbirnie,,1,0,1,132,90,50,2,-,13,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
78,A Balbirnie,Rashid Khan,PR Stirling,,0,0,0,132,1,2,3,-,13,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
79,A Balbirnie,Rashid Khan,PR Stirling,,1,0,1,133,2,3,4,-,13,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
80,PR Stirling,Rashid Khan,A Balbirnie,,1,0,1,134,91,51,5,-,13,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
81,A Balbirnie,Rashid Khan,PR Stirling,,0,0,0,134,2,4,6,-,13,bowled,A Balbirnie,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
82,PR Stirling,Mujeeb Ur Rahman,L Tucker,,0,0,0,134,91,52,1,-,14,caught,PR Stirling,Najeeb Tarakai,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
83,SC Getkate,Mujeeb Ur Rahman,L Tucker,,0,0,0,134,0,1,2,-,14,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
84,SC Getkate,Mujeeb Ur Rahman,L Tucker,,0,0,0,134,0,2,3,-,14,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
85,SC Getkate,Mujeeb Ur Rahman,L Tucker,,2,0,2,136,2,3,4,-,14,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
86,SC Getkate,Mujeeb Ur Rahman,L Tucker,,1,0,1,137,3,4,5,-,14,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
87,L Tucker,Mujeeb Ur Rahman,SC Getkate,{'wides': 1},0,1,1,138,0,1,6,wides,14,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
88,L Tucker,Mujeeb Ur Rahman,SC Getkate,,1,0,1,139,1,2,7,-,14,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
89,L Tucker,Karim Janat,SC Getkate,,0,0,0,139,1,3,1,-,15,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
90,L Tucker,Karim Janat,SC Getkate,,1,0,1,140,2,4,2,-,15,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
91,SC Getkate,Karim Janat,L Tucker,,0,0,0,140,3,5,3,-,15,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
92,SC Getkate,Karim Janat,L Tucker,,0,0,0,140,3,6,4,-,15,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
93,SC Getkate,Karim Janat,L Tucker,,1,0,1,141,4,7,5,-,15,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
94,L Tucker,Karim Janat,SC Getkate,{'wides': 1},0,1,1,142,2,5,6,wides,15,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
95,L Tucker,Karim Janat,SC Getkate,,0,0,0,142,2,6,7,-,15,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
96,SC Getkate,Rashid Khan,L Tucker,,1,0,1,143,5,8,1,-,16,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
97,L Tucker,Rashid Khan,SC Getkate,,0,0,0,143,2,7,2,-,16,caught,L Tucker,Mohammad Nabi,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
98,SC Getkate,Rashid Khan,GH Dockrell,,6,0,6,149,11,9,3,-,16,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
99,SC Getkate,Rashid Khan,GH Dockrell,,0,0,0,149,11,10,4,-,16,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
100,SC Getkate,Rashid Khan,GH Dockrell,,1,0,1,150,12,11,5,-,16,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
101,GH Dockrell,Rashid Khan,SC Getkate,,0,0,0,150,0,1,6,-,16,bowled,GH Dockrell,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
102,SC Getkate,Samiullah Shenwari,Simi Singh,,4,0,4,154,16,12,1,-,17,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
103,SC Getkate,Samiullah Shenwari,Simi Singh,,1,0,1,155,17,13,2,-,17,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
104,Simi Singh,Samiullah Shenwari,SC Getkate,,1,0,1,156,1,1,3,-,17,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
105,SC Getkate,Samiullah Shenwari,Simi Singh,,1,0,1,157,18,14,4,-,17,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
106,Simi Singh,Samiullah Shenwari,SC Getkate,,1,0,1,158,2,2,5,-,17,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
107,SC Getkate,Samiullah Shenwari,Simi Singh,,6,0,6,164,24,15,6,-,17,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
108,Simi Singh,Rashid Khan,SC Getkate,,1,0,1,165,3,3,1,-,18,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
109,SC Getkate,Rashid Khan,Simi Singh,,0,0,0,165,24,16,2,-,18,lbw,SC Getkate,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
110,SW Poynter,Rashid Khan,Simi Singh,,1,0,1,166,1,1,3,-,18,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
111,Simi Singh,Rashid Khan,SW Poynter,,0,0,0,166,3,4,4,-,18,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
112,Simi Singh,Rashid Khan,SW Poynter,,4,0,4,170,7,5,5,-,18,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
113,Simi Singh,Rashid Khan,SW Poynter,,1,0,1,171,8,6,6,-,18,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
114,Simi Singh,Mohammad Nabi,SW Poynter,,1,0,1,172,9,7,1,-,19,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
115,SW Poynter,Mohammad Nabi,Simi Singh,,1,0,1,173,2,2,2,-,19,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
116,Simi Singh,Mohammad Nabi,SW Poynter,,6,0,6,179,15,8,3,-,19,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
117,Simi Singh,Mohammad Nabi,SW Poynter,,1,0,1,180,16,9,4,-,19,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
118,SW Poynter,Mohammad Nabi,Simi Singh,,1,0,1,181,3,3,5,-,19,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
119,Simi Singh,Mohammad Nabi,SW Poynter,,0,0,0,181,16,10,6,-,19,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
120,SW Poynter,Karim Janat,Simi Singh,,1,0,1,182,4,4,1,-,20,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
121,Simi Singh,Karim Janat,SW Poynter,,1,0,1,183,17,11,2,-,20,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
122,SW Poynter,Karim Janat,Simi Singh,,6,0,6,189,10,5,3,-,20,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
123,SW Poynter,Karim Janat,Simi Singh,,4,0,4,193,14,6,4,-,20,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
124,SW Poynter,Karim Janat,Simi Singh,,1,0,1,194,15,7,5,-,20,0,,,bat,Afghanistan,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Ireland,Afghanistan
