,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,V Sibanda,TL Best,H Masakadza,0,1,1,1,,0,1,0,1,legbyes,0,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
1,H Masakadza,TL Best,V Sibanda,0,0,0,1,,0,1,0,2,-,0,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
2,H Masakadza,TL Best,V Sibanda,1,0,1,2,,1,2,0,3,-,0,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
3,V Sibanda,TL Best,H Masakadza,0,0,0,2,,0,2,0,4,-,0,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
4,V Sibanda,TL Best,H Masakadza,0,0,0,2,,0,3,0,5,-,0,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
5,V Sibanda,TL Best,H Masakadza,1,0,1,3,,1,4,0,6,-,0,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
6,V Sibanda,S Badree,H Masakadza,4,0,4,7,,5,5,0,1,-,1,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
7,V Sibanda,S Badree,H Masakadza,0,0,0,7,,5,6,0,2,-,1,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
8,V Sibanda,S Badree,H Masakadza,0,0,0,7,,5,7,0,3,-,1,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
9,V Sibanda,S Badree,H Masakadza,0,0,0,7,,5,8,0,4,-,1,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
10,V Sibanda,S Badree,H Masakadza,4,0,4,11,,9,9,0,5,-,1,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
11,V Sibanda,S Badree,H Masakadza,0,0,0,11,,9,10,0,6,-,1,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
12,H Masakadza,TL Best,V Sibanda,0,0,0,11,,1,3,0,1,-,2,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
13,H Masakadza,TL Best,V Sibanda,0,0,0,11,,1,4,0,2,-,2,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
14,H Masakadza,TL Best,V Sibanda,0,0,0,11,,1,5,0,3,-,2,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
15,H Masakadza,TL Best,V Sibanda,1,0,1,12,,2,6,0,4,-,2,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
16,V Sibanda,TL Best,H Masakadza,4,0,4,16,,13,11,0,5,-,2,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
17,V Sibanda,TL Best,H Masakadza,0,0,0,16,,13,12,1,6,-,2,caught,V Sibanda,LMP Simmons,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
18,H Masakadza,S Badree,BRM Taylor,1,0,1,17,,3,7,1,1,-,3,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
19,BRM Taylor,S Badree,H Masakadza,0,0,0,17,,0,1,1,2,-,3,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
20,BRM Taylor,S Badree,H Masakadza,0,0,0,17,,0,2,1,3,-,3,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
21,BRM Taylor,S Badree,H Masakadza,0,0,0,17,,0,3,2,4,-,3,caught,BRM Taylor,D Ramdin,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
22,CR Ervine,S Badree,H Masakadza,4,0,4,21,,4,1,2,5,-,3,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
23,CR Ervine,S Badree,H Masakadza,0,0,0,21,,4,2,2,6,-,3,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
24,H Masakadza,TL Best,CR Ervine,0,1,1,22,,3,8,2,1,wides,4,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
25,H Masakadza,TL Best,CR Ervine,0,0,0,22,,3,9,2,2,-,4,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
26,H Masakadza,TL Best,CR Ervine,0,0,0,22,,3,10,2,3,-,4,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
27,H Masakadza,TL Best,CR Ervine,6,0,6,28,,9,11,2,4,-,4,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
28,H Masakadza,TL Best,CR Ervine,0,0,0,28,,9,12,2,5,-,4,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
29,H Masakadza,TL Best,CR Ervine,0,0,0,28,,9,13,3,6,-,4,caught,H Masakadza,KA Pollard,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
30,MN Waller,TL Best,CR Ervine,0,0,0,28,,0,1,3,7,-,4,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
31,CR Ervine,S Badree,MN Waller,0,0,0,28,,4,3,3,1,-,5,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
32,CR Ervine,S Badree,MN Waller,1,0,1,29,,5,4,3,2,-,5,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
33,MN Waller,S Badree,CR Ervine,1,0,1,30,,1,2,3,3,-,5,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
34,CR Ervine,S Badree,MN Waller,0,0,0,30,,5,5,3,4,-,5,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
35,CR Ervine,S Badree,MN Waller,0,0,0,30,,5,6,3,5,-,5,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
36,CR Ervine,S Badree,MN Waller,4,0,4,34,,9,7,3,6,-,5,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
37,MN Waller,DJG Sammy,CR Ervine,4,0,4,38,,5,3,3,1,-,6,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
38,MN Waller,DJG Sammy,CR Ervine,1,0,1,39,,6,4,3,2,-,6,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
39,CR Ervine,DJG Sammy,MN Waller,0,0,0,39,,9,8,3,3,-,6,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
40,CR Ervine,DJG Sammy,MN Waller,0,0,0,39,,9,9,3,4,-,6,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
41,CR Ervine,DJG Sammy,MN Waller,0,0,0,39,,9,10,3,5,-,6,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
42,CR Ervine,DJG Sammy,MN Waller,0,0,0,39,,9,11,3,6,-,6,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
43,MN Waller,S Badree,CR Ervine,1,0,1,40,,7,5,3,1,-,7,0,,,bat,Zimbabwe,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-02,West Indies,Zimbabwe,West Indies,False,130
