,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,Tamim Iqbal,KJ Abbott,Soumya Sarkar,0,0,0,0,0,1,1,1,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
1,Tamim Iqbal,KJ Abbott,Soumya Sarkar,0,0,0,0,0,2,2,1,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
2,Tamim Iqbal,KJ Abbott,Soumya Sarkar,1,0,1,1,1,3,3,1,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
3,Soumya Sarkar,KJ Abbott,Tamim Iqbal,0,0,0,1,0,1,4,1,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
4,Soumya Sarkar,KJ Abbott,Tamim Iqbal,4,0,4,5,4,2,5,1,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
5,Soumya Sarkar,KJ Abbott,Tamim Iqbal,0,0,0,5,4,3,6,1,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
6,Tamim Iqbal,JP Duminy,Soumya Sarkar,0,0,0,5,1,4,1,2,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
7,Tamim Iqbal,JP Duminy,Soumya Sarkar,1,0,1,6,2,5,2,2,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
8,Soumya Sarkar,JP Duminy,Tamim Iqbal,4,0,4,10,8,4,3,2,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
9,Soumya Sarkar,JP Duminy,Tamim Iqbal,1,0,1,11,9,5,4,2,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
10,Tamim Iqbal,JP Duminy,Soumya Sarkar,0,0,0,11,2,6,5,2,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
11,Tamim Iqbal,JP Duminy,Soumya Sarkar,0,0,0,11,2,7,6,2,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
12,Soumya Sarkar,WD Parnell,Tamim Iqbal,0,0,0,11,9,6,1,3,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
13,Soumya Sarkar,WD Parnell,Tamim Iqbal,4,0,4,15,13,7,2,3,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
14,Soumya Sarkar,WD Parnell,Tamim Iqbal,0,0,0,15,13,8,3,3,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
15,Soumya Sarkar,WD Parnell,Tamim Iqbal,1,0,1,16,14,9,4,3,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
16,Tamim Iqbal,WD Parnell,Soumya Sarkar,4,0,4,20,6,8,5,3,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
17,Tamim Iqbal,WD Parnell,Soumya Sarkar,1,0,1,21,7,9,6,3,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
18,Tamim Iqbal,D Wiese,Soumya Sarkar,2,0,2,23,9,10,1,4,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
19,Tamim Iqbal,D Wiese,Soumya Sarkar,0,0,0,23,9,11,2,4,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
20,Tamim Iqbal,D Wiese,Soumya Sarkar,0,0,0,23,9,12,3,4,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
21,Tamim Iqbal,D Wiese,Soumya Sarkar,1,0,1,24,10,13,4,4,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
22,Soumya Sarkar,D Wiese,Tamim Iqbal,4,0,4,28,18,10,5,4,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
23,Soumya Sarkar,D Wiese,Tamim Iqbal,4,0,4,32,22,11,6,4,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
24,Tamim Iqbal,KJ Abbott,Soumya Sarkar,1,0,1,33,11,14,1,5,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
25,Soumya Sarkar,KJ Abbott,Tamim Iqbal,0,0,0,33,22,12,2,5,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
26,Soumya Sarkar,KJ Abbott,Tamim Iqbal,1,0,1,34,23,13,3,5,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
27,Tamim Iqbal,KJ Abbott,Soumya Sarkar,1,0,1,35,12,15,4,5,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
28,Soumya Sarkar,KJ Abbott,Tamim Iqbal,4,0,4,39,27,14,5,5,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
29,Soumya Sarkar,KJ Abbott,Tamim Iqbal,0,1,1,40,27,15,6,5,wides,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
30,Soumya Sarkar,KJ Abbott,Tamim Iqbal,0,1,1,41,27,16,7,5,wides,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
31,Soumya Sarkar,KJ Abbott,Tamim Iqbal,0,0,0,41,27,17,8,5,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
32,Tamim Iqbal,WD Parnell,Soumya Sarkar,1,0,1,42,13,16,1,6,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
33,Soumya Sarkar,WD Parnell,Tamim Iqbal,2,0,2,44,29,18,2,6,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
34,Soumya Sarkar,WD Parnell,Tamim Iqbal,1,0,1,45,30,19,3,6,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
35,Tamim Iqbal,WD Parnell,Soumya Sarkar,0,1,1,46,13,17,4,6,wides,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
36,Tamim Iqbal,WD Parnell,Soumya Sarkar,0,0,0,46,13,18,5,6,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
37,Tamim Iqbal,WD Parnell,Soumya Sarkar,0,0,0,46,13,19,6,6,-,caught,Tamim Iqbal,D Wiese,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
38,Soumya Sarkar,WD Parnell,Shakib Al Hasan,6,0,6,52,36,20,7,6,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
39,Shakib Al Hasan,E Leie,Soumya Sarkar,1,0,1,53,1,1,1,7,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
40,Soumya Sarkar,E Leie,Shakib Al Hasan,0,0,0,53,36,21,2,7,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
41,Soumya Sarkar,E Leie,Shakib Al Hasan,1,0,1,54,37,22,3,7,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
42,Shakib Al Hasan,E Leie,Soumya Sarkar,1,0,1,55,2,2,4,7,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
43,Soumya Sarkar,E Leie,Shakib Al Hasan,0,0,0,55,37,23,5,7,-,stumped,Soumya Sarkar,Q de Kock,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
