,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
44,Mushfiqur Rahim,E Leie,Shakib Al Hasan,0,0,0,55,0,1,6,7,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
45,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,0,0,0,55,2,3,1,8,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
46,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,0,0,0,55,2,4,2,8,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
47,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,1,0,1,56,3,5,3,8,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
48,Mushfiqur Rahim,JP Duminy,Shakib Al Hasan,0,0,0,56,0,2,4,8,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
49,Mushfiqur Rahim,JP Duminy,Shakib Al Hasan,1,0,1,57,1,3,5,8,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
50,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,1,0,1,58,4,6,6,8,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
51,Shakib Al Hasan,E Leie,Mushfiqur Rahim,1,0,1,59,5,7,1,9,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
52,Mushfiqur Rahim,E Leie,Shakib Al Hasan,1,0,1,60,2,4,2,9,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
53,Shakib Al Hasan,E Leie,Mushfiqur Rahim,1,0,1,61,6,8,3,9,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
54,Mushfiqur Rahim,E Leie,Shakib Al Hasan,2,0,2,63,4,5,4,9,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
55,Mushfiqur Rahim,E Leie,Shakib Al Hasan,0,0,0,63,4,6,5,9,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
56,Mushfiqur Rahim,E Leie,Shakib Al Hasan,1,0,1,64,5,7,6,9,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
57,Mushfiqur Rahim,JP Duminy,Shakib Al Hasan,1,0,1,65,6,8,1,10,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
58,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,0,1,1,66,6,9,2,10,noballs,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
59,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,0,0,0,66,6,10,3,10,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
60,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,0,0,0,66,6,11,4,10,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
61,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,1,0,1,67,7,12,5,10,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
62,Mushfiqur Rahim,JP Duminy,Shakib Al Hasan,1,0,1,68,7,9,6,10,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
63,Shakib Al Hasan,JP Duminy,Mushfiqur Rahim,1,0,1,69,8,13,7,10,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
64,Shakib Al Hasan,AM Phangiso,Mushfiqur Rahim,0,0,0,69,8,14,1,11,-,caught,Shakib Al Hasan,RR Rossouw,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
65,Sabbir Rahman,AM Phangiso,Mushfiqur Rahim,0,0,0,69,0,1,2,11,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
66,Sabbir Rahman,AM Phangiso,Mushfiqur Rahim,1,0,1,70,1,2,3,11,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
67,Mushfiqur Rahim,AM Phangiso,Sabbir Rahman,4,0,4,74,11,10,4,11,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
68,Mushfiqur Rahim,AM Phangiso,Sabbir Rahman,0,0,0,74,11,11,5,11,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
69,Mushfiqur Rahim,AM Phangiso,Sabbir Rahman,1,0,1,75,12,12,6,11,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
70,Mushfiqur Rahim,E Leie,Sabbir Rahman,0,0,0,75,12,13,1,12,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
71,Mushfiqur Rahim,E Leie,Sabbir Rahman,6,0,6,81,18,14,2,12,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
72,Mushfiqur Rahim,E Leie,Sabbir Rahman,1,0,1,82,19,15,3,12,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
73,Sabbir Rahman,E Leie,Mushfiqur Rahim,0,0,0,82,1,3,4,12,-,caught,Sabbir Rahman,DA Miller,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
74,Mushfiqur Rahim,E Leie,Nasir Hossain,0,0,0,82,19,16,5,12,-,caught,Mushfiqur Rahim,RR Rossouw,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
75,Rony Talukdar,E Leie,Nasir Hossain,0,0,0,82,0,1,6,12,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
76,Nasir Hossain,AM Phangiso,Rony Talukdar,0,0,0,82,0,1,1,13,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
77,Nasir Hossain,AM Phangiso,Rony Talukdar,0,0,0,82,0,2,2,13,-,caught,Nasir Hossain,RR Rossouw,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
78,Liton Das,AM Phangiso,Rony Talukdar,1,0,1,83,1,1,3,13,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
79,Rony Talukdar,AM Phangiso,Liton Das,0,0,0,83,0,2,4,13,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
80,Rony Talukdar,AM Phangiso,Liton Das,0,0,0,83,0,3,5,13,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
81,Rony Talukdar,AM Phangiso,Liton Das,1,0,1,84,1,4,6,13,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
82,Rony Talukdar,JP Duminy,Liton Das,1,0,1,85,2,5,1,14,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
83,Liton Das,JP Duminy,Rony Talukdar,2,0,2,87,3,2,2,14,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
84,Liton Das,JP Duminy,Rony Talukdar,2,0,2,89,5,3,3,14,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
85,Liton Das,JP Duminy,Rony Talukdar,1,0,1,90,6,4,4,14,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
86,Rony Talukdar,JP Duminy,Liton Das,1,0,1,91,3,6,5,14,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
87,Liton Das,JP Duminy,Rony Talukdar,0,1,1,92,6,5,6,14,wides,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
88,Liton Das,JP Duminy,Rony Talukdar,4,0,4,96,10,6,7,14,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
89,Rony Talukdar,AM Phangiso,Liton Das,6,0,6,102,9,7,1,15,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
90,Rony Talukdar,AM Phangiso,Liton Das,1,0,1,103,10,8,2,15,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
91,Liton Das,AM Phangiso,Rony Talukdar,0,0,0,103,10,7,3,15,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
92,Liton Das,AM Phangiso,Rony Talukdar,0,0,0,103,10,8,4,15,-,caught,Liton Das,D Wiese,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
93,Rony Talukdar,AM Phangiso,Mashrafe Mortaza,0,0,0,103,10,9,5,15,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
94,Rony Talukdar,AM Phangiso,Mashrafe Mortaza,0,0,0,103,10,10,6,15,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
95,Mashrafe Mortaza,D Wiese,Rony Talukdar,2,0,2,105,2,1,1,16,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
96,Mashrafe Mortaza,D Wiese,Rony Talukdar,1,0,1,106,3,2,2,16,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
97,Rony Talukdar,D Wiese,Mashrafe Mortaza,1,0,1,107,11,11,3,16,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
98,Mashrafe Mortaza,D Wiese,Rony Talukdar,1,0,1,108,4,3,4,16,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
99,Rony Talukdar,D Wiese,Mashrafe Mortaza,0,0,0,108,11,12,5,16,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
100,Rony Talukdar,D Wiese,Mashrafe Mortaza,1,0,1,109,12,13,6,16,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
101,Rony Talukdar,AM Phangiso,Mashrafe Mortaza,1,0,1,110,13,14,1,17,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
102,Mashrafe Mortaza,AM Phangiso,Rony Talukdar,6,0,6,116,10,4,2,17,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
103,Mashrafe Mortaza,AM Phangiso,Rony Talukdar,6,0,6,122,16,5,3,17,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
104,Mashrafe Mortaza,AM Phangiso,Rony Talukdar,1,0,1,123,17,6,4,17,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
105,Rony Talukdar,AM Phangiso,Mashrafe Mortaza,1,0,1,124,14,15,5,17,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
106,Mashrafe Mortaza,AM Phangiso,Rony Talukdar,0,0,0,124,17,7,6,17,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
107,Rony Talukdar,KJ Abbott,Mashrafe Mortaza,1,0,1,125,15,16,1,18,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
108,Mashrafe Mortaza,KJ Abbott,Rony Talukdar,0,0,0,125,17,8,2,18,-,bowled,Mashrafe Mortaza,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
109,Arafat Sunny,KJ Abbott,Rony Talukdar,1,0,1,126,1,1,3,18,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
110,Rony Talukdar,KJ Abbott,Arafat Sunny,1,0,1,127,16,17,4,18,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
111,Arafat Sunny,KJ Abbott,Rony Talukdar,1,0,1,128,2,2,5,18,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
112,Rony Talukdar,KJ Abbott,Arafat Sunny,1,0,1,129,17,18,6,18,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
113,Rony Talukdar,WD Parnell,Arafat Sunny,2,0,2,131,19,19,1,19,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
114,Rony Talukdar,WD Parnell,Arafat Sunny,1,0,1,132,20,20,2,19,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
115,Arafat Sunny,WD Parnell,Rony Talukdar,1,0,1,133,3,3,3,19,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
116,Rony Talukdar,WD Parnell,Arafat Sunny,1,0,1,134,21,21,4,19,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
117,Arafat Sunny,WD Parnell,Rony Talukdar,2,0,2,136,5,4,5,19,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
118,Arafat Sunny,WD Parnell,Rony Talukdar,0,1,1,137,5,5,6,19,wides,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
119,Arafat Sunny,WD Parnell,Rony Talukdar,0,0,0,137,5,6,7,19,-,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
120,Rony Talukdar,KJ Abbott,Arafat Sunny,0,0,0,137,21,22,1,20,-,bowled,Rony Talukdar,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
121,Mustafizur Rahman,KJ Abbott,Arafat Sunny,0,1,1,138,0,1,2,20,wides,0,,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
122,Mustafizur Rahman,KJ Abbott,Arafat Sunny,0,0,0,138,0,2,3,20,-,bowled,Mustafizur Rahman,,bat,South Africa,2,Shere Bangla National Stadium,2015-07-07,South Africa,Bangladesh,South Africa
