,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,DA Warner,TA Boult,DJM Short,0,0,0,0,150,0,1,0,1,1,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
1,DA Warner,TA Boult,DJM Short,4,0,4,4,146,4,2,0,2,1,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
2,DA Warner,TA Boult,DJM Short,2,0,2,6,144,6,3,0,3,1,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
3,DA Warner,TA Boult,DJM Short,0,0,0,6,144,6,4,0,4,1,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
4,DA Warner,TA Boult,DJM Short,0,0,0,6,144,6,5,0,5,1,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
5,DA Warner,TA Boult,DJM Short,0,0,0,6,144,6,6,0,6,1,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
6,DJM Short,IS Sodhi,DA Warner,0,0,0,6,144,0,1,0,1,2,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
7,DJM Short,IS Sodhi,DA Warner,0,0,0,6,144,0,2,0,2,2,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
8,DJM Short,IS Sodhi,DA Warner,0,0,0,6,144,0,3,0,3,2,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
9,DJM Short,IS Sodhi,DA Warner,4,0,4,10,140,4,4,0,4,2,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
10,DJM Short,IS Sodhi,DA Warner,1,0,1,11,139,5,5,0,5,2,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
11,DA Warner,IS Sodhi,DJM Short,0,0,0,11,139,6,7,0,6,2,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
12,DJM Short,TG Southee,DA Warner,1,0,1,12,138,6,6,0,1,3,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
13,DA Warner,TG Southee,DJM Short,1,0,1,13,137,7,8,0,2,3,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
14,DJM Short,TG Southee,DA Warner,2,0,2,15,135,8,7,0,3,3,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
15,DJM Short,TG Southee,DA Warner,0,0,0,15,135,8,8,0,4,3,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
16,DJM Short,TG Southee,DA Warner,1,0,1,16,134,9,9,0,5,3,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
17,DA Warner,TG Southee,DJM Short,1,0,1,17,133,8,9,0,6,3,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
18,DA Warner,IS Sodhi,DJM Short,1,0,1,18,132,9,10,0,1,4,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
19,DJM Short,IS Sodhi,DA Warner,0,0,0,18,132,9,10,0,2,4,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
20,DJM Short,IS Sodhi,DA Warner,4,0,4,22,128,13,11,0,3,4,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
21,DJM Short,IS Sodhi,DA Warner,0,0,0,22,128,13,12,0,4,4,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
22,DJM Short,IS Sodhi,DA Warner,0,0,0,22,128,13,13,0,5,4,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
23,DJM Short,IS Sodhi,DA Warner,1,0,1,23,127,14,14,0,6,4,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
24,DJM Short,TA Boult,DA Warner,0,0,0,23,127,14,15,0,1,5,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
25,DJM Short,TA Boult,DA Warner,4,0,4,27,123,18,16,0,2,5,-,0,,,bat,New Zealand,2,Eden Park,2018,02,New Zealand_Australia_2018-02-21,Australia,Australia,New Zealand,121
