,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,AM Rahane,P Utseya,M Vijay,0,0,0,0,,0,1,0,-,1.0,0,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
1,AM Rahane,P Utseya,M Vijay,0,0,0,0,,0,2,0,-,2.0,0,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
2,AM Rahane,P Utseya,M Vijay,1,0,1,1,,1,3,0,-,3.0,0,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
3,M Vijay,P Utseya,AM Rahane,1,0,1,2,,1,1,0,-,4.0,0,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
4,AM Rahane,P Utseya,M Vijay,1,0,1,3,,2,4,0,-,5.0,0,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
5,M Vijay,P Utseya,AM Rahane,0,0,0,3,,1,2,0,-,6.0,0,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
6,AM Rahane,CB Mpofu,M Vijay,0,0,0,3,,2,5,0,-,1.0,1,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
7,AM Rahane,CB Mpofu,M Vijay,1,0,1,4,,3,6,0,-,2.0,1,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
8,M Vijay,CB Mpofu,AM Rahane,0,0,0,4,,1,3,0,-,3.0,1,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
9,M Vijay,CB Mpofu,AM Rahane,3,0,3,7,,4,4,0,-,4.0,1,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
10,AM Rahane,CB Mpofu,M Vijay,0,1,1,8,,3,7,0,wides,4.0,1,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
11,AM Rahane,CB Mpofu,M Vijay,0,1,1,9,,3,8,0,wides,4.0,1,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
12,AM Rahane,CB Mpofu,M Vijay,1,0,1,10,,4,9,0,-,5.0,1,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
13,M Vijay,CB Mpofu,AM Rahane,0,0,0,10,,4,5,0,-,6.0,1,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
14,AM Rahane,T Muzarabani,M Vijay,4,0,4,14,,8,10,0,-,1.0,2,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
15,AM Rahane,T Muzarabani,M Vijay,0,0,0,14,,8,11,0,-,2.0,2,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
16,AM Rahane,T Muzarabani,M Vijay,0,0,0,14,,8,12,0,-,3.0,2,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
17,AM Rahane,T Muzarabani,M Vijay,0,0,0,14,,8,13,0,-,4.0,2,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
18,AM Rahane,T Muzarabani,M Vijay,1,0,1,15,,9,14,0,-,5.0,2,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
19,M Vijay,T Muzarabani,AM Rahane,4,0,4,19,,8,6,0,-,6.0,2,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
20,AM Rahane,N Madziva,M Vijay,2,0,2,21,,11,15,0,-,1.0,3,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
21,AM Rahane,N Madziva,M Vijay,4,0,4,25,,15,16,0,-,2.0,3,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
22,AM Rahane,N Madziva,M Vijay,2,0,2,27,,17,17,0,-,3.0,3,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
23,AM Rahane,N Madziva,M Vijay,2,0,2,29,,19,18,0,-,4.0,3,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
24,AM Rahane,N Madziva,M Vijay,0,1,1,30,,19,19,0,legbyes,5.0,3,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
25,M Vijay,N Madziva,AM Rahane,0,0,0,30,,8,7,0,-,6.0,3,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
26,AM Rahane,T Muzarabani,M Vijay,1,0,1,31,,20,20,0,-,1.0,4,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
27,M Vijay,T Muzarabani,AM Rahane,6,0,6,37,,14,8,0,-,2.0,4,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
28,M Vijay,T Muzarabani,AM Rahane,0,1,1,38,,14,9,0,wides,2.0,4,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
29,M Vijay,T Muzarabani,AM Rahane,0,0,0,38,,14,10,0,-,3.0,4,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
30,M Vijay,T Muzarabani,AM Rahane,4,0,4,42,,18,11,0,-,4.0,4,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
31,M Vijay,T Muzarabani,AM Rahane,4,0,4,46,,22,12,0,-,5.0,4,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
32,M Vijay,T Muzarabani,AM Rahane,1,0,1,47,,23,13,0,-,6.0,4,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Fast
33,M Vijay,N Madziva,AM Rahane,0,0,0,47,,23,14,0,-,1.0,5,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
34,M Vijay,N Madziva,AM Rahane,4,0,4,51,,27,15,0,-,2.0,5,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
35,M Vijay,N Madziva,AM Rahane,0,1,1,52,,27,16,0,wides,2.0,5,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
36,M Vijay,N Madziva,AM Rahane,4,0,4,56,,31,17,0,-,3.0,5,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
37,M Vijay,N Madziva,AM Rahane,1,0,1,57,,32,18,0,-,4.0,5,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
38,AM Rahane,N Madziva,M Vijay,0,0,0,57,,20,21,0,-,5.0,5,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
39,AM Rahane,N Madziva,M Vijay,0,1,1,58,,20,22,0,wides,5.0,5,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
40,AM Rahane,N Madziva,M Vijay,0,0,0,58,,20,23,0,-,6.0,5,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Medium
41,M Vijay,P Utseya,AM Rahane,1,0,1,59,,33,19,0,-,1.0,6,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
42,AM Rahane,P Utseya,M Vijay,1,0,1,60,,21,24,0,-,2.0,6,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
43,M Vijay,P Utseya,AM Rahane,1,0,1,61,,34,20,0,-,3.0,6,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
44,AM Rahane,P Utseya,M Vijay,2,0,2,63,,23,25,0,-,4.0,6,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
45,AM Rahane,P Utseya,M Vijay,1,0,1,64,,24,26,0,-,5.0,6,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
46,M Vijay,P Utseya,AM Rahane,0,0,0,64,,34,21,1,-,6.0,6,run out,M Vijay,Sikandar Raza,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
47,RV Uthappa,AG Cremer,AM Rahane,1,0,1,65,,1,1,1,-,1.0,7,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Legbreak
48,AM Rahane,AG Cremer,RV Uthappa,2,0,2,67,,26,27,1,-,2.0,7,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Legbreak
49,AM Rahane,AG Cremer,RV Uthappa,1,0,1,68,,27,28,1,-,3.0,7,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Legbreak
50,RV Uthappa,AG Cremer,AM Rahane,1,0,1,69,,2,2,1,-,4.0,7,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Legbreak
51,AM Rahane,AG Cremer,RV Uthappa,1,0,1,70,,28,29,1,-,5.0,7,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Legbreak
52,RV Uthappa,AG Cremer,AM Rahane,1,0,1,71,,3,3,1,-,6.0,7,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Legbreak
53,RV Uthappa,P Utseya,AM Rahane,1,0,1,72,,4,4,1,-,1.0,8,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
54,AM Rahane,P Utseya,RV Uthappa,2,0,2,74,,30,30,1,-,2.0,8,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
55,AM Rahane,P Utseya,RV Uthappa,0,0,0,74,,30,31,1,-,3.0,8,0,,,bat,India,1,Harare Sports Club,2015,07,Zimbabwe_India_2015-07-17,India,India,Zimbabwe,True,178,Right hand Bat,Right hand Bat,Right arm Offbreak
