,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Ahmed Shehzad,LL Tsotsobe,Nasir Jamshed,0,5,5,5,148,0,1,0,1,wides,1,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
1,Ahmed Shehzad,LL Tsotsobe,Nasir Jamshed,0,1,1,6,147,0,2,0,2,wides,1,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
2,Ahmed Shehzad,LL Tsotsobe,Nasir Jamshed,0,0,0,6,147,0,3,0,3,-,1,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
3,Ahmed Shehzad,LL Tsotsobe,Nasir Jamshed,1,0,1,7,146,1,4,0,4,-,1,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
4,Nasir Jamshed,LL Tsotsobe,Ahmed Shehzad,0,0,0,7,146,0,1,0,5,-,1,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
5,Nasir Jamshed,LL Tsotsobe,Ahmed Shehzad,0,0,0,7,146,0,2,0,6,-,1,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
6,Nasir Jamshed,LL Tsotsobe,Ahmed Shehzad,0,0,0,7,146,0,3,0,7,-,1,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
7,Nasir Jamshed,LL Tsotsobe,Ahmed Shehzad,2,0,2,9,144,2,4,0,8,-,1,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
8,Ahmed Shehzad,DW Steyn,Nasir Jamshed,4,0,4,13,140,5,5,0,1,-,2,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
9,Ahmed Shehzad,DW Steyn,Nasir Jamshed,0,0,0,13,140,5,6,0,2,-,2,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
10,Ahmed Shehzad,DW Steyn,Nasir Jamshed,0,0,0,13,140,5,7,0,3,-,2,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
11,Ahmed Shehzad,DW Steyn,Nasir Jamshed,0,0,0,13,140,5,8,0,4,-,2,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
12,Ahmed Shehzad,DW Steyn,Nasir Jamshed,0,0,0,13,140,5,9,0,5,-,2,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
13,Ahmed Shehzad,DW Steyn,Nasir Jamshed,4,0,4,17,136,9,10,0,6,-,2,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
14,Nasir Jamshed,LL Tsotsobe,Ahmed Shehzad,0,0,0,17,136,2,5,0,1,-,3,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
15,Nasir Jamshed,LL Tsotsobe,Ahmed Shehzad,1,0,1,18,135,3,6,0,2,-,3,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
16,Ahmed Shehzad,LL Tsotsobe,Nasir Jamshed,0,0,0,18,135,9,11,1,3,-,3,bowled,Ahmed Shehzad,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
17,Mohammad Hafeez,LL Tsotsobe,Nasir Jamshed,0,0,0,18,135,0,1,1,4,-,3,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
18,Mohammad Hafeez,LL Tsotsobe,Nasir Jamshed,0,0,0,18,135,0,2,1,5,-,3,0,,,field,Pakistan,2,New Wanderers Stadium,2013,11,South Africa_Pakistan_2013-11-20,South Africa,Pakistan,South Africa,60
