,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
12,SK Raina,CJ Dala,S Dhawan,0,0,0,22,166,8,3,1,6,-,2,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
13,S Dhawan,JP Duminy,SK Raina,1,0,1,23,165,3,3,1,1,-,3,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
14,SK Raina,JP Duminy,S Dhawan,4,0,4,27,161,12,4,1,2,-,3,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
15,SK Raina,JP Duminy,S Dhawan,1,0,1,28,160,13,5,1,3,-,3,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
16,S Dhawan,JP Duminy,SK Raina,0,0,0,28,160,3,4,1,4,-,3,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
17,S Dhawan,JP Duminy,SK Raina,1,0,1,29,159,4,5,1,5,-,3,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
18,SK Raina,JP Duminy,S Dhawan,0,1,1,30,158,13,6,1,6,legbyes,3,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
19,SK Raina,CJ Dala,S Dhawan,0,0,0,30,158,13,7,1,1,-,4,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
20,SK Raina,CJ Dala,S Dhawan,1,0,1,31,157,14,8,1,2,-,4,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
21,S Dhawan,CJ Dala,SK Raina,0,0,0,31,157,4,6,1,3,-,4,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
22,S Dhawan,CJ Dala,SK Raina,2,0,2,33,155,6,7,1,4,-,4,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
23,S Dhawan,CJ Dala,SK Raina,2,0,2,35,153,8,8,1,5,-,4,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
24,S Dhawan,CJ Dala,SK Raina,0,0,0,35,153,8,9,1,6,-,4,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
25,SK Raina,AL Phehlukwayo,S Dhawan,4,0,4,39,149,18,9,1,1,-,5,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
26,SK Raina,AL Phehlukwayo,S Dhawan,4,0,4,43,145,22,10,1,2,-,5,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
27,SK Raina,AL Phehlukwayo,S Dhawan,1,0,1,44,144,23,11,1,3,-,5,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
28,S Dhawan,AL Phehlukwayo,SK Raina,1,0,1,45,143,9,10,1,4,-,5,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
29,SK Raina,AL Phehlukwayo,S Dhawan,0,1,1,46,142,23,12,1,5,wides,5,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
30,SK Raina,AL Phehlukwayo,S Dhawan,0,0,0,46,142,23,13,1,6,-,5,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
31,SK Raina,AL Phehlukwayo,S Dhawan,1,0,1,47,141,24,14,1,7,-,5,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
32,SK Raina,CH Morris,S Dhawan,2,0,2,49,139,26,15,1,1,-,6,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
33,SK Raina,CH Morris,S Dhawan,4,0,4,53,135,30,16,1,2,-,6,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
34,SK Raina,CH Morris,S Dhawan,1,0,1,54,134,31,17,1,3,-,6,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
35,S Dhawan,CH Morris,SK Raina,1,0,1,55,133,10,11,1,4,-,6,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
36,SK Raina,CH Morris,S Dhawan,1,0,1,56,132,32,18,1,5,-,6,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
37,S Dhawan,CH Morris,SK Raina,1,0,1,57,131,11,12,1,6,-,6,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
38,S Dhawan,JP Duminy,SK Raina,0,0,0,57,131,11,13,1,1,-,7,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
39,S Dhawan,JP Duminy,SK Raina,1,0,1,58,130,12,14,1,2,-,7,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
40,SK Raina,JP Duminy,S Dhawan,1,0,1,59,129,33,19,1,3,-,7,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
41,S Dhawan,JP Duminy,SK Raina,0,0,0,59,129,12,15,1,4,-,7,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
42,S Dhawan,JP Duminy,SK Raina,2,0,2,61,127,14,16,1,5,-,7,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
43,S Dhawan,JP Duminy,SK Raina,1,0,1,62,126,15,17,1,6,-,7,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
44,S Dhawan,T Shamsi,SK Raina,1,0,1,63,125,16,18,1,1,-,8,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
45,SK Raina,T Shamsi,S Dhawan,0,0,0,63,125,33,20,1,2,-,8,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
46,SK Raina,T Shamsi,S Dhawan,0,0,0,63,125,33,21,1,3,-,8,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
47,SK Raina,T Shamsi,S Dhawan,1,0,1,64,124,34,22,1,4,-,8,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
48,S Dhawan,T Shamsi,SK Raina,0,0,0,64,124,16,19,1,5,-,8,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
49,S Dhawan,T Shamsi,SK Raina,1,0,1,65,123,17,20,1,6,-,8,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
50,S Dhawan,JP Duminy,SK Raina,1,0,1,66,122,18,21,1,1,-,9,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
51,SK Raina,JP Duminy,S Dhawan,1,0,1,67,121,35,23,1,2,-,9,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
52,S Dhawan,JP Duminy,SK Raina,1,0,1,68,120,19,22,1,3,-,9,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
53,SK Raina,JP Duminy,S Dhawan,4,0,4,72,116,39,24,1,4,-,9,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
54,SK Raina,JP Duminy,S Dhawan,2,0,2,74,114,41,25,1,5,-,9,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
55,SK Raina,JP Duminy,S Dhawan,1,0,1,75,113,42,26,1,6,-,9,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
56,SK Raina,T Shamsi,S Dhawan,1,0,1,76,112,43,27,1,1,-,10,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
57,S Dhawan,T Shamsi,SK Raina,2,0,2,78,110,21,23,1,2,-,10,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
58,S Dhawan,T Shamsi,SK Raina,1,0,1,79,109,22,24,1,3,-,10,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
59,SK Raina,T Shamsi,S Dhawan,0,0,0,79,109,43,28,2,4,-,10,caught,SK Raina,F Behardien,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
60,MK Pandey,T Shamsi,S Dhawan,1,0,1,80,108,1,1,2,5,-,10,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
61,S Dhawan,T Shamsi,MK Pandey,1,0,1,81,107,23,25,2,6,-,10,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
62,S Dhawan,AM Phangiso,MK Pandey,1,0,1,82,106,24,26,2,1,-,11,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
63,MK Pandey,AM Phangiso,S Dhawan,1,0,1,83,105,2,2,2,2,-,11,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
64,S Dhawan,AM Phangiso,MK Pandey,0,0,0,83,105,24,27,2,3,-,11,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
65,S Dhawan,AM Phangiso,MK Pandey,1,0,1,84,104,25,28,2,4,-,11,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
66,MK Pandey,AM Phangiso,S Dhawan,0,0,0,84,104,2,3,2,5,-,11,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
67,MK Pandey,AM Phangiso,S Dhawan,1,0,1,85,103,3,4,2,6,-,11,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
68,MK Pandey,T Shamsi,S Dhawan,6,0,6,91,97,9,5,2,1,-,12,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
69,MK Pandey,T Shamsi,S Dhawan,1,0,1,92,96,10,6,2,2,-,12,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
70,S Dhawan,T Shamsi,MK Pandey,4,0,4,96,92,29,29,2,3,-,12,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
71,S Dhawan,T Shamsi,MK Pandey,1,0,1,97,91,30,30,2,4,-,12,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
72,MK Pandey,T Shamsi,S Dhawan,1,0,1,98,90,11,7,2,5,-,12,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
73,S Dhawan,T Shamsi,MK Pandey,4,0,4,102,86,34,31,2,6,-,12,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
74,MK Pandey,AM Phangiso,S Dhawan,1,0,1,103,85,12,8,2,1,-,13,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
75,S Dhawan,AM Phangiso,MK Pandey,0,0,0,103,85,34,32,2,2,-,13,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
76,S Dhawan,AM Phangiso,MK Pandey,2,0,2,105,83,36,33,2,3,-,13,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
77,S Dhawan,AM Phangiso,MK Pandey,4,0,4,109,79,40,34,2,4,-,13,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
78,S Dhawan,AM Phangiso,MK Pandey,1,0,1,110,78,41,35,2,5,-,13,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
79,MK Pandey,AM Phangiso,S Dhawan,1,0,1,111,77,13,9,2,6,-,13,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
80,MK Pandey,CJ Dala,S Dhawan,0,0,0,111,77,13,10,3,1,-,14,caught,MK Pandey,DA Miller,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
81,S Dhawan,CJ Dala,HH Pandya,2,0,2,113,75,43,36,3,2,-,14,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
82,S Dhawan,CJ Dala,HH Pandya,1,0,1,114,74,44,37,3,3,-,14,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
83,HH Pandya,CJ Dala,S Dhawan,1,0,1,115,73,1,1,3,4,-,14,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
84,S Dhawan,CJ Dala,HH Pandya,1,0,1,116,72,45,38,3,5,-,14,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
85,HH Pandya,CJ Dala,S Dhawan,1,0,1,117,71,2,2,3,6,-,14,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
86,HH Pandya,AL Phehlukwayo,S Dhawan,0,1,1,118,70,2,3,3,1,wides,15,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
87,HH Pandya,AL Phehlukwayo,S Dhawan,2,0,2,120,68,4,4,3,2,-,15,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
88,HH Pandya,AL Phehlukwayo,S Dhawan,2,0,2,122,66,6,5,3,3,-,15,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
89,HH Pandya,AL Phehlukwayo,S Dhawan,0,0,0,122,66,6,6,3,4,-,15,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
90,HH Pandya,AL Phehlukwayo,S Dhawan,0,0,0,122,66,6,7,3,5,-,15,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
91,HH Pandya,AL Phehlukwayo,S Dhawan,1,0,1,123,65,7,8,3,6,-,15,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
92,S Dhawan,AL Phehlukwayo,HH Pandya,0,1,1,124,64,45,39,3,7,wides,15,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
93,S Dhawan,AL Phehlukwayo,HH Pandya,1,0,1,125,63,46,40,3,8,-,15,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
94,S Dhawan,T Shamsi,HH Pandya,1,0,1,126,62,47,41,4,1,-,16,run out,S Dhawan,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
95,MS Dhoni,T Shamsi,HH Pandya,0,0,0,126,62,0,1,4,2,-,16,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
96,MS Dhoni,T Shamsi,HH Pandya,1,0,1,127,61,1,2,4,3,-,16,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
97,HH Pandya,T Shamsi,MS Dhoni,1,0,1,128,60,8,9,4,4,-,16,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
98,MS Dhoni,T Shamsi,HH Pandya,1,0,1,129,59,2,3,4,5,-,16,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
99,HH Pandya,T Shamsi,MS Dhoni,1,0,1,130,58,9,10,4,6,-,16,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
100,HH Pandya,AL Phehlukwayo,MS Dhoni,1,0,1,131,57,10,11,4,1,-,17,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
101,MS Dhoni,AL Phehlukwayo,HH Pandya,1,0,1,132,56,3,4,4,2,-,17,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
102,HH Pandya,AL Phehlukwayo,MS Dhoni,2,0,2,134,54,12,12,4,3,-,17,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
103,HH Pandya,AL Phehlukwayo,MS Dhoni,0,0,0,134,54,12,13,4,4,-,17,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
104,HH Pandya,AL Phehlukwayo,MS Dhoni,1,0,1,135,53,13,14,4,5,-,17,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
105,MS Dhoni,AL Phehlukwayo,HH Pandya,1,0,1,136,52,4,5,4,6,-,17,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
106,MS Dhoni,CH Morris,HH Pandya,2,0,2,138,50,6,6,4,1,-,18,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
107,MS Dhoni,CH Morris,HH Pandya,1,0,1,139,49,7,7,4,2,-,18,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
108,HH Pandya,CH Morris,MS Dhoni,6,0,6,145,43,19,15,4,3,-,18,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
109,HH Pandya,CH Morris,MS Dhoni,1,0,1,146,42,20,16,4,4,-,18,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
110,MS Dhoni,CH Morris,HH Pandya,0,0,0,146,42,7,8,4,5,-,18,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
111,MS Dhoni,CH Morris,HH Pandya,1,0,1,147,41,8,9,4,6,-,18,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
112,MS Dhoni,CJ Dala,HH Pandya,4,0,4,151,37,12,10,4,1,-,19,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
113,MS Dhoni,CJ Dala,HH Pandya,0,0,0,151,37,12,11,5,2,-,19,caught,MS Dhoni,DA Miller,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
114,HH Pandya,CJ Dala,KD Karthik,0,1,1,152,36,20,17,5,3,wides,19,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
115,HH Pandya,CJ Dala,KD Karthik,1,0,1,153,35,21,18,5,4,-,19,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
116,KD Karthik,CJ Dala,HH Pandya,4,0,4,157,31,4,1,5,5,-,19,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
117,KD Karthik,CJ Dala,HH Pandya,4,0,4,161,27,8,2,5,6,-,19,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
118,KD Karthik,CJ Dala,HH Pandya,1,0,1,162,26,9,3,5,7,-,19,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
119,KD Karthik,CH Morris,HH Pandya,0,1,1,163,25,9,4,5,1,legbyes,20,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
120,HH Pandya,CH Morris,KD Karthik,0,0,0,163,25,21,19,6,2,-,20,caught,HH Pandya,H Klaasen,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
121,KD Karthik,CH Morris,AR Patel,4,0,4,167,21,13,5,6,3,-,20,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
122,KD Karthik,CH Morris,AR Patel,0,1,1,168,20,13,6,6,4,wides,20,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
123,KD Karthik,CH Morris,AR Patel,0,0,0,168,20,13,7,7,5,-,20,lbw,KD Karthik,,"{'by': 'India', 'umpire': 'BP Jele', 'batter': 'KD Karthik', 'decision': 'struck down'}",field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
124,B Kumar,CH Morris,AR Patel,3,0,3,171,17,3,1,7,6,-,20,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
125,AR Patel,CH Morris,B Kumar,1,0,1,172,16,1,1,7,7,-,20,0,,,,field,South Africa,1,Newlands,2018,02,India_South Africa_2018-02-24,India,India,South Africa,172
