,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,CJ Chibhabha,JD Unadkat,H Masakadza,0,0,0,0,,0,1,0,-,1.0,0,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
1,CJ Chibhabha,JD Unadkat,H Masakadza,0,0,0,0,,0,2,0,-,2.0,0,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
2,CJ Chibhabha,JD Unadkat,H Masakadza,0,0,0,0,,0,3,0,-,3.0,0,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
3,CJ Chibhabha,JD Unadkat,H Masakadza,1,0,1,1,,1,4,0,-,4.0,0,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
4,H Masakadza,JD Unadkat,CJ Chibhabha,0,0,0,1,,0,1,0,-,5.0,0,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
5,H Masakadza,JD Unadkat,CJ Chibhabha,0,1,1,2,,0,2,0,legbyes,6.0,0,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
6,H Masakadza,R Dhawan,CJ Chibhabha,0,0,0,2,,0,3,0,-,1.0,1,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
7,H Masakadza,R Dhawan,CJ Chibhabha,6,0,6,8,,6,4,0,-,2.0,1,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
8,H Masakadza,R Dhawan,CJ Chibhabha,0,0,0,8,,6,5,0,-,3.0,1,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
9,H Masakadza,R Dhawan,CJ Chibhabha,1,0,1,9,,7,6,0,-,4.0,1,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
10,CJ Chibhabha,R Dhawan,H Masakadza,1,0,1,10,,2,5,0,-,5.0,1,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
11,H Masakadza,R Dhawan,CJ Chibhabha,4,0,4,14,,11,7,0,-,6.0,1,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
12,CJ Chibhabha,JJ Bumrah,H Masakadza,0,0,0,14,,2,6,0,-,1.0,2,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
13,CJ Chibhabha,JJ Bumrah,H Masakadza,4,0,4,18,,6,7,0,-,2.0,2,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
14,CJ Chibhabha,JJ Bumrah,H Masakadza,0,0,0,18,,6,8,0,-,3.0,2,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
15,CJ Chibhabha,JJ Bumrah,H Masakadza,0,0,0,18,,6,9,0,-,4.0,2,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
16,CJ Chibhabha,JJ Bumrah,H Masakadza,1,0,1,19,,7,10,0,-,5.0,2,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
17,H Masakadza,JJ Bumrah,CJ Chibhabha,1,0,1,20,,12,8,0,-,6.0,2,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
18,H Masakadza,JD Unadkat,CJ Chibhabha,6,0,6,26,,18,9,0,-,1.0,3,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
19,H Masakadza,JD Unadkat,CJ Chibhabha,0,0,0,26,,18,10,0,-,2.0,3,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
20,H Masakadza,JD Unadkat,CJ Chibhabha,6,0,6,32,,24,11,0,-,3.0,3,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
21,H Masakadza,JD Unadkat,CJ Chibhabha,1,0,1,33,,25,12,0,-,4.0,3,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
22,CJ Chibhabha,JD Unadkat,H Masakadza,0,0,0,33,,7,11,0,-,5.0,3,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
23,CJ Chibhabha,JD Unadkat,H Masakadza,0,0,0,33,,7,12,0,-,6.0,3,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
24,H Masakadza,JJ Bumrah,CJ Chibhabha,0,0,0,33,,25,13,0,-,1.0,4,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
25,H Masakadza,JJ Bumrah,CJ Chibhabha,0,0,0,33,,25,14,0,-,2.0,4,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
26,H Masakadza,JJ Bumrah,CJ Chibhabha,0,0,0,33,,25,15,1,-,3.0,4,caught,H Masakadza,MS Dhoni,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
27,R Mutumbami,JJ Bumrah,CJ Chibhabha,0,0,0,33,,0,1,1,-,4.0,4,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
28,R Mutumbami,JJ Bumrah,CJ Chibhabha,0,0,0,33,,0,2,1,-,5.0,4,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
29,R Mutumbami,JJ Bumrah,CJ Chibhabha,0,0,0,33,,0,3,1,-,6.0,4,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
30,CJ Chibhabha,JD Unadkat,R Mutumbami,1,0,1,34,,8,13,1,-,1.0,5,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
31,R Mutumbami,JD Unadkat,CJ Chibhabha,0,0,0,34,,0,4,2,-,2.0,5,retired hurt,R Mutumbami,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
32,Sikandar Raza,JD Unadkat,CJ Chibhabha,1,0,1,35,,1,1,2,-,3.0,5,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
33,CJ Chibhabha,JD Unadkat,Sikandar Raza,1,0,1,36,,9,14,2,-,4.0,5,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
34,Sikandar Raza,JD Unadkat,CJ Chibhabha,1,0,1,37,,2,2,2,-,5.0,5,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
35,CJ Chibhabha,JD Unadkat,Sikandar Raza,4,0,4,41,,13,15,2,-,6.0,5,0,,,field,India,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-18,Zimbabwe,Zimbabwe,India,True,170
