,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
68,GJ Bailey,NLTC Perera,SE Marsh,1,0,1,77,25,26,3,12,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
69,SE Marsh,NLTC Perera,GJ Bailey,0,0,0,77,36,32,4,12,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
70,SE Marsh,NLTC Perera,GJ Bailey,1,0,1,78,37,33,5,12,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
71,GJ Bailey,NLTC Perera,SE Marsh,1,0,1,79,26,27,6,12,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
72,GJ Bailey,KMDN Kulasekara,SE Marsh,4,0,4,83,30,28,1,13,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
73,GJ Bailey,KMDN Kulasekara,SE Marsh,0,1,1,84,30,29,2,13,0,,,wides,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
74,GJ Bailey,KMDN Kulasekara,SE Marsh,1,0,1,85,31,30,3,13,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
75,SE Marsh,KMDN Kulasekara,GJ Bailey,1,0,1,86,38,34,4,13,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
76,GJ Bailey,KMDN Kulasekara,SE Marsh,1,0,1,87,32,31,5,13,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
77,SE Marsh,KMDN Kulasekara,GJ Bailey,0,0,0,87,38,35,6,13,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
78,SE Marsh,KMDN Kulasekara,GJ Bailey,1,0,1,88,39,36,7,13,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
79,SE Marsh,SL Malinga,GJ Bailey,1,0,1,89,40,37,1,14,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
80,GJ Bailey,SL Malinga,SE Marsh,4,0,4,93,36,32,2,14,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
81,GJ Bailey,SL Malinga,SE Marsh,4,0,4,97,40,33,3,14,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
82,GJ Bailey,SL Malinga,SE Marsh,2,0,2,99,42,34,4,14,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
83,GJ Bailey,SL Malinga,SE Marsh,1,0,1,100,43,35,5,14,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
84,SE Marsh,SL Malinga,GJ Bailey,4,0,4,104,44,38,6,14,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
85,GJ Bailey,NLTC Perera,SE Marsh,2,0,2,106,45,36,1,15,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
86,GJ Bailey,NLTC Perera,SE Marsh,0,0,0,106,45,37,2,15,caught,GJ Bailey,MDKJ Perera,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
87,SE Marsh,NLTC Perera,GJ Maxwell,2,1,3,109,46,39,3,15,0,,,noballs,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
88,SE Marsh,NLTC Perera,GJ Maxwell,1,0,1,110,47,40,4,15,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
89,GJ Maxwell,NLTC Perera,SE Marsh,4,0,4,114,4,1,5,15,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
90,GJ Maxwell,NLTC Perera,SE Marsh,4,0,4,118,8,2,6,15,0,,,-,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
91,GJ Maxwell,NLTC Perera,SE Marsh,0,1,1,119,8,3,7,15,0,,,byes,field,Australia,2,Melbourne Cricket Ground,2013-01-28,Australia,Sri Lanka
