,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,AJ Finch,K Santokie,DA Warner,0,0,0,0,,0,1,0,1,-,0,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
1,AJ Finch,K Santokie,DA Warner,1,0,1,1,,1,2,0,2,-,0,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
2,DA Warner,K Santokie,AJ Finch,1,0,1,2,,1,1,0,3,-,0,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
3,AJ Finch,K Santokie,DA Warner,1,0,1,3,,2,3,0,4,-,0,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
4,DA Warner,K Santokie,AJ Finch,0,1,1,4,,1,2,0,5,byes,0,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
5,AJ Finch,K Santokie,DA Warner,0,0,0,4,,2,4,0,6,-,0,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
6,DA Warner,S Badree,AJ Finch,1,0,1,5,,2,3,0,1,-,1,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
7,AJ Finch,S Badree,DA Warner,0,0,0,5,,2,5,0,2,-,1,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
8,AJ Finch,S Badree,DA Warner,0,0,0,5,,2,6,0,3,-,1,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
9,AJ Finch,S Badree,DA Warner,6,0,6,11,,8,7,0,4,-,1,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
10,AJ Finch,S Badree,DA Warner,4,0,4,15,,12,8,0,5,-,1,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
11,AJ Finch,S Badree,DA Warner,4,0,4,19,,16,9,0,6,-,1,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
12,DA Warner,K Santokie,AJ Finch,4,0,4,23,,6,4,0,1,-,2,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
13,DA Warner,K Santokie,AJ Finch,0,0,0,23,,6,5,0,2,-,2,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
14,DA Warner,K Santokie,AJ Finch,4,0,4,27,,10,6,0,3,-,2,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
15,DA Warner,K Santokie,AJ Finch,0,0,0,27,,10,7,0,4,-,2,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
16,DA Warner,K Santokie,AJ Finch,1,0,1,28,,11,8,0,5,-,2,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
17,AJ Finch,K Santokie,DA Warner,0,0,0,28,,16,10,0,6,-,2,0,,,bat,Australia,1,Shere Bangla National Stadium,2014,03,Australia_West Indies_2014-03-28,West Indies,Australia,West Indies,False,178
