,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
24,Q de Kock,Nasir Hossain,F du Plessis,0,0,0,31,12,9,7,caught,Q de Kock,Liton Das,4,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
25,F du Plessis,Shakib Al Hasan,JP Duminy,1,0,1,32,17,11,1,0,,,5,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
26,JP Duminy,Shakib Al Hasan,F du Plessis,1,0,1,33,1,1,2,0,,,5,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
27,F du Plessis,Shakib Al Hasan,JP Duminy,0,0,0,33,17,12,3,0,,,5,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
28,F du Plessis,Shakib Al Hasan,JP Duminy,1,0,1,34,18,13,4,0,,,5,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
29,JP Duminy,Shakib Al Hasan,F du Plessis,0,0,0,34,1,2,5,0,,,5,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
30,JP Duminy,Shakib Al Hasan,F du Plessis,1,0,1,35,2,3,6,0,,,5,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
31,JP Duminy,Mustafizur Rahman,F du Plessis,1,0,1,36,3,4,1,0,,,6,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
32,F du Plessis,Mustafizur Rahman,JP Duminy,0,0,0,36,18,14,2,0,,,6,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
33,F du Plessis,Mustafizur Rahman,JP Duminy,0,0,0,36,18,15,3,0,,,6,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
34,F du Plessis,Mustafizur Rahman,JP Duminy,1,0,1,37,19,16,4,0,,,6,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
35,JP Duminy,Mustafizur Rahman,F du Plessis,0,0,0,37,3,5,5,0,,,6,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
36,JP Duminy,Mustafizur Rahman,F du Plessis,0,0,0,37,3,6,6,0,,,6,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
37,F du Plessis,Shakib Al Hasan,JP Duminy,1,0,1,38,20,17,1,0,,,7,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
38,JP Duminy,Shakib Al Hasan,F du Plessis,4,0,4,42,7,7,2,0,,,7,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
39,JP Duminy,Shakib Al Hasan,F du Plessis,0,0,0,42,7,8,3,0,,,7,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
40,JP Duminy,Shakib Al Hasan,F du Plessis,1,0,1,43,8,9,4,0,,,7,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
41,F du Plessis,Shakib Al Hasan,JP Duminy,1,0,1,44,21,18,5,0,,,7,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
42,JP Duminy,Shakib Al Hasan,F du Plessis,1,0,1,45,9,10,6,0,,,7,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
43,JP Duminy,Sohag Gazi,F du Plessis,1,0,1,46,10,11,1,0,,,8,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
44,F du Plessis,Sohag Gazi,JP Duminy,4,0,4,50,25,19,2,0,,,8,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
45,F du Plessis,Sohag Gazi,JP Duminy,1,0,1,51,26,20,3,0,,,8,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
46,JP Duminy,Sohag Gazi,F du Plessis,0,0,0,51,10,12,4,0,,,8,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
47,JP Duminy,Sohag Gazi,F du Plessis,1,0,1,52,11,13,5,0,,,8,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
48,F du Plessis,Sohag Gazi,JP Duminy,1,0,1,53,27,21,6,0,,,8,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
49,F du Plessis,Mashrafe Mortaza,JP Duminy,1,0,1,54,28,22,1,0,,,9,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
50,JP Duminy,Mashrafe Mortaza,F du Plessis,1,0,1,55,12,14,2,0,,,9,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
51,F du Plessis,Mashrafe Mortaza,JP Duminy,1,0,1,56,29,23,3,0,,,9,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
52,JP Duminy,Mashrafe Mortaza,F du Plessis,1,0,1,57,13,15,4,0,,,9,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
53,F du Plessis,Mashrafe Mortaza,JP Duminy,4,0,4,61,33,24,5,0,,,9,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
54,F du Plessis,Mashrafe Mortaza,JP Duminy,1,0,1,62,34,25,6,0,,,9,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
55,F du Plessis,Sohag Gazi,JP Duminy,1,0,1,63,35,26,1,0,,,10,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
56,JP Duminy,Sohag Gazi,F du Plessis,1,0,1,64,14,16,2,0,,,10,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
57,F du Plessis,Sohag Gazi,JP Duminy,0,0,0,64,35,27,3,0,,,10,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
58,F du Plessis,Sohag Gazi,JP Duminy,1,0,1,65,36,28,4,0,,,10,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
59,JP Duminy,Sohag Gazi,F du Plessis,1,0,1,66,15,17,5,0,,,10,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
60,F du Plessis,Sohag Gazi,JP Duminy,4,0,4,70,40,29,6,0,,,10,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
61,JP Duminy,Mashrafe Mortaza,F du Plessis,0,0,0,70,15,18,1,0,,,11,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
62,JP Duminy,Mashrafe Mortaza,F du Plessis,2,0,2,72,17,19,2,0,,,11,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
63,JP Duminy,Mashrafe Mortaza,F du Plessis,0,0,0,72,17,20,3,0,,,11,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
64,JP Duminy,Mashrafe Mortaza,F du Plessis,1,0,1,73,18,21,4,0,,,11,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
65,F du Plessis,Mashrafe Mortaza,JP Duminy,2,0,2,75,42,30,5,0,,,11,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
66,F du Plessis,Mashrafe Mortaza,JP Duminy,1,0,1,76,43,31,6,0,,,11,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
67,F du Plessis,Arafat Sunny,JP Duminy,1,0,1,77,44,32,1,0,,,12,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
68,JP Duminy,Arafat Sunny,F du Plessis,0,0,0,77,18,22,2,caught,JP Duminy,Nasir Hossain,12,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
69,F du Plessis,Arafat Sunny,DA Miller,4,0,4,81,48,33,3,0,,,12,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
70,F du Plessis,Arafat Sunny,DA Miller,1,0,1,82,49,34,4,0,,,12,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
71,DA Miller,Arafat Sunny,F du Plessis,1,0,1,83,1,1,5,0,,,12,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
72,F du Plessis,Arafat Sunny,DA Miller,1,0,1,84,50,35,6,0,,,12,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
73,F du Plessis,Mashrafe Mortaza,DA Miller,0,0,0,84,50,36,1,0,,,13,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
74,F du Plessis,Mashrafe Mortaza,DA Miller,0,0,0,84,50,37,2,0,,,13,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
75,F du Plessis,Mashrafe Mortaza,DA Miller,2,0,2,86,52,38,3,0,,,13,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
76,F du Plessis,Mashrafe Mortaza,DA Miller,2,0,2,88,54,39,4,0,,,13,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
77,F du Plessis,Mashrafe Mortaza,DA Miller,1,0,1,89,55,40,5,0,,,13,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
78,DA Miller,Mashrafe Mortaza,F du Plessis,0,0,0,89,1,2,6,0,,,13,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
79,F du Plessis,Shakib Al Hasan,DA Miller,1,0,1,90,56,41,1,0,,,14,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
80,DA Miller,Shakib Al Hasan,F du Plessis,0,0,0,90,1,3,2,lbw,DA Miller,,14,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
81,RR Rossouw,Shakib Al Hasan,F du Plessis,1,0,1,91,1,1,3,0,,,14,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
82,F du Plessis,Shakib Al Hasan,RR Rossouw,0,0,0,91,56,42,4,0,,,14,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
83,F du Plessis,Shakib Al Hasan,RR Rossouw,1,0,1,92,57,43,5,0,,,14,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
84,RR Rossouw,Shakib Al Hasan,F du Plessis,4,0,4,96,5,2,6,0,,,14,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
85,F du Plessis,Mustafizur Rahman,RR Rossouw,0,0,0,96,57,44,1,0,,,15,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
86,F du Plessis,Mustafizur Rahman,RR Rossouw,0,0,0,96,57,45,2,0,,,15,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
87,F du Plessis,Mustafizur Rahman,RR Rossouw,1,1,2,98,58,46,3,0,,,15,{'noballs': 1},noballs,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
88,RR Rossouw,Mustafizur Rahman,F du Plessis,1,0,1,99,6,3,4,0,,,15,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
89,F du Plessis,Mustafizur Rahman,RR Rossouw,1,0,1,100,59,47,5,0,,,15,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
90,RR Rossouw,Mustafizur Rahman,F du Plessis,0,1,1,101,6,4,6,0,,,15,{'legbyes': 1},legbyes,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
91,F du Plessis,Mustafizur Rahman,RR Rossouw,4,0,4,105,63,48,7,0,,,15,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
92,RR Rossouw,Nasir Hossain,F du Plessis,0,0,0,105,6,5,1,0,,,16,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
93,RR Rossouw,Nasir Hossain,F du Plessis,0,0,0,105,6,6,2,0,,,16,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
94,RR Rossouw,Nasir Hossain,F du Plessis,1,0,1,106,7,7,3,0,,,16,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
95,F du Plessis,Nasir Hossain,RR Rossouw,0,1,1,107,63,49,4,0,,,16,{'wides': 1},wides,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
96,F du Plessis,Nasir Hossain,RR Rossouw,1,0,1,108,64,50,5,0,,,16,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
97,RR Rossouw,Nasir Hossain,F du Plessis,0,0,0,108,7,8,6,0,,,16,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
98,RR Rossouw,Nasir Hossain,F du Plessis,1,0,1,109,8,9,7,0,,,16,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
99,RR Rossouw,Mustafizur Rahman,F du Plessis,2,0,2,111,10,10,1,0,,,17,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
100,RR Rossouw,Mustafizur Rahman,F du Plessis,1,0,1,112,11,11,2,0,,,17,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
101,F du Plessis,Mustafizur Rahman,RR Rossouw,2,0,2,114,66,51,3,0,,,17,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
102,F du Plessis,Mustafizur Rahman,RR Rossouw,1,0,1,115,67,52,4,0,,,17,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
103,RR Rossouw,Mustafizur Rahman,F du Plessis,0,1,1,116,11,12,5,0,,,17,{'legbyes': 1},legbyes,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
104,F du Plessis,Mustafizur Rahman,RR Rossouw,1,0,1,117,68,53,6,0,,,17,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
105,F du Plessis,Nasir Hossain,RR Rossouw,0,0,0,117,68,54,1,0,,,18,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
106,F du Plessis,Nasir Hossain,RR Rossouw,2,0,2,119,70,55,2,0,,,18,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
107,F du Plessis,Nasir Hossain,RR Rossouw,1,0,1,120,71,56,3,0,,,18,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
108,RR Rossouw,Nasir Hossain,F du Plessis,6,0,6,126,17,13,4,0,,,18,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
109,RR Rossouw,Nasir Hossain,F du Plessis,0,0,0,126,17,14,5,0,,,18,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
110,RR Rossouw,Nasir Hossain,F du Plessis,4,0,4,130,21,15,6,0,,,18,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
111,F du Plessis,Mustafizur Rahman,RR Rossouw,1,0,1,131,72,57,1,0,,,19,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
112,RR Rossouw,Mustafizur Rahman,F du Plessis,1,0,1,132,22,16,2,0,,,19,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
113,F du Plessis,Mustafizur Rahman,RR Rossouw,2,0,2,134,74,58,3,0,,,19,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
114,F du Plessis,Mustafizur Rahman,RR Rossouw,2,0,2,136,76,59,4,0,,,19,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
115,F du Plessis,Mustafizur Rahman,RR Rossouw,1,0,1,137,77,60,5,0,,,19,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
116,RR Rossouw,Mustafizur Rahman,F du Plessis,6,0,6,143,28,17,6,0,,,19,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
117,F du Plessis,Shakib Al Hasan,RR Rossouw,1,0,1,144,78,61,1,0,,,20,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
118,RR Rossouw,Shakib Al Hasan,F du Plessis,2,0,2,146,30,18,2,0,,,20,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
119,RR Rossouw,Shakib Al Hasan,F du Plessis,1,0,1,147,31,19,3,0,,,20,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
120,F du Plessis,Shakib Al Hasan,RR Rossouw,1,0,1,148,79,62,4,0,,,20,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
121,RR Rossouw,Shakib Al Hasan,F du Plessis,0,0,0,148,31,20,5,0,,,20,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
122,RR Rossouw,Shakib Al Hasan,F du Plessis,0,0,0,148,31,21,6,0,,,20,,-,bat,South Africa,1,Shere Bangla National Stadium,2015-07-05,South Africa,Bangladesh
