,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
54,BRM Taylor,SR Clark,S Matsikenyeri,0,0,0,57,15,15,4,-,9,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
55,BRM Taylor,SR Clark,S Matsikenyeri,1,0,1,58,16,16,5,-,9,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
56,S Matsikenyeri,SR Clark,BRM Taylor,0,0,0,58,1,3,6,-,9,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
57,BRM Taylor,MG Johnson,S Matsikenyeri,1,0,1,59,17,17,1,-,10,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
58,S Matsikenyeri,MG Johnson,BRM Taylor,0,0,0,59,1,4,2,-,10,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
59,S Matsikenyeri,MG Johnson,BRM Taylor,1,0,1,60,2,5,3,-,10,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
60,BRM Taylor,MG Johnson,S Matsikenyeri,0,0,0,60,17,18,4,-,10,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
61,BRM Taylor,MG Johnson,S Matsikenyeri,4,0,4,64,21,19,5,-,10,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
62,BRM Taylor,MG Johnson,S Matsikenyeri,2,0,2,66,23,20,6,-,10,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
63,S Matsikenyeri,SR Clark,BRM Taylor,1,0,1,67,3,6,1,-,11,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
64,BRM Taylor,SR Clark,S Matsikenyeri,2,0,2,69,25,21,2,-,11,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
65,BRM Taylor,SR Clark,S Matsikenyeri,1,0,1,70,26,22,3,-,11,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
66,S Matsikenyeri,SR Clark,BRM Taylor,0,0,0,70,3,7,4,-,11,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
67,S Matsikenyeri,SR Clark,BRM Taylor,0,0,0,70,3,8,5,-,11,caught,S Matsikenyeri,AC Gilchrist,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
68,BRM Taylor,SR Clark,H Masakadza,1,0,1,71,27,23,6,-,11,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
69,BRM Taylor,A Symonds,H Masakadza,1,0,1,72,28,24,1,-,12,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
70,H Masakadza,A Symonds,BRM Taylor,1,0,1,73,1,1,2,-,12,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
71,BRM Taylor,A Symonds,H Masakadza,1,0,1,74,29,25,3,-,12,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
72,H Masakadza,A Symonds,BRM Taylor,0,0,0,74,1,2,4,-,12,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
73,H Masakadza,A Symonds,BRM Taylor,0,0,0,74,1,3,5,-,12,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
74,H Masakadza,A Symonds,BRM Taylor,1,0,1,75,2,4,6,-,12,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
75,H Masakadza,BJ Hodge,BRM Taylor,1,0,1,76,3,5,1,-,13,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
76,BRM Taylor,BJ Hodge,H Masakadza,0,0,0,76,29,26,2,-,13,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
77,BRM Taylor,BJ Hodge,H Masakadza,0,0,0,76,29,27,3,-,13,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
78,BRM Taylor,BJ Hodge,H Masakadza,0,0,0,76,29,28,4,-,13,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
79,BRM Taylor,BJ Hodge,H Masakadza,0,0,0,76,29,29,5,-,13,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
80,BRM Taylor,BJ Hodge,H Masakadza,4,0,4,80,33,30,6,-,13,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
81,H Masakadza,A Symonds,BRM Taylor,0,0,0,80,3,6,1,-,14,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
82,H Masakadza,A Symonds,BRM Taylor,1,0,1,81,4,7,2,-,14,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
83,BRM Taylor,A Symonds,H Masakadza,1,0,1,82,34,31,3,-,14,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
84,H Masakadza,A Symonds,BRM Taylor,0,0,0,82,4,8,4,-,14,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
85,H Masakadza,A Symonds,BRM Taylor,4,0,4,86,8,9,5,-,14,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
86,H Masakadza,A Symonds,BRM Taylor,1,0,1,87,9,10,6,-,14,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
87,H Masakadza,BJ Hodge,BRM Taylor,1,0,1,88,10,11,1,-,15,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
88,BRM Taylor,BJ Hodge,H Masakadza,6,0,6,94,40,32,2,-,15,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
89,BRM Taylor,BJ Hodge,H Masakadza,0,0,0,94,40,33,3,-,15,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
90,BRM Taylor,BJ Hodge,H Masakadza,1,0,1,95,41,34,4,-,15,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
91,H Masakadza,BJ Hodge,BRM Taylor,1,0,1,96,11,12,5,-,15,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
92,BRM Taylor,BJ Hodge,H Masakadza,6,0,6,102,47,35,6,-,15,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
93,H Masakadza,MG Johnson,BRM Taylor,0,0,0,102,11,13,1,-,16,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
94,H Masakadza,MG Johnson,BRM Taylor,1,0,1,103,12,14,2,-,16,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
95,BRM Taylor,MG Johnson,H Masakadza,1,0,1,104,48,36,3,-,16,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
96,H Masakadza,MG Johnson,BRM Taylor,2,0,2,106,14,15,4,-,16,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
97,H Masakadza,MG Johnson,BRM Taylor,4,0,4,110,18,16,5,-,16,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
98,H Masakadza,MG Johnson,BRM Taylor,0,0,0,110,18,17,6,-,16,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
99,BRM Taylor,B Lee,H Masakadza,1,0,1,111,49,37,1,-,17,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
100,H Masakadza,B Lee,BRM Taylor,1,0,1,112,19,18,2,-,17,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
101,BRM Taylor,B Lee,H Masakadza,1,0,1,113,50,38,3,-,17,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
102,H Masakadza,B Lee,BRM Taylor,0,0,0,113,19,19,4,-,17,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
103,H Masakadza,B Lee,BRM Taylor,2,0,2,115,21,20,5,-,17,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
104,H Masakadza,B Lee,BRM Taylor,1,0,1,116,22,21,6,-,17,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
105,H Masakadza,NW Bracken,BRM Taylor,1,0,1,117,23,22,1,-,18,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
106,BRM Taylor,NW Bracken,H Masakadza,1,0,1,118,51,39,2,-,18,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
107,H Masakadza,NW Bracken,BRM Taylor,2,0,2,120,25,23,3,-,18,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
108,H Masakadza,NW Bracken,BRM Taylor,0,0,0,120,25,24,4,-,18,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
109,H Masakadza,NW Bracken,BRM Taylor,0,0,0,120,25,25,5,-,18,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
110,H Masakadza,NW Bracken,BRM Taylor,1,0,1,121,26,26,6,-,18,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
111,H Masakadza,B Lee,BRM Taylor,1,0,1,122,27,27,1,-,19,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
112,BRM Taylor,B Lee,H Masakadza,1,0,1,123,52,40,2,-,19,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
113,H Masakadza,B Lee,BRM Taylor,0,0,0,123,27,28,3,-,19,lbw,H Masakadza,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
114,E Chigumbura,B Lee,BRM Taylor,1,0,1,124,1,1,4,-,19,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
115,BRM Taylor,B Lee,E Chigumbura,2,0,2,126,54,41,5,-,19,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
116,BRM Taylor,B Lee,E Chigumbura,1,0,1,127,55,42,6,-,19,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
117,BRM Taylor,NW Bracken,E Chigumbura,4,0,4,131,59,43,1,-,20,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
118,BRM Taylor,NW Bracken,E Chigumbura,1,0,1,132,60,44,2,-,20,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
119,E Chigumbura,NW Bracken,BRM Taylor,2,0,2,134,3,2,3,-,20,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
120,E Chigumbura,NW Bracken,BRM Taylor,1,0,1,135,4,3,4,-,20,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
121,BRM Taylor,NW Bracken,E Chigumbura,0,4,4,139,60,45,5,legbyes,20,0,,,bat,Australia,2,Newlands,2007-09-12,Zimbabwe,Zimbabwe,Australia
