,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,BB McCullum,AD Mathews,JD Ryder,0,0,0,0,135,0,1,0,1,0,,,1,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
1,BB McCullum,AD Mathews,JD Ryder,0,0,0,0,135,0,2,0,2,0,,,1,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
2,BB McCullum,AD Mathews,JD Ryder,0,0,0,0,135,0,3,0,3,0,,,1,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
3,BB McCullum,AD Mathews,JD Ryder,0,0,0,0,135,0,4,1,4,caught,BB McCullum,SL Malinga,1,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
4,MJ Guptill,AD Mathews,JD Ryder,0,0,0,0,135,0,1,1,5,0,,,1,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
5,MJ Guptill,AD Mathews,JD Ryder,0,0,0,0,135,0,2,1,6,0,,,1,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
6,JD Ryder,UWMBCA Welegedara,MJ Guptill,4,0,4,4,131,4,1,1,1,0,,,2,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
7,JD Ryder,UWMBCA Welegedara,MJ Guptill,1,0,1,5,130,5,2,1,2,0,,,2,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
8,MJ Guptill,UWMBCA Welegedara,JD Ryder,0,0,0,5,130,0,3,1,3,0,,,2,-,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
9,MJ Guptill,UWMBCA Welegedara,JD Ryder,0,1,1,6,129,0,4,1,4,0,,,2,wides,bat,Sri Lanka,2,Providence Stadium,2010,04,New Zealand_Sri Lanka_2010-04-30,New Zealand,New Zealand,Sri Lanka,139
