,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,JN Malan,Shaheen Shah Afridi,AK Markram,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Fast
1,JN Malan,Shaheen Shah Afridi,AK Markram,0,0,0,0,,0,2,0,-,2.0,0,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Fast
2,JN Malan,Shaheen Shah Afridi,AK Markram,0,0,0,0,,0,3,0,-,3.0,0,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Fast
3,JN Malan,Shaheen Shah Afridi,AK Markram,1,0,1,1,,1,4,0,-,4.0,0,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Fast
4,AK Markram,Shaheen Shah Afridi,JN Malan,0,0,0,1,,0,1,0,-,5.0,0,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Fast
5,AK Markram,Shaheen Shah Afridi,JN Malan,1,0,1,2,,1,2,0,-,6.0,0,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Fast
6,AK Markram,Mohammad Nawaz (3),JN Malan,0,0,0,2,,1,3,0,-,1.0,1,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Orthodox
7,AK Markram,Mohammad Nawaz (3),JN Malan,1,0,1,3,,2,4,0,-,2.0,1,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Orthodox
8,JN Malan,Mohammad Nawaz (3),AK Markram,1,0,1,4,,2,5,0,-,3.0,1,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Orthodox
9,AK Markram,Mohammad Nawaz (3),JN Malan,0,0,0,4,,2,5,0,-,4.0,1,0,,,,field,Pakistan,1,"SuperSport Park, Centurion",2021,04,South Africa_Pakistan_2021-04-14,Pakistan,South Africa,Pakistan,False,203,Right hand Bat,Right hand Bat,Left arm Orthodox
