,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,JH Kallis,Abdul Razzaq,GC Smith,0,0,0,0,149,0,1,0,1,1,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
1,JH Kallis,Abdul Razzaq,GC Smith,0,0,0,0,149,0,2,0,2,1,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
2,JH Kallis,Abdul Razzaq,GC Smith,0,0,0,0,149,0,3,0,3,1,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
3,JH Kallis,Abdul Razzaq,GC Smith,4,0,4,4,145,4,4,0,4,1,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
4,JH Kallis,Abdul Razzaq,GC Smith,0,0,0,4,145,4,5,0,5,1,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
5,JH Kallis,Abdul Razzaq,GC Smith,1,0,1,5,144,5,6,0,6,1,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
6,JH Kallis,Mohammad Amir,GC Smith,4,0,4,9,140,9,7,0,1,2,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
7,JH Kallis,Mohammad Amir,GC Smith,0,0,0,9,140,9,8,0,2,2,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
8,JH Kallis,Mohammad Amir,GC Smith,4,0,4,13,136,13,9,0,3,2,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
9,JH Kallis,Mohammad Amir,GC Smith,0,0,0,13,136,13,10,0,4,2,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
10,JH Kallis,Mohammad Amir,GC Smith,0,0,0,13,136,13,11,0,5,2,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
11,JH Kallis,Mohammad Amir,GC Smith,2,0,2,15,134,15,12,0,6,2,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
12,GC Smith,Abdul Razzaq,JH Kallis,4,0,4,19,130,4,1,0,1,3,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
13,GC Smith,Abdul Razzaq,JH Kallis,1,0,1,20,129,5,2,0,2,3,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
14,JH Kallis,Abdul Razzaq,GC Smith,1,0,1,21,128,16,13,0,3,3,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
15,GC Smith,Abdul Razzaq,JH Kallis,0,0,0,21,128,5,3,0,4,3,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
16,GC Smith,Abdul Razzaq,JH Kallis,0,4,4,25,124,5,4,0,5,3,byes,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
17,GC Smith,Abdul Razzaq,JH Kallis,0,1,1,26,123,5,5,0,6,3,legbyes,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
18,GC Smith,Mohammad Amir,JH Kallis,2,0,2,28,121,7,6,0,1,4,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
19,GC Smith,Mohammad Amir,JH Kallis,0,0,0,28,121,7,7,0,2,4,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
20,GC Smith,Mohammad Amir,JH Kallis,1,0,1,29,120,8,8,0,3,4,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
21,JH Kallis,Mohammad Amir,GC Smith,0,0,0,29,120,16,14,0,4,4,-,0,,,bat,Pakistan,2,Trent Bridge,2009,06,Pakistan_South Africa_2009-06-18,Pakistan,South Africa,Pakistan,142
