,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,P Nissanka,MJ Henry,BKG Mendis,1,0,1,1,140,1,1,0,1,0,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
1,BKG Mendis,MJ Henry,P Nissanka,0,0,0,1,140,0,1,0,2,0,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
2,BKG Mendis,MJ Henry,P Nissanka,0,0,0,1,140,0,2,0,3,0,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
3,BKG Mendis,MJ Henry,P Nissanka,1,0,1,2,139,1,3,0,4,0,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
4,P Nissanka,MJ Henry,BKG Mendis,4,0,4,6,135,5,2,0,5,0,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
5,P Nissanka,MJ Henry,BKG Mendis,0,0,0,6,135,5,3,0,6,0,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
6,BKG Mendis,AF Milne,P Nissanka,0,0,0,6,135,1,4,0,1,1,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
7,BKG Mendis,AF Milne,P Nissanka,0,0,0,6,135,1,5,0,2,1,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
8,BKG Mendis,AF Milne,P Nissanka,0,0,0,6,135,1,6,0,3,1,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
9,BKG Mendis,AF Milne,P Nissanka,0,0,0,6,135,1,7,0,4,1,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
10,BKG Mendis,AF Milne,P Nissanka,0,0,0,6,135,1,8,0,5,1,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
11,BKG Mendis,AF Milne,P Nissanka,0,0,0,6,135,1,9,0,6,1,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
12,P Nissanka,BG Lister,BKG Mendis,1,0,1,7,134,6,4,0,1,2,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
13,BKG Mendis,BG Lister,P Nissanka,0,0,0,7,134,1,10,0,2,2,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
14,BKG Mendis,BG Lister,P Nissanka,4,0,4,11,130,5,11,0,3,2,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
15,BKG Mendis,BG Lister,P Nissanka,1,0,1,12,129,6,12,0,4,2,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
16,P Nissanka,BG Lister,BKG Mendis,4,0,4,16,125,10,5,0,5,2,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
17,P Nissanka,BG Lister,BKG Mendis,0,0,0,16,125,10,6,0,6,2,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
18,BKG Mendis,AF Milne,P Nissanka,0,0,0,16,125,6,13,0,1,3,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
19,BKG Mendis,AF Milne,P Nissanka,4,0,4,20,121,10,14,0,2,3,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
20,BKG Mendis,AF Milne,P Nissanka,1,0,1,21,120,11,15,0,3,3,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
21,P Nissanka,AF Milne,BKG Mendis,0,0,0,21,120,10,7,0,4,3,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
22,P Nissanka,AF Milne,BKG Mendis,0,0,0,21,120,10,8,0,5,3,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
23,P Nissanka,AF Milne,BKG Mendis,4,0,4,25,116,14,9,0,6,3,-,0,,,field,New Zealand,1,"John Davies Oval, Queenstown",2023,04,Sri Lanka_New Zealand_2023-04-08,New Zealand,Sri Lanka,New Zealand,182
