,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,JJ Roy,SL Malinga,JC Buttler,0,0,0,0,153,0,1,0,1,-,0,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
1,JJ Roy,SL Malinga,JC Buttler,6,0,6,6,147,6,2,0,2,-,0,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
2,JJ Roy,SL Malinga,JC Buttler,0,0,0,6,147,6,3,0,3,-,0,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
3,JJ Roy,SL Malinga,JC Buttler,0,1,1,7,146,6,4,0,4,wides,0,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
4,JJ Roy,SL Malinga,JC Buttler,4,0,4,11,142,10,5,0,5,-,0,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
5,JJ Roy,SL Malinga,JC Buttler,1,0,1,12,141,11,6,0,6,-,0,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
6,JC Buttler,SL Malinga,JJ Roy,4,0,4,16,137,4,1,0,7,-,0,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
7,JJ Roy,MA Aponso,JC Buttler,4,0,4,20,133,15,7,0,1,-,1,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
8,JJ Roy,MA Aponso,JC Buttler,4,0,4,24,129,19,8,0,2,-,1,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
9,JJ Roy,MA Aponso,JC Buttler,1,0,1,25,128,20,9,0,3,-,1,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
10,JC Buttler,MA Aponso,JJ Roy,0,0,0,25,128,4,2,0,4,-,1,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
11,JC Buttler,MA Aponso,JJ Roy,4,0,4,29,124,8,3,0,5,-,1,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
12,JC Buttler,MA Aponso,JJ Roy,0,0,0,29,124,8,4,0,6,-,1,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
13,JJ Roy,I Udana,JC Buttler,1,0,1,30,123,21,10,0,1,-,2,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
14,JC Buttler,I Udana,JJ Roy,1,0,1,31,122,9,5,0,2,-,2,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
15,JJ Roy,I Udana,JC Buttler,0,0,0,31,122,21,11,0,3,-,2,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
16,JJ Roy,I Udana,JC Buttler,6,0,6,37,116,27,12,0,4,-,2,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
17,JJ Roy,I Udana,JC Buttler,0,0,0,37,116,27,13,0,5,-,2,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
18,JJ Roy,I Udana,JC Buttler,0,0,0,37,116,27,14,0,6,-,2,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
19,JC Buttler,MA Aponso,JJ Roy,4,0,4,41,112,13,6,0,1,-,3,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
20,JC Buttler,MA Aponso,JJ Roy,0,0,0,41,112,13,7,1,2,-,3,caught,JC Buttler,LD Chandimal,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
21,AD Hales,MA Aponso,JJ Roy,4,0,4,45,108,4,1,1,3,-,3,0,,,,field,Sri Lanka,1,"R.Premadasa Stadium, Khettarama",2018,10,England_Sri Lanka_2018-10-27,England,England,Sri Lanka,187
