,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
105,CR Brathwaite,Shakib Al Hasan,R Powell,0,0,0,131,40,11,7,6,2,17,,-,caught,CR Brathwaite,Liton Das,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
106,R Powell,Shakib Al Hasan,AR Nurse,0,0,0,131,40,35,27,6,3,17,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
107,R Powell,Shakib Al Hasan,AR Nurse,0,0,0,131,40,35,28,6,4,17,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
108,R Powell,Shakib Al Hasan,AR Nurse,1,0,1,132,39,36,29,6,5,17,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
109,AR Nurse,Shakib Al Hasan,R Powell,1,0,1,133,38,1,1,6,6,17,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
110,AR Nurse,Rubel Hossain,R Powell,2,0,2,135,36,3,2,6,1,18,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
111,AR Nurse,Rubel Hossain,R Powell,0,1,1,136,35,3,3,6,2,18,,wides,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
112,AR Nurse,Rubel Hossain,R Powell,1,0,1,137,34,4,4,6,3,18,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
113,R Powell,Rubel Hossain,AR Nurse,1,0,1,138,33,37,30,6,4,18,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
114,AR Nurse,Rubel Hossain,R Powell,1,0,1,139,32,5,5,6,5,18,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
115,R Powell,Rubel Hossain,AR Nurse,0,0,0,139,32,37,31,6,6,18,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
116,R Powell,Rubel Hossain,AR Nurse,2,0,2,141,30,39,32,6,7,18,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
117,AR Nurse,Mustafizur Rahman,R Powell,1,0,1,142,29,6,6,6,1,19,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
118,R Powell,Mustafizur Rahman,AR Nurse,4,0,4,146,25,43,33,6,2,19,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
119,R Powell,Mustafizur Rahman,AR Nurse,0,0,0,146,25,43,34,7,3,19,,-,caught,R Powell,Mushfiqur Rahim,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
120,KMA Paul,Mustafizur Rahman,AR Nurse,1,0,1,147,24,1,1,7,4,19,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
121,AR Nurse,Mustafizur Rahman,KMA Paul,6,0,6,153,18,12,7,7,5,19,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
122,AR Nurse,Mustafizur Rahman,KMA Paul,4,0,4,157,14,16,8,7,6,19,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
123,KMA Paul,Nazmul Islam,AR Nurse,0,0,0,157,14,1,2,7,1,20,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
124,KMA Paul,Nazmul Islam,AR Nurse,1,0,1,158,13,2,3,7,2,20,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
125,AR Nurse,Nazmul Islam,KMA Paul,0,0,0,158,13,16,9,8,3,20,,-,caught,AR Nurse,Ariful Haque,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
126,KMA Paul,Nazmul Islam,KOK Williams,0,0,0,158,13,2,4,8,4,20,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
127,KMA Paul,Nazmul Islam,KOK Williams,0,0,0,158,13,2,5,9,5,20,,-,bowled,KMA Paul,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
128,S Badree,Nazmul Islam,KOK Williams,1,0,1,159,12,1,1,9,6,20,,-,0,,,field,West Indies,2,Central Broward Regional Park Stadium Turf Ground,2018,08,Bangladesh_West Indies_2018-08-04,Bangladesh,West Indies,Bangladesh,159
