,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
48,Fakhar Zaman,BV Sears,Babar Azam,0,0,0,83,111,38,19,2,6,0,,,8,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
49,Babar Azam,MJ Santner,Fakhar Zaman,1,0,1,84,110,37,23,2,1,0,,,9,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
50,Fakhar Zaman,MJ Santner,Babar Azam,2,0,2,86,108,40,20,2,2,0,,,9,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
51,Fakhar Zaman,MJ Santner,Babar Azam,1,0,1,87,107,41,21,2,3,0,,,9,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
52,Babar Azam,MJ Santner,Fakhar Zaman,0,0,0,87,107,37,24,2,4,0,,,9,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
53,Babar Azam,MJ Santner,Fakhar Zaman,1,0,1,88,106,38,25,2,5,0,,,9,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
54,Fakhar Zaman,MJ Santner,Babar Azam,1,0,1,89,105,42,22,2,6,0,,,9,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
55,Fakhar Zaman,AF Milne,Babar Azam,4,0,4,93,101,46,23,2,1,0,,,10,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
56,Fakhar Zaman,AF Milne,Babar Azam,4,0,4,97,97,50,24,2,2,0,,,10,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
57,Fakhar Zaman,AF Milne,Babar Azam,0,0,0,97,97,50,25,2,3,0,,,10,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
58,Fakhar Zaman,AF Milne,Babar Azam,0,0,0,97,97,50,26,3,4,bowled,Fakhar Zaman,,10,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
59,Iftikhar Ahmed,AF Milne,Babar Azam,0,0,0,97,97,0,1,3,5,0,,,10,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
60,Iftikhar Ahmed,AF Milne,Babar Azam,0,0,0,97,97,0,2,3,6,0,,,10,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
61,Babar Azam,IS Sodhi,Iftikhar Ahmed,1,0,1,98,96,39,26,3,1,0,,,11,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
62,Iftikhar Ahmed,IS Sodhi,Babar Azam,0,0,0,98,96,0,3,3,2,0,,,11,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
63,Iftikhar Ahmed,IS Sodhi,Babar Azam,1,0,1,99,95,1,4,3,3,0,,,11,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
64,Babar Azam,IS Sodhi,Iftikhar Ahmed,1,0,1,100,94,40,27,3,4,0,,,11,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
65,Iftikhar Ahmed,IS Sodhi,Babar Azam,2,0,2,102,92,3,5,3,5,0,,,11,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
66,Iftikhar Ahmed,IS Sodhi,Babar Azam,0,0,0,102,92,3,6,3,6,0,,,11,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
67,Babar Azam,BV Sears,Iftikhar Ahmed,1,0,1,103,91,41,28,3,1,0,,,12,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
68,Iftikhar Ahmed,BV Sears,Babar Azam,1,0,1,104,90,4,7,3,2,0,,,12,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
69,Babar Azam,BV Sears,Iftikhar Ahmed,0,0,0,104,90,41,29,3,3,0,,,12,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
70,Babar Azam,BV Sears,Iftikhar Ahmed,1,0,1,105,89,42,30,3,4,0,,,12,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
71,Iftikhar Ahmed,BV Sears,Babar Azam,0,0,0,105,89,4,8,4,5,caught,Iftikhar Ahmed,IS Sodhi,12,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
72,Azam Khan,BV Sears,Babar Azam,1,0,1,106,88,1,1,4,6,0,,,12,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
73,Azam Khan,IS Sodhi,Babar Azam,1,0,1,107,87,2,2,4,1,0,,,13,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
74,Babar Azam,IS Sodhi,Azam Khan,0,1,1,108,86,42,31,4,2,0,,,13,byes,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
75,Azam Khan,IS Sodhi,Babar Azam,0,0,0,108,86,2,3,5,3,caught,Azam Khan,DJ Mitchell,13,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
76,Aamer Jamal,IS Sodhi,Babar Azam,0,0,0,108,86,0,1,5,4,0,,,13,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
77,Aamer Jamal,IS Sodhi,Babar Azam,0,0,0,108,86,0,2,5,5,0,,,13,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
78,Aamer Jamal,IS Sodhi,Babar Azam,1,0,1,109,85,1,3,5,6,0,,,13,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
79,Aamer Jamal,MJ Santner,Babar Azam,0,1,1,110,84,1,4,5,1,0,,,14,wides,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
80,Aamer Jamal,MJ Santner,Babar Azam,0,0,0,110,84,1,5,5,2,0,,,14,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
81,Aamer Jamal,MJ Santner,Babar Azam,1,0,1,111,83,2,6,5,3,0,,,14,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
82,Babar Azam,MJ Santner,Aamer Jamal,1,0,1,112,82,43,32,5,4,0,,,14,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
83,Aamer Jamal,MJ Santner,Babar Azam,6,0,6,118,76,8,7,5,5,0,,,14,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
84,Aamer Jamal,MJ Santner,Babar Azam,1,0,1,119,75,9,8,5,6,0,,,14,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
85,Babar Azam,MJ Santner,Aamer Jamal,1,0,1,120,74,44,33,5,7,0,,,14,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
86,Babar Azam,IS Sodhi,Aamer Jamal,4,0,4,124,70,48,34,5,1,0,,,15,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
87,Babar Azam,IS Sodhi,Aamer Jamal,1,0,1,125,69,49,35,5,2,0,,,15,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
88,Aamer Jamal,IS Sodhi,Babar Azam,0,0,0,125,69,9,9,6,3,stumped,Aamer Jamal,DP Conway,15,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
89,Shaheen Shah Afridi,IS Sodhi,Babar Azam,1,0,1,126,68,1,1,6,4,0,,,15,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
90,Babar Azam,IS Sodhi,Shaheen Shah Afridi,1,0,1,127,67,50,36,6,5,0,,,15,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
91,Shaheen Shah Afridi,IS Sodhi,Babar Azam,0,0,0,127,67,1,2,6,6,0,,,15,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
92,Babar Azam,TG Southee,Shaheen Shah Afridi,6,0,6,133,61,56,37,6,1,0,,,16,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
93,Babar Azam,TG Southee,Shaheen Shah Afridi,1,0,1,134,60,57,38,6,2,0,,,16,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
94,Shaheen Shah Afridi,TG Southee,Babar Azam,0,0,0,134,60,1,3,6,3,0,,,16,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
95,Shaheen Shah Afridi,TG Southee,Babar Azam,0,0,0,134,60,1,4,6,4,0,,,16,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
96,Shaheen Shah Afridi,TG Southee,Babar Azam,1,0,1,135,59,2,5,6,5,0,,,16,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
97,Babar Azam,TG Southee,Shaheen Shah Afridi,1,0,1,136,58,58,39,6,6,0,,,16,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
98,Babar Azam,MJ Santner,Shaheen Shah Afridi,6,0,6,142,52,64,40,6,1,0,,,17,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
99,Babar Azam,MJ Santner,Shaheen Shah Afridi,1,0,1,143,51,65,41,6,2,0,,,17,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
100,Shaheen Shah Afridi,MJ Santner,Babar Azam,2,0,2,145,49,4,6,6,3,0,,,17,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
101,Shaheen Shah Afridi,MJ Santner,Babar Azam,6,0,6,151,43,10,7,6,4,0,,,17,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
102,Shaheen Shah Afridi,MJ Santner,Babar Azam,1,0,1,152,42,11,8,6,5,0,,,17,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
103,Babar Azam,MJ Santner,Shaheen Shah Afridi,1,0,1,153,41,66,42,6,6,0,,,17,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
104,Babar Azam,BV Sears,Shaheen Shah Afridi,0,0,0,153,41,66,43,7,1,caught,Babar Azam,TG Southee,18,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
105,Abbas Afridi,BV Sears,Shaheen Shah Afridi,1,0,1,154,40,1,1,7,2,0,,,18,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
106,Shaheen Shah Afridi,BV Sears,Abbas Afridi,0,0,0,154,40,11,9,7,3,0,,,18,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
107,Shaheen Shah Afridi,BV Sears,Abbas Afridi,6,0,6,160,34,17,10,7,4,0,,,18,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
108,Shaheen Shah Afridi,BV Sears,Abbas Afridi,1,0,1,161,33,18,11,7,5,0,,,18,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
109,Abbas Afridi,BV Sears,Shaheen Shah Afridi,0,0,0,161,33,1,2,7,6,0,,,18,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
110,Shaheen Shah Afridi,AF Milne,Abbas Afridi,4,0,4,165,29,22,12,7,1,0,,,19,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
111,Shaheen Shah Afridi,AF Milne,Abbas Afridi,0,0,0,165,29,22,13,8,2,caught,Shaheen Shah Afridi,TG Southee,19,-,field,Pakistan,2,"Seddon Park, Hamilton",2024,01,New Zealand_Pakistan_2024-01-14,New Zealand,Pakistan,New Zealand,173
