,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
64,Asghar Stanikzai,GJ Delany,Rahmanullah Gurbaz,0,0,0,71,4,6,4,11,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
65,Asghar Stanikzai,GJ Delany,Rahmanullah Gurbaz,1,0,1,72,5,7,5,11,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
66,Rahmanullah Gurbaz,GJ Delany,Asghar Stanikzai,1,0,1,73,34,26,6,11,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
67,Rahmanullah Gurbaz,CA Young,Asghar Stanikzai,0,0,0,73,34,27,1,12,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
68,Rahmanullah Gurbaz,CA Young,Asghar Stanikzai,0,0,0,73,34,28,2,12,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
69,Rahmanullah Gurbaz,CA Young,Asghar Stanikzai,0,1,1,74,34,29,3,12,wides,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
70,Rahmanullah Gurbaz,CA Young,Asghar Stanikzai,1,0,1,75,35,30,4,12,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
71,Asghar Stanikzai,CA Young,Rahmanullah Gurbaz,0,0,0,75,5,8,5,12,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
72,Asghar Stanikzai,CA Young,Rahmanullah Gurbaz,1,0,1,76,6,9,6,12,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
73,Rahmanullah Gurbaz,CA Young,Asghar Stanikzai,0,0,0,76,35,31,7,12,-,run out,Rahmanullah Gurbaz,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
74,Mohammad Nabi,GJ Delany,Asghar Stanikzai,1,0,1,77,1,1,1,13,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
75,Asghar Stanikzai,GJ Delany,Mohammad Nabi,0,1,1,78,6,10,2,13,wides,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
76,Asghar Stanikzai,GJ Delany,Mohammad Nabi,1,0,1,79,7,11,3,13,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
77,Mohammad Nabi,GJ Delany,Asghar Stanikzai,4,0,4,83,5,2,4,13,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
78,Mohammad Nabi,GJ Delany,Asghar Stanikzai,0,0,0,83,5,3,5,13,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
79,Mohammad Nabi,GJ Delany,Asghar Stanikzai,1,0,1,84,6,4,6,13,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
80,Asghar Stanikzai,GJ Delany,Mohammad Nabi,1,0,1,85,8,12,7,13,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
81,Asghar Stanikzai,WB Rankin,Mohammad Nabi,1,0,1,86,9,13,1,14,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
82,Mohammad Nabi,WB Rankin,Asghar Stanikzai,1,0,1,87,7,5,2,14,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
83,Asghar Stanikzai,WB Rankin,Mohammad Nabi,6,0,6,93,15,14,3,14,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
84,Asghar Stanikzai,WB Rankin,Mohammad Nabi,4,0,4,97,19,15,4,14,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
85,Asghar Stanikzai,WB Rankin,Mohammad Nabi,4,0,4,101,23,16,5,14,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
86,Asghar Stanikzai,WB Rankin,Mohammad Nabi,1,0,1,102,24,17,6,14,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
87,Asghar Stanikzai,GJ Delany,Mohammad Nabi,1,0,1,103,25,18,1,15,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
88,Mohammad Nabi,GJ Delany,Asghar Stanikzai,0,0,0,103,7,6,2,15,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
89,Mohammad Nabi,GJ Delany,Asghar Stanikzai,6,0,6,109,13,7,3,15,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
90,Mohammad Nabi,GJ Delany,Asghar Stanikzai,1,0,1,110,14,8,4,15,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
91,Asghar Stanikzai,GJ Delany,Mohammad Nabi,1,0,1,111,26,19,5,15,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
92,Mohammad Nabi,GJ Delany,Asghar Stanikzai,1,0,1,112,15,9,6,15,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
93,Mohammad Nabi,CA Young,Asghar Stanikzai,0,4,4,116,15,10,1,16,legbyes,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
94,Mohammad Nabi,CA Young,Asghar Stanikzai,1,0,1,117,16,11,2,16,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
95,Asghar Stanikzai,CA Young,Mohammad Nabi,4,0,4,121,30,20,3,16,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
96,Asghar Stanikzai,CA Young,Mohammad Nabi,6,0,6,127,36,21,4,16,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
97,Asghar Stanikzai,CA Young,Mohammad Nabi,4,0,4,131,40,22,5,16,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
98,Asghar Stanikzai,CA Young,Mohammad Nabi,6,0,6,137,46,23,6,16,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
99,Mohammad Nabi,WB Rankin,Asghar Stanikzai,2,0,2,139,18,12,1,17,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
100,Mohammad Nabi,WB Rankin,Asghar Stanikzai,4,0,4,143,22,13,2,17,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
101,Mohammad Nabi,WB Rankin,Asghar Stanikzai,1,0,1,144,23,14,3,17,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
102,Asghar Stanikzai,WB Rankin,Mohammad Nabi,1,1,2,146,47,24,4,17,noballs,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
103,Mohammad Nabi,WB Rankin,Asghar Stanikzai,2,0,2,148,25,15,5,17,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
104,Mohammad Nabi,WB Rankin,Asghar Stanikzai,2,0,2,150,27,16,6,17,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
105,Mohammad Nabi,WB Rankin,Asghar Stanikzai,0,0,0,150,27,17,7,17,-,caught,Mohammad Nabi,GH Dockrell,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
106,Asghar Stanikzai,J Little,Najibullah Zadran,1,0,1,151,48,25,1,18,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
107,Najibullah Zadran,J Little,Asghar Stanikzai,1,0,1,152,1,1,2,18,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
108,Asghar Stanikzai,J Little,Najibullah Zadran,1,0,1,153,49,26,3,18,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
109,Najibullah Zadran,J Little,Asghar Stanikzai,0,0,0,153,1,2,4,18,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
110,Najibullah Zadran,J Little,Asghar Stanikzai,1,0,1,154,2,3,5,18,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
111,Asghar Stanikzai,J Little,Najibullah Zadran,0,1,1,155,49,27,6,18,legbyes,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
112,Asghar Stanikzai,CA Young,Najibullah Zadran,0,1,1,156,49,28,1,19,legbyes,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
113,Najibullah Zadran,CA Young,Asghar Stanikzai,0,0,0,156,2,4,2,19,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
114,Najibullah Zadran,CA Young,Asghar Stanikzai,1,0,1,157,3,5,3,19,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
115,Asghar Stanikzai,CA Young,Najibullah Zadran,0,0,0,157,49,29,4,19,-,caught,Asghar Stanikzai,HT Tector,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
116,Gulbadin Naib,CA Young,Najibullah Zadran,1,0,1,158,1,1,5,19,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
117,Najibullah Zadran,CA Young,Gulbadin Naib,0,0,0,158,3,6,6,19,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
118,Gulbadin Naib,J Little,Najibullah Zadran,0,1,1,159,1,2,1,20,legbyes,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
119,Najibullah Zadran,J Little,Gulbadin Naib,6,0,6,165,9,7,2,20,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
120,Najibullah Zadran,J Little,Gulbadin Naib,6,0,6,171,15,8,3,20,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
121,Najibullah Zadran,J Little,Gulbadin Naib,1,0,1,172,16,9,4,20,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
122,Gulbadin Naib,J Little,Najibullah Zadran,6,0,6,178,7,3,5,20,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
123,Gulbadin Naib,J Little,Najibullah Zadran,6,0,6,184,13,4,6,20,-,0,,,bat,Afghanistan,1,Greater Noida Sports Complex Ground,2020-03-08,Afghanistan,Afghanistan,Ireland
