,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Fakhar Zaman,KMA Paul,Babar Azam,0,0,0,0,,0,1,0,1,0,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
1,Fakhar Zaman,KMA Paul,Babar Azam,0,0,0,0,,0,2,0,2,0,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
2,Fakhar Zaman,KMA Paul,Babar Azam,4,0,4,4,,4,3,0,3,0,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
3,Fakhar Zaman,KMA Paul,Babar Azam,1,0,1,5,,5,4,0,4,0,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
4,Babar Azam,KMA Paul,Fakhar Zaman,0,0,0,5,,0,1,0,5,0,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
5,Babar Azam,KMA Paul,Fakhar Zaman,2,0,2,7,,2,2,0,6,0,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
6,Fakhar Zaman,RR Emrit,Babar Azam,1,0,1,8,,6,5,0,1,1,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
7,Babar Azam,RR Emrit,Fakhar Zaman,2,0,2,10,,4,3,0,2,1,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
8,Babar Azam,RR Emrit,Fakhar Zaman,1,0,1,11,,5,4,0,3,1,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
9,Fakhar Zaman,RR Emrit,Babar Azam,0,0,0,11,,6,6,1,4,1,caught,Fakhar Zaman,D Ramdin,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
10,Hussain Talat,RR Emrit,Babar Azam,0,0,0,11,,0,1,1,5,1,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
11,Hussain Talat,RR Emrit,Babar Azam,0,0,0,11,,0,2,1,6,1,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
12,Babar Azam,S Badree,Hussain Talat,0,0,0,11,,5,5,1,1,2,0,,,-,,bat,Pakistan,1,National Stadium,2018,04,Pakistan_West Indies_2018-04-02,Pakistan,Pakistan,West Indies,True,205
