,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
33,Liton Das,Shapoor Zadran,Mushfiqur Rahim,6,0,6,43,124,22,13,2,3,0,,,6,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
34,Liton Das,Shapoor Zadran,Mushfiqur Rahim,4,0,4,47,120,26,14,2,4,0,,,6,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
35,Liton Das,Shapoor Zadran,Mushfiqur Rahim,0,1,1,48,119,26,15,2,5,0,,,6,legbyes,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
36,Mushfiqur Rahim,Shapoor Zadran,Liton Das,1,0,1,49,118,6,6,2,6,0,,,6,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
37,Mushfiqur Rahim,Karim Janat,Liton Das,1,0,1,50,117,7,7,2,1,0,,,7,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
38,Liton Das,Karim Janat,Mushfiqur Rahim,1,0,1,51,116,27,16,2,2,0,,,7,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
39,Mushfiqur Rahim,Karim Janat,Liton Das,4,0,4,55,112,11,8,2,3,0,,,7,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
40,Mushfiqur Rahim,Karim Janat,Liton Das,1,0,1,56,111,12,9,2,4,0,,,7,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
41,Liton Das,Karim Janat,Mushfiqur Rahim,0,1,1,57,110,27,17,2,5,0,,,7,wides,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
42,Liton Das,Karim Janat,Mushfiqur Rahim,1,0,1,58,109,28,18,2,6,0,,,7,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
43,Mushfiqur Rahim,Karim Janat,Liton Das,1,0,1,59,108,13,10,2,7,0,,,7,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
44,Mushfiqur Rahim,Mohammad Nabi,Liton Das,1,0,1,60,107,14,11,2,1,0,,,8,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
45,Liton Das,Mohammad Nabi,Mushfiqur Rahim,1,0,1,61,106,29,19,2,2,0,,,8,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
46,Mushfiqur Rahim,Mohammad Nabi,Liton Das,1,0,1,62,105,15,12,2,3,0,,,8,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
47,Liton Das,Mohammad Nabi,Mushfiqur Rahim,1,0,1,63,104,30,20,2,4,0,,,8,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
48,Mushfiqur Rahim,Mohammad Nabi,Liton Das,1,0,1,64,103,16,13,2,5,0,,,8,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
49,Liton Das,Mohammad Nabi,Mushfiqur Rahim,0,0,0,64,103,30,21,3,6,lbw,Liton Das,,8,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
50,Mushfiqur Rahim,Karim Janat,Mahmudullah,1,0,1,65,102,17,14,3,1,0,,,9,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
51,Mahmudullah,Karim Janat,Mushfiqur Rahim,0,0,0,65,102,0,1,3,2,0,,,9,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
52,Mahmudullah,Karim Janat,Mushfiqur Rahim,0,0,0,65,102,0,2,3,3,0,,,9,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
53,Mahmudullah,Karim Janat,Mushfiqur Rahim,4,0,4,69,98,4,3,3,4,0,,,9,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
54,Mahmudullah,Karim Janat,Mushfiqur Rahim,4,0,4,73,94,8,4,3,5,0,,,9,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
55,Mahmudullah,Karim Janat,Mushfiqur Rahim,1,0,1,74,93,9,5,3,6,0,,,9,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
56,Mahmudullah,Mohammad Nabi,Mushfiqur Rahim,0,0,0,74,93,9,6,3,1,0,,,10,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
57,Mushfiqur Rahim,Mohammad Nabi,Mahmudullah,1,0,1,75,92,18,15,3,2,0,,,10,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
58,Mahmudullah,Mohammad Nabi,Mushfiqur Rahim,1,0,1,76,91,10,7,3,3,0,,,10,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
59,Mushfiqur Rahim,Mohammad Nabi,Mahmudullah,1,0,1,77,90,19,16,3,4,0,,,10,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
60,Mahmudullah,Mohammad Nabi,Mushfiqur Rahim,1,0,1,78,89,11,8,3,5,0,,,10,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
61,Mushfiqur Rahim,Mohammad Nabi,Mahmudullah,1,0,1,79,88,20,17,3,6,0,,,10,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
62,Mushfiqur Rahim,Rashid Khan,Mahmudullah,0,0,0,79,88,20,18,4,1,bowled,Mushfiqur Rahim,,11,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
63,Sabbir Rahman,Rashid Khan,Mahmudullah,0,0,0,79,88,0,1,5,2,lbw,Sabbir Rahman,,11,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
64,Mosaddek Hossain,Rashid Khan,Mahmudullah,0,1,1,80,87,0,1,5,3,0,,,11,wides,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
65,Mosaddek Hossain,Rashid Khan,Mahmudullah,0,0,0,80,87,0,2,5,4,0,,,11,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
66,Mosaddek Hossain,Rashid Khan,Mahmudullah,4,0,4,84,83,4,3,5,5,0,,,11,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
67,Mosaddek Hossain,Rashid Khan,Mahmudullah,0,0,0,84,83,4,4,5,6,0,,,11,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
68,Mosaddek Hossain,Rashid Khan,Mahmudullah,1,0,1,85,82,5,5,5,7,0,,,11,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
69,Mosaddek Hossain,Karim Janat,Mahmudullah,1,0,1,86,81,6,6,5,1,0,,,12,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
70,Mahmudullah,Karim Janat,Mosaddek Hossain,0,0,0,86,81,11,9,5,2,0,,,12,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
71,Mahmudullah,Karim Janat,Mosaddek Hossain,0,0,0,86,81,11,10,5,3,0,,,12,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
72,Mahmudullah,Karim Janat,Mosaddek Hossain,1,0,1,87,80,12,11,5,4,0,,,12,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
73,Mosaddek Hossain,Karim Janat,Mahmudullah,1,0,1,88,79,7,7,5,5,0,,,12,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
74,Mahmudullah,Karim Janat,Mosaddek Hossain,1,0,1,89,78,13,12,5,6,0,,,12,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
75,Mahmudullah,Rashid Khan,Mosaddek Hossain,0,0,0,89,78,13,13,5,1,0,,,13,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
76,Mahmudullah,Rashid Khan,Mosaddek Hossain,1,0,1,90,77,14,14,5,2,0,,,13,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
77,Mosaddek Hossain,Rashid Khan,Mahmudullah,0,0,0,90,77,7,8,5,3,0,,,13,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
78,Mosaddek Hossain,Rashid Khan,Mahmudullah,0,0,0,90,77,7,9,5,4,0,,,13,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
79,Mosaddek Hossain,Rashid Khan,Mahmudullah,0,0,0,90,77,7,10,5,5,0,,,13,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
80,Mosaddek Hossain,Rashid Khan,Mahmudullah,0,0,0,90,77,7,11,5,6,0,,,13,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
81,Mahmudullah,Mohammad Nabi,Mosaddek Hossain,1,0,1,91,76,15,15,5,1,0,,,14,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
82,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,2,0,2,93,74,9,12,5,2,0,,,14,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
83,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,0,0,0,93,74,9,13,5,3,0,,,14,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
84,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,0,0,0,93,74,9,14,5,4,0,,,14,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
85,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,0,0,0,93,74,9,15,5,5,0,,,14,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
86,Mosaddek Hossain,Mohammad Nabi,Mahmudullah,1,0,1,94,73,10,16,5,6,0,,,14,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
87,Mosaddek Hossain,Shapoor Zadran,Mahmudullah,0,0,0,94,73,10,17,5,1,0,,,15,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
88,Mosaddek Hossain,Shapoor Zadran,Mahmudullah,1,0,1,95,72,11,18,5,2,0,,,15,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
89,Mahmudullah,Shapoor Zadran,Mosaddek Hossain,1,0,1,96,71,16,16,5,3,0,,,15,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
90,Mosaddek Hossain,Shapoor Zadran,Mahmudullah,0,0,0,96,71,11,19,5,4,0,,,15,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
91,Mosaddek Hossain,Shapoor Zadran,Mahmudullah,1,0,1,97,70,12,20,5,5,0,,,15,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
92,Mahmudullah,Shapoor Zadran,Mosaddek Hossain,6,0,6,103,64,22,17,5,6,0,,,15,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
93,Mosaddek Hossain,Mujeeb Ur Rahman,Mahmudullah,1,0,1,104,63,13,21,5,1,0,,,16,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
94,Mahmudullah,Mujeeb Ur Rahman,Mosaddek Hossain,0,0,0,104,63,22,18,5,2,0,,,16,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
