,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
0,Tamim Iqbal,Mujeeb Ur Rahman,Liton Das,0,0,0,0,167,0,1,1,1,lbw,Tamim Iqbal,,1,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
1,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,0,0,0,0,167,0,1,1,2,0,,,1,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
2,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,1,0,1,1,166,1,2,1,3,0,,,1,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
3,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,1,166,0,1,1,4,0,,,1,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
4,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,1,166,0,2,1,5,0,,,1,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
5,Liton Das,Mujeeb Ur Rahman,Shakib Al Hasan,0,0,0,1,166,0,3,1,6,0,,,1,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
6,Shakib Al Hasan,Shapoor Zadran,Liton Das,0,0,0,1,166,1,3,1,1,0,,,2,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
7,Shakib Al Hasan,Shapoor Zadran,Liton Das,1,0,1,2,165,2,4,1,2,0,,,2,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
8,Liton Das,Shapoor Zadran,Shakib Al Hasan,4,0,4,6,161,4,4,1,3,0,,,2,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
9,Liton Das,Shapoor Zadran,Shakib Al Hasan,1,0,1,7,160,5,5,1,4,0,,,2,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
10,Shakib Al Hasan,Shapoor Zadran,Liton Das,4,0,4,11,156,6,5,1,5,0,,,2,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
11,Shakib Al Hasan,Shapoor Zadran,Liton Das,1,0,1,12,155,7,6,1,6,0,,,2,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
12,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,0,0,0,12,155,7,7,1,1,0,,,3,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
13,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,0,0,0,12,155,7,8,1,2,0,,,3,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
14,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,4,0,4,16,151,11,9,1,3,0,,,3,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
15,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,0,0,0,16,151,11,10,1,4,0,,,3,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
16,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,0,0,0,16,151,11,11,1,5,0,,,3,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
17,Shakib Al Hasan,Mujeeb Ur Rahman,Liton Das,1,0,1,17,150,12,12,1,6,0,,,3,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
18,Shakib Al Hasan,Mohammad Nabi,Liton Das,1,0,1,18,149,13,13,1,1,0,,,4,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
19,Liton Das,Mohammad Nabi,Shakib Al Hasan,1,0,1,19,148,6,6,1,2,0,,,4,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
20,Shakib Al Hasan,Mohammad Nabi,Liton Das,2,0,2,21,146,15,14,1,3,0,,,4,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
21,Shakib Al Hasan,Mohammad Nabi,Liton Das,0,0,0,21,146,15,15,2,4,caught,Shakib Al Hasan,Mohammad Shahzad,4,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
22,Mushfiqur Rahim,Mohammad Nabi,Liton Das,0,1,1,22,145,0,1,2,5,0,,,4,wides,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
23,Mushfiqur Rahim,Mohammad Nabi,Liton Das,1,0,1,23,144,1,2,2,6,0,,,4,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
24,Liton Das,Mohammad Nabi,Mushfiqur Rahim,1,0,1,24,143,7,7,2,7,0,,,4,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
25,Liton Das,Mujeeb Ur Rahman,Mushfiqur Rahim,4,0,4,28,139,11,8,2,1,0,,,5,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
26,Liton Das,Mujeeb Ur Rahman,Mushfiqur Rahim,1,0,1,29,138,12,9,2,2,0,,,5,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
27,Mushfiqur Rahim,Mujeeb Ur Rahman,Liton Das,2,0,2,31,136,3,3,2,3,0,,,5,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
28,Mushfiqur Rahim,Mujeeb Ur Rahman,Liton Das,1,0,1,32,135,4,4,2,4,0,,,5,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
29,Liton Das,Mujeeb Ur Rahman,Mushfiqur Rahim,2,0,2,34,133,14,10,2,5,0,,,5,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
30,Liton Das,Mujeeb Ur Rahman,Mushfiqur Rahim,0,0,0,34,133,14,11,2,6,0,,,5,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
31,Mushfiqur Rahim,Shapoor Zadran,Liton Das,1,0,1,35,132,5,5,2,1,0,,,6,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
32,Liton Das,Shapoor Zadran,Mushfiqur Rahim,2,0,2,37,130,16,12,2,2,0,,,6,-,field,Bangladesh,2,"Rajiv Gandhi International Cricket Stadium, Dehradun",2018,06,Afghanistan_Bangladesh_2018-06-03,Afghanistan,Bangladesh,Afghanistan,122
