,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,RS Bopara,DW Steyn,LJ Wright,2,0,2,2,,2,1,0,1,-,0,,,0,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
1,RS Bopara,DW Steyn,LJ Wright,0,0,0,2,,2,2,0,2,-,0,,,0,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
2,RS Bopara,DW Steyn,LJ Wright,0,1,1,3,,2,3,0,3,legbyes,0,,,0,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
3,LJ Wright,DW Steyn,RS Bopara,1,0,1,4,,1,1,0,4,-,0,,,0,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
4,RS Bopara,DW Steyn,LJ Wright,0,0,0,4,,2,4,0,5,-,0,,,0,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
5,RS Bopara,DW Steyn,LJ Wright,0,0,0,4,,2,5,1,6,-,bowled,RS Bopara,,0,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
6,LJ Wright,WD Parnell,KP Pietersen,0,0,0,4,,1,2,1,1,-,0,,,1,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
7,LJ Wright,WD Parnell,KP Pietersen,0,0,0,4,,1,3,1,2,-,0,,,1,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
8,LJ Wright,WD Parnell,KP Pietersen,0,0,0,4,,1,4,1,3,-,0,,,1,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
9,LJ Wright,WD Parnell,KP Pietersen,0,0,0,4,,1,5,1,4,-,0,,,1,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
10,LJ Wright,WD Parnell,KP Pietersen,0,0,0,4,,1,6,2,5,-,caught,LJ Wright,MV Boucher,1,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
11,OA Shah,WD Parnell,KP Pietersen,1,0,1,5,,1,1,2,6,-,0,,,1,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
12,OA Shah,DW Steyn,KP Pietersen,1,0,1,6,,2,2,2,1,-,0,,,2,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
13,KP Pietersen,DW Steyn,OA Shah,4,0,4,10,,4,1,2,2,-,0,,,2,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
14,KP Pietersen,DW Steyn,OA Shah,4,0,4,14,,8,2,2,3,-,0,,,2,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
15,KP Pietersen,DW Steyn,OA Shah,0,0,0,14,,8,3,2,4,-,0,,,2,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
16,KP Pietersen,DW Steyn,OA Shah,0,0,0,14,,8,4,2,5,-,0,,,2,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
17,KP Pietersen,DW Steyn,OA Shah,1,0,1,15,,9,5,2,6,-,0,,,2,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
18,KP Pietersen,WD Parnell,OA Shah,0,0,0,15,,9,6,2,1,-,0,,,3,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
19,KP Pietersen,WD Parnell,OA Shah,0,0,0,15,,9,7,2,2,-,0,,,3,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
20,KP Pietersen,WD Parnell,OA Shah,0,0,0,15,,9,8,2,3,-,0,,,3,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
21,KP Pietersen,WD Parnell,OA Shah,0,0,0,15,,9,9,2,4,-,0,,,3,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
22,KP Pietersen,WD Parnell,OA Shah,1,0,1,16,,10,10,2,5,-,0,,,3,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
23,OA Shah,WD Parnell,KP Pietersen,0,0,0,16,,2,3,2,6,-,0,,,3,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
24,KP Pietersen,JH Kallis,OA Shah,0,0,0,16,,10,11,2,1,-,0,,,4,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
25,KP Pietersen,JH Kallis,OA Shah,4,0,4,20,,14,12,2,2,-,0,,,4,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
26,KP Pietersen,JH Kallis,OA Shah,4,0,4,24,,18,13,2,3,-,0,,,4,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
27,KP Pietersen,JH Kallis,OA Shah,0,0,0,24,,18,14,2,4,-,0,,,4,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
28,KP Pietersen,JH Kallis,OA Shah,1,0,1,25,,19,15,2,5,-,0,,,4,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
29,OA Shah,JH Kallis,KP Pietersen,0,0,0,25,,2,4,2,6,-,0,,,4,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
30,KP Pietersen,JA Morkel,OA Shah,0,0,0,25,,19,16,2,1,-,0,,,5,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
31,KP Pietersen,JA Morkel,OA Shah,0,0,0,25,,19,17,3,2,-,caught,KP Pietersen,RE van der Merwe,5,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
32,PD Collingwood,JA Morkel,OA Shah,0,0,0,25,,0,1,3,3,-,0,,,5,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
33,PD Collingwood,JA Morkel,OA Shah,0,0,0,25,,0,2,3,4,-,0,,,5,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
34,PD Collingwood,JA Morkel,OA Shah,0,0,0,25,,0,3,3,5,-,0,,,5,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
35,PD Collingwood,JA Morkel,OA Shah,0,0,0,25,,0,4,3,6,-,0,,,5,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
36,OA Shah,J Botha,PD Collingwood,1,0,1,26,,3,5,3,1,-,0,,,6,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
37,PD Collingwood,J Botha,OA Shah,0,0,0,26,,0,5,3,2,-,0,,,6,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
38,PD Collingwood,J Botha,OA Shah,1,0,1,27,,1,6,3,3,-,0,,,6,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
39,OA Shah,J Botha,PD Collingwood,0,0,0,27,,3,6,3,4,-,0,,,6,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
40,OA Shah,J Botha,PD Collingwood,1,0,1,28,,4,7,3,5,-,0,,,6,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
41,PD Collingwood,J Botha,OA Shah,0,0,0,28,,1,7,3,6,-,0,,,6,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
42,OA Shah,RE van der Merwe,PD Collingwood,0,0,0,28,,4,8,3,1,-,0,,,7,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
43,OA Shah,RE van der Merwe,PD Collingwood,0,0,0,28,,4,9,3,2,-,0,,,7,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
44,OA Shah,RE van der Merwe,PD Collingwood,0,1,1,29,,4,10,3,3,wides,0,,,7,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
45,OA Shah,RE van der Merwe,PD Collingwood,1,0,1,30,,5,11,3,4,-,0,,,7,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
46,PD Collingwood,RE van der Merwe,OA Shah,2,0,2,32,,3,8,3,5,-,0,,,7,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
47,PD Collingwood,RE van der Merwe,OA Shah,2,0,2,34,,5,9,3,6,-,0,,,7,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
48,PD Collingwood,RE van der Merwe,OA Shah,0,0,0,34,,5,10,3,7,-,0,,,7,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
49,OA Shah,J Botha,PD Collingwood,0,0,0,34,,5,12,3,1,-,0,,,8,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
50,OA Shah,J Botha,PD Collingwood,0,0,0,34,,5,13,3,2,-,0,,,8,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
51,OA Shah,J Botha,PD Collingwood,0,2,2,36,,5,14,3,3,wides,0,,,8,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
52,PD Collingwood,J Botha,OA Shah,4,0,4,40,,9,11,3,4,-,0,,,8,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
53,PD Collingwood,J Botha,OA Shah,1,0,1,41,,10,12,3,5,-,0,,,8,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
54,OA Shah,J Botha,PD Collingwood,0,0,0,41,,5,15,3,6,-,0,,,8,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
55,OA Shah,J Botha,PD Collingwood,1,0,1,42,,6,16,3,7,-,0,,,8,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
56,OA Shah,RE van der Merwe,PD Collingwood,0,0,0,42,,6,17,3,1,-,0,,,9,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
57,OA Shah,RE van der Merwe,PD Collingwood,1,0,1,43,,7,18,3,2,-,0,,,9,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
58,PD Collingwood,RE van der Merwe,OA Shah,2,0,2,45,,12,13,3,3,-,0,,,9,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
59,PD Collingwood,RE van der Merwe,OA Shah,1,0,1,46,,13,14,3,4,-,0,,,9,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
60,OA Shah,RE van der Merwe,PD Collingwood,1,0,1,47,,8,19,3,5,-,0,,,9,bat,England,1,Trent Bridge,2009,06,England_South Africa_2009-06-11,South Africa,England,South Africa,False,111
