,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
36,Awais Zia,SCJ Broad,Shoaib Malik,0,0,0,32,6,13,3,0,,,6,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
37,Awais Zia,SCJ Broad,Shoaib Malik,0,0,0,32,6,14,4,0,,,6,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
38,Awais Zia,SCJ Broad,Shoaib Malik,0,0,0,32,6,15,5,caught,Awais Zia,JW Dernbach,6,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
39,Misbah-ul-Haq,SCJ Broad,Shoaib Malik,1,0,1,33,1,1,6,0,,,6,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
40,Misbah-ul-Haq,GP Swann,Shoaib Malik,0,0,0,33,1,2,1,0,,,7,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
41,Misbah-ul-Haq,GP Swann,Shoaib Malik,0,0,0,33,1,3,2,0,,,7,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
42,Misbah-ul-Haq,GP Swann,Shoaib Malik,1,0,1,34,2,4,3,0,,,7,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
43,Shoaib Malik,GP Swann,Misbah-ul-Haq,1,0,1,35,3,5,4,0,,,7,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
44,Misbah-ul-Haq,GP Swann,Shoaib Malik,1,0,1,36,3,5,5,0,,,7,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
45,Shoaib Malik,GP Swann,Misbah-ul-Haq,1,0,1,37,4,6,6,0,,,7,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
46,Shoaib Malik,RS Bopara,Misbah-ul-Haq,2,0,2,39,6,7,1,0,,,8,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
47,Shoaib Malik,RS Bopara,Misbah-ul-Haq,3,0,3,42,9,8,2,0,,,8,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
48,Misbah-ul-Haq,RS Bopara,Shoaib Malik,0,0,0,42,3,6,3,0,,,8,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
49,Misbah-ul-Haq,RS Bopara,Shoaib Malik,0,0,0,42,3,7,4,0,,,8,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
50,Misbah-ul-Haq,RS Bopara,Shoaib Malik,0,0,0,42,3,8,5,0,,,8,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
51,Misbah-ul-Haq,RS Bopara,Shoaib Malik,4,0,4,46,7,9,6,0,,,8,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
52,Shoaib Malik,GP Swann,Misbah-ul-Haq,1,0,1,47,10,9,1,0,,,9,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
53,Misbah-ul-Haq,GP Swann,Shoaib Malik,1,0,1,48,8,10,2,0,,,9,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
54,Shoaib Malik,GP Swann,Misbah-ul-Haq,2,0,2,50,12,10,3,0,,,9,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
55,Shoaib Malik,GP Swann,Misbah-ul-Haq,0,0,0,50,12,11,4,caught,Shoaib Malik,JM Bairstow,9,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
56,Misbah-ul-Haq,GP Swann,Shahid Afridi,0,0,0,50,8,11,5,0,,,9,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
57,Misbah-ul-Haq,GP Swann,Shahid Afridi,1,0,1,51,9,12,6,0,,,9,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
58,Misbah-ul-Haq,SCJ Broad,Shahid Afridi,0,0,0,51,9,13,1,0,,,10,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
59,Misbah-ul-Haq,SCJ Broad,Shahid Afridi,0,0,0,51,9,14,2,0,,,10,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
60,Misbah-ul-Haq,SCJ Broad,Shahid Afridi,0,0,0,51,9,15,3,0,,,10,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
61,Misbah-ul-Haq,SCJ Broad,Shahid Afridi,0,0,0,51,9,16,4,0,,,10,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
62,Misbah-ul-Haq,SCJ Broad,Shahid Afridi,1,0,1,52,10,17,5,0,,,10,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
63,Shahid Afridi,SCJ Broad,Misbah-ul-Haq,1,0,1,53,1,1,6,0,,,10,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
64,Shahid Afridi,GP Swann,Misbah-ul-Haq,2,0,2,55,3,2,1,0,,,11,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
65,Shahid Afridi,GP Swann,Misbah-ul-Haq,1,0,1,56,4,3,2,0,,,11,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
66,Misbah-ul-Haq,GP Swann,Shahid Afridi,0,0,0,56,10,18,3,0,,,11,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
67,Misbah-ul-Haq,GP Swann,Shahid Afridi,0,0,0,56,10,19,4,0,,,11,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
68,Misbah-ul-Haq,GP Swann,Shahid Afridi,0,0,0,56,10,20,5,0,,,11,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
69,Misbah-ul-Haq,GP Swann,Shahid Afridi,1,0,1,57,11,21,6,0,,,11,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
70,Misbah-ul-Haq,SR Patel,Shahid Afridi,1,0,1,58,12,22,1,0,,,12,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
71,Shahid Afridi,SR Patel,Misbah-ul-Haq,6,0,6,64,10,4,2,0,,,12,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
72,Shahid Afridi,SR Patel,Misbah-ul-Haq,1,0,1,65,11,5,3,0,,,12,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
73,Misbah-ul-Haq,SR Patel,Shahid Afridi,1,0,1,66,13,23,4,0,,,12,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
74,Shahid Afridi,SR Patel,Misbah-ul-Haq,4,0,4,70,15,6,5,0,,,12,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
75,Shahid Afridi,SR Patel,Misbah-ul-Haq,4,0,4,74,19,7,6,0,,,12,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
76,Misbah-ul-Haq,GP Swann,Shahid Afridi,0,0,0,74,13,24,1,caught,Misbah-ul-Haq,JM Bairstow,13,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
77,Shahid Afridi,GP Swann,Hammad Azam,1,0,1,75,20,8,2,0,,,13,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
78,Hammad Azam,GP Swann,Shahid Afridi,0,0,0,75,0,1,3,0,,,13,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
79,Hammad Azam,GP Swann,Shahid Afridi,1,0,1,76,1,2,4,0,,,13,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
80,Shahid Afridi,GP Swann,Hammad Azam,1,0,1,77,21,9,5,0,,,13,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
81,Hammad Azam,GP Swann,Shahid Afridi,1,0,1,78,2,3,6,0,,,13,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
82,Hammad Azam,RS Bopara,Shahid Afridi,0,0,0,78,2,4,1,0,,,14,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
83,Hammad Azam,RS Bopara,Shahid Afridi,0,0,0,78,2,5,2,0,,,14,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
84,Hammad Azam,RS Bopara,Shahid Afridi,4,0,4,82,6,6,3,0,,,14,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
85,Hammad Azam,RS Bopara,Shahid Afridi,6,0,6,88,12,7,4,0,,,14,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
86,Hammad Azam,RS Bopara,Shahid Afridi,1,0,1,89,13,8,5,0,,,14,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
87,Shahid Afridi,RS Bopara,Hammad Azam,0,0,0,89,21,10,6,0,,,14,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
88,Hammad Azam,SCJ Broad,Shahid Afridi,4,0,4,93,17,9,1,0,,,15,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
89,Hammad Azam,SCJ Broad,Shahid Afridi,0,0,0,93,17,10,2,0,,,15,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
90,Hammad Azam,SCJ Broad,Shahid Afridi,0,0,0,93,17,11,3,0,,,15,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
91,Hammad Azam,SCJ Broad,Shahid Afridi,4,0,4,97,21,12,4,0,,,15,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
92,Hammad Azam,SCJ Broad,Shahid Afridi,0,0,0,97,21,13,5,0,,,15,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
93,Hammad Azam,SCJ Broad,Shahid Afridi,0,0,0,97,21,14,6,0,,,15,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
94,Shahid Afridi,RS Bopara,Hammad Azam,0,0,0,97,21,11,1,0,,,16,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
95,Shahid Afridi,RS Bopara,Hammad Azam,1,0,1,98,22,12,2,0,,,16,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
96,Hammad Azam,RS Bopara,Shahid Afridi,0,0,0,98,21,15,3,caught,Hammad Azam,JC Buttler,16,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
97,Shahid Afridi,RS Bopara,Umar Gul,0,0,0,98,22,13,4,0,,,16,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
98,Shahid Afridi,RS Bopara,Umar Gul,0,0,0,98,22,14,5,0,,,16,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
99,Shahid Afridi,RS Bopara,Umar Gul,1,1,2,100,23,15,6,0,,,16,noballs,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
100,Umar Gul,RS Bopara,Shahid Afridi,0,0,0,100,0,1,7,0,,,16,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
101,Shahid Afridi,ST Finn,Umar Gul,1,0,1,101,24,16,1,0,,,17,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
102,Umar Gul,ST Finn,Shahid Afridi,4,0,4,105,4,2,2,0,,,17,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
103,Umar Gul,ST Finn,Shahid Afridi,6,0,6,111,10,3,3,0,,,17,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
104,Umar Gul,ST Finn,Shahid Afridi,0,0,0,111,10,4,4,caught,Umar Gul,C Kieswetter,17,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
105,Shahid Afridi,ST Finn,Saeed Ajmal,0,0,0,111,24,17,5,0,,,17,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
106,Shahid Afridi,ST Finn,Saeed Ajmal,0,0,0,111,24,18,6,run out,Saeed Ajmal,ST Finn,17,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
107,Shahid Afridi,JW Dernbach,Aizaz Cheema,0,0,0,111,24,19,1,0,,,18,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
108,Shahid Afridi,JW Dernbach,Aizaz Cheema,0,0,0,111,24,20,2,0,,,18,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
109,Shahid Afridi,JW Dernbach,Aizaz Cheema,1,0,1,112,25,21,3,0,,,18,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
110,Aizaz Cheema,JW Dernbach,Shahid Afridi,0,0,0,112,0,1,4,0,,,18,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
111,Aizaz Cheema,JW Dernbach,Shahid Afridi,0,0,0,112,0,2,5,0,,,18,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
112,Aizaz Cheema,JW Dernbach,Shahid Afridi,0,0,0,112,0,3,6,0,,,18,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
113,Shahid Afridi,SCJ Broad,Aizaz Cheema,0,0,0,112,25,22,1,0,,,19,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
114,Shahid Afridi,SCJ Broad,Aizaz Cheema,0,0,0,112,25,23,2,caught,Shahid Afridi,EJG Morgan,19,-,bat,England,2,Dubai International Cricket Stadium,2012-02-25,England,Pakistan,England
