,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
15,CR Ervine,BJ McCarthy,W Madhevere,0,0,0,18,,1,3,1,3,-,0,,,2,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
16,CR Ervine,BJ McCarthy,W Madhevere,0,0,0,18,,1,4,1,4,-,0,,,2,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
17,CR Ervine,BJ McCarthy,W Madhevere,2,0,2,20,,3,5,1,5,-,0,,,2,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
18,CR Ervine,BJ McCarthy,W Madhevere,0,0,0,20,,3,6,1,6,-,0,,,2,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
19,W Madhevere,C Campher,CR Ervine,0,0,0,20,,11,12,1,1,-,0,,,3,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
20,W Madhevere,C Campher,CR Ervine,4,0,4,24,,15,13,1,2,-,0,,,3,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
21,W Madhevere,C Campher,CR Ervine,1,0,1,25,,16,14,1,3,-,0,,,3,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
22,CR Ervine,C Campher,W Madhevere,1,0,1,26,,4,7,1,4,-,0,,,3,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
23,W Madhevere,C Campher,CR Ervine,1,0,1,27,,17,15,1,5,-,0,,,3,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
24,CR Ervine,C Campher,W Madhevere,4,0,4,31,,8,8,1,6,-,0,,,3,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
25,W Madhevere,J Little,CR Ervine,0,0,0,31,,17,16,1,1,-,0,,,4,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
26,W Madhevere,J Little,CR Ervine,1,0,1,32,,18,17,1,2,-,0,,,4,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
27,CR Ervine,J Little,W Madhevere,1,0,1,33,,9,9,1,3,-,0,,,4,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
28,W Madhevere,J Little,CR Ervine,4,0,4,37,,22,18,1,4,-,0,,,4,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
29,W Madhevere,J Little,CR Ervine,0,0,0,37,,22,19,1,5,-,0,,,4,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
30,W Madhevere,J Little,CR Ervine,0,0,0,37,,22,20,2,6,-,caught,W Madhevere,GJ Delany,4,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
31,CR Ervine,Simi Singh,SC Williams,0,0,0,37,,9,10,2,1,-,0,,,5,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
32,CR Ervine,Simi Singh,SC Williams,0,0,0,37,,9,11,2,2,-,0,,,5,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
33,CR Ervine,Simi Singh,SC Williams,0,0,0,37,,9,12,3,3,-,stumped,CR Ervine,L Tucker,5,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
34,Sikandar Raza,Simi Singh,SC Williams,1,0,1,38,,1,1,3,4,-,0,,,5,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
35,SC Williams,Simi Singh,Sikandar Raza,0,1,1,39,,0,1,3,5,wides,0,,,5,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
36,SC Williams,Simi Singh,Sikandar Raza,1,0,1,40,,1,2,3,6,-,0,,,5,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
37,Sikandar Raza,Simi Singh,SC Williams,1,0,1,41,,2,2,3,7,-,0,,,5,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
38,Sikandar Raza,BJ McCarthy,SC Williams,1,0,1,42,,3,3,3,1,-,0,,,6,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
39,SC Williams,BJ McCarthy,Sikandar Raza,0,0,0,42,,1,3,3,2,-,0,,,6,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
40,SC Williams,BJ McCarthy,Sikandar Raza,0,0,0,42,,1,4,3,3,-,0,,,6,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
41,SC Williams,BJ McCarthy,Sikandar Raza,0,0,0,42,,1,5,3,4,-,0,,,6,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
42,SC Williams,BJ McCarthy,Sikandar Raza,1,0,1,43,,2,6,3,5,-,0,,,6,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
43,Sikandar Raza,BJ McCarthy,SC Williams,0,0,0,43,,3,4,3,6,-,0,,,6,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
44,SC Williams,GJ Delany,Sikandar Raza,1,0,1,44,,3,7,3,1,-,0,,,7,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
45,Sikandar Raza,GJ Delany,SC Williams,4,0,4,48,,7,5,3,2,-,0,,,7,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
46,Sikandar Raza,GJ Delany,SC Williams,1,0,1,49,,8,6,3,3,-,0,,,7,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
47,SC Williams,GJ Delany,Sikandar Raza,1,0,1,50,,4,8,3,4,-,0,,,7,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
48,Sikandar Raza,GJ Delany,SC Williams,0,0,0,50,,8,7,3,5,-,0,,,7,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
49,Sikandar Raza,GJ Delany,SC Williams,1,0,1,51,,9,8,3,6,-,0,,,7,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
50,Sikandar Raza,C Campher,SC Williams,1,0,1,52,,10,9,3,1,-,0,,,8,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
51,SC Williams,C Campher,Sikandar Raza,1,0,1,53,,5,9,3,2,-,0,,,8,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
52,Sikandar Raza,C Campher,SC Williams,6,0,6,59,,16,10,3,3,-,0,,,8,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
53,Sikandar Raza,C Campher,SC Williams,0,0,0,59,,16,11,3,4,-,0,,,8,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
54,Sikandar Raza,C Campher,SC Williams,0,0,0,59,,16,12,3,5,-,0,,,8,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
55,Sikandar Raza,C Campher,SC Williams,6,0,6,65,,22,13,3,6,-,0,,,8,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
56,SC Williams,Simi Singh,Sikandar Raza,1,0,1,66,,6,10,3,1,-,0,,,9,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
57,Sikandar Raza,Simi Singh,SC Williams,2,0,2,68,,24,14,3,2,-,0,,,9,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
58,Sikandar Raza,Simi Singh,SC Williams,4,0,4,72,,28,15,3,3,-,0,,,9,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
59,Sikandar Raza,Simi Singh,SC Williams,1,0,1,73,,29,16,3,4,-,0,,,9,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
60,SC Williams,Simi Singh,Sikandar Raza,6,0,6,79,,12,11,3,5,-,0,,,9,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
61,SC Williams,Simi Singh,Sikandar Raza,0,0,0,79,,12,12,4,6,-,caught,SC Williams,HT Tector,9,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
62,Sikandar Raza,J Little,M Shumba,0,0,0,79,,29,17,4,1,-,0,,,10,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
63,Sikandar Raza,J Little,M Shumba,1,0,1,80,,30,18,4,2,-,0,,,10,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
64,M Shumba,J Little,Sikandar Raza,1,0,1,81,,1,1,4,3,-,0,,,10,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
65,Sikandar Raza,J Little,M Shumba,1,0,1,82,,31,19,4,4,-,0,,,10,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
66,M Shumba,J Little,Sikandar Raza,0,0,0,82,,1,2,4,5,-,0,,,10,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
67,M Shumba,J Little,Sikandar Raza,2,0,2,84,,3,3,4,6,-,0,,,10,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
68,Sikandar Raza,MR Adair,M Shumba,0,0,0,84,,31,20,4,1,-,0,,,11,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
69,Sikandar Raza,MR Adair,M Shumba,2,0,2,86,,33,21,4,2,-,0,,,11,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
70,Sikandar Raza,MR Adair,M Shumba,6,0,6,92,,39,22,4,3,-,0,,,11,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
71,Sikandar Raza,MR Adair,M Shumba,4,0,4,96,,43,23,4,4,-,0,,,11,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
72,Sikandar Raza,MR Adair,M Shumba,1,0,1,97,,44,24,4,5,-,0,,,11,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
73,M Shumba,MR Adair,Sikandar Raza,2,0,2,99,,5,4,4,6,-,0,,,11,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
74,Sikandar Raza,GJ Delany,M Shumba,0,0,0,99,,44,25,4,1,-,0,,,12,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
75,Sikandar Raza,GJ Delany,M Shumba,0,1,1,100,,44,26,4,2,wides,0,,,12,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
76,Sikandar Raza,GJ Delany,M Shumba,6,0,6,106,,50,27,4,3,-,0,,,12,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
77,Sikandar Raza,GJ Delany,M Shumba,2,0,2,108,,52,28,4,4,-,0,,,12,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
78,Sikandar Raza,GJ Delany,M Shumba,4,0,4,112,,56,29,4,5,-,0,,,12,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
79,Sikandar Raza,GJ Delany,M Shumba,0,0,0,112,,56,30,4,6,-,0,,,12,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
80,Sikandar Raza,GJ Delany,M Shumba,0,0,0,112,,56,31,4,7,-,0,,,12,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
81,M Shumba,Simi Singh,Sikandar Raza,0,0,0,112,,5,5,4,1,-,0,,,13,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
82,M Shumba,Simi Singh,Sikandar Raza,4,0,4,116,,9,6,4,2,-,0,,,13,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
83,M Shumba,Simi Singh,Sikandar Raza,1,0,1,117,,10,7,4,3,-,0,,,13,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
84,Sikandar Raza,Simi Singh,M Shumba,1,0,1,118,,57,32,4,4,-,0,,,13,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
85,M Shumba,Simi Singh,Sikandar Raza,1,0,1,119,,11,8,4,5,-,0,,,13,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
86,Sikandar Raza,Simi Singh,M Shumba,6,0,6,125,,63,33,4,6,-,0,,,13,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
87,M Shumba,C Campher,Sikandar Raza,0,1,1,126,,11,9,4,1,byes,0,,,14,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
88,Sikandar Raza,C Campher,M Shumba,1,0,1,127,,64,34,4,2,-,0,,,14,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
89,M Shumba,C Campher,Sikandar Raza,2,0,2,129,,13,10,4,3,-,0,,,14,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
90,M Shumba,C Campher,Sikandar Raza,1,0,1,130,,14,11,4,4,-,0,,,14,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
91,Sikandar Raza,C Campher,M Shumba,0,0,0,130,,64,35,4,5,-,0,,,14,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
92,Sikandar Raza,C Campher,M Shumba,0,0,0,130,,64,36,4,6,-,0,,,14,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
93,M Shumba,MR Adair,Sikandar Raza,1,0,1,131,,15,12,4,1,-,0,,,15,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
94,Sikandar Raza,MR Adair,M Shumba,1,0,1,132,,65,37,4,2,-,0,,,15,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
95,M Shumba,MR Adair,Sikandar Raza,1,0,1,133,,16,13,4,3,-,0,,,15,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
96,Sikandar Raza,MR Adair,M Shumba,3,0,3,136,,68,38,4,4,-,0,,,15,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
97,M Shumba,MR Adair,Sikandar Raza,0,1,1,137,,16,14,4,5,wides,0,,,15,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
98,M Shumba,MR Adair,Sikandar Raza,0,0,0,137,,16,15,5,6,-,caught,M Shumba,J Little,15,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
99,RP Burl,MR Adair,Sikandar Raza,0,0,0,137,,0,1,5,7,-,0,,,15,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
100,Sikandar Raza,BJ McCarthy,RP Burl,1,0,1,138,,69,39,5,1,-,0,,,16,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
101,RP Burl,BJ McCarthy,Sikandar Raza,0,0,0,138,,0,2,5,2,-,0,,,16,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
102,RP Burl,BJ McCarthy,Sikandar Raza,1,0,1,139,,1,3,5,3,-,0,,,16,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
103,Sikandar Raza,BJ McCarthy,RP Burl,0,0,0,139,,69,40,5,4,-,0,,,16,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
104,Sikandar Raza,BJ McCarthy,RP Burl,2,0,2,141,,71,41,5,5,-,0,,,16,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
105,Sikandar Raza,BJ McCarthy,RP Burl,0,0,0,141,,71,42,5,6,-,0,,,16,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
106,RP Burl,J Little,Sikandar Raza,0,0,0,141,,1,4,6,1,-,caught,RP Burl,MR Adair,17,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
107,LM Jongwe,J Little,Sikandar Raza,1,0,1,142,,1,1,6,2,-,0,,,17,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
108,Sikandar Raza,J Little,LM Jongwe,4,0,4,146,,75,43,6,3,-,0,,,17,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
109,Sikandar Raza,J Little,LM Jongwe,2,0,2,148,,77,44,6,4,-,0,,,17,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
110,Sikandar Raza,J Little,LM Jongwe,1,0,1,149,,78,45,6,5,-,0,,,17,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
