,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,N Dickwella,A Nehra,MD Gunathilaka,0,0,0,0,101,0,1,0,1,-,0,,,0,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
1,N Dickwella,A Nehra,MD Gunathilaka,4,0,4,4,97,4,2,0,2,-,0,,,0,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
2,N Dickwella,A Nehra,MD Gunathilaka,0,0,0,4,97,4,3,1,3,-,caught,N Dickwella,S Dhawan,0,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
3,MD Gunathilaka,A Nehra,LD Chandimal,0,1,1,5,96,0,1,1,4,legbyes,0,,,0,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
4,LD Chandimal,A Nehra,MD Gunathilaka,0,1,1,6,95,0,1,1,5,wides,0,,,0,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
5,LD Chandimal,A Nehra,MD Gunathilaka,0,0,0,6,95,0,2,1,6,-,0,,,0,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
6,LD Chandimal,A Nehra,MD Gunathilaka,4,0,4,10,91,4,3,1,7,-,0,,,0,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
7,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,10,91,0,2,1,1,-,0,,,1,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
8,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,10,91,0,3,1,2,-,0,,,1,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
9,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,10,91,0,4,1,3,-,0,,,1,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
10,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,10,91,0,5,1,4,-,0,,,1,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
11,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,10,91,0,6,1,5,-,0,,,1,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
12,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,10,91,0,7,1,6,-,0,,,1,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
13,LD Chandimal,A Nehra,MD Gunathilaka,0,0,0,10,91,4,4,1,1,-,0,,,2,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
14,LD Chandimal,A Nehra,MD Gunathilaka,1,0,1,11,90,5,5,1,2,-,0,,,2,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
15,MD Gunathilaka,A Nehra,LD Chandimal,0,0,0,11,90,0,8,1,3,-,0,,,2,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
16,MD Gunathilaka,A Nehra,LD Chandimal,6,0,6,17,84,6,9,1,4,-,0,,,2,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
17,MD Gunathilaka,A Nehra,LD Chandimal,0,0,0,17,84,6,10,1,5,-,0,,,2,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
18,MD Gunathilaka,A Nehra,LD Chandimal,0,0,0,17,84,6,11,1,6,-,0,,,2,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
19,LD Chandimal,JJ Bumrah,MD Gunathilaka,1,0,1,18,83,6,6,1,1,-,0,,,3,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
20,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,18,83,6,12,1,2,-,0,,,3,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
21,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,18,83,6,13,1,3,-,0,,,3,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
22,MD Gunathilaka,JJ Bumrah,LD Chandimal,0,0,0,18,83,6,14,1,4,-,0,,,3,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
23,MD Gunathilaka,JJ Bumrah,LD Chandimal,1,0,1,19,82,7,15,1,5,-,0,,,3,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
24,LD Chandimal,JJ Bumrah,MD Gunathilaka,2,0,2,21,80,8,7,1,6,-,0,,,3,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
25,MD Gunathilaka,A Nehra,LD Chandimal,2,0,2,23,78,9,16,1,1,-,0,,,4,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
26,MD Gunathilaka,A Nehra,LD Chandimal,0,0,0,23,78,9,17,1,2,-,0,,,4,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
27,MD Gunathilaka,A Nehra,LD Chandimal,0,0,0,23,78,9,18,2,3,-,caught,MD Gunathilaka,S Dhawan,4,field,Sri Lanka,2,Maharashtra Cricket Association Stadium,2016,02,India_Sri Lanka_2016-02-09,Sri Lanka,Sri Lanka,India,105
