,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,CJ Chibhabha,BB Sran,H Masakadza,0,0,0,0,,0,1,0,1,0,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
1,CJ Chibhabha,BB Sran,H Masakadza,0,0,0,0,,0,2,0,2,0,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
2,CJ Chibhabha,BB Sran,H Masakadza,4,0,4,4,,4,3,0,3,0,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
3,CJ Chibhabha,BB Sran,H Masakadza,1,0,1,5,,5,4,0,4,0,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
4,H Masakadza,BB Sran,CJ Chibhabha,0,0,0,5,,0,1,0,5,0,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
5,H Masakadza,BB Sran,CJ Chibhabha,0,0,0,5,,0,2,0,6,0,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
6,CJ Chibhabha,DS Kulkarni,H Masakadza,4,0,4,9,,9,5,0,1,1,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
7,CJ Chibhabha,DS Kulkarni,H Masakadza,0,0,0,9,,9,6,0,2,1,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
8,CJ Chibhabha,DS Kulkarni,H Masakadza,1,0,1,10,,10,7,0,3,1,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
9,H Masakadza,DS Kulkarni,CJ Chibhabha,0,0,0,10,,0,3,0,4,1,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
10,H Masakadza,DS Kulkarni,CJ Chibhabha,0,0,0,10,,0,4,0,5,1,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
11,H Masakadza,DS Kulkarni,CJ Chibhabha,0,1,1,11,,0,5,0,6,1,wides,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
12,H Masakadza,DS Kulkarni,CJ Chibhabha,0,0,0,11,,0,6,0,7,1,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
13,CJ Chibhabha,BB Sran,H Masakadza,0,0,0,11,,10,8,0,1,2,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
14,CJ Chibhabha,BB Sran,H Masakadza,0,1,1,12,,10,9,0,2,2,legbyes,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
15,H Masakadza,BB Sran,CJ Chibhabha,0,1,1,13,,0,7,0,3,2,wides,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
16,H Masakadza,BB Sran,CJ Chibhabha,0,1,1,14,,0,8,0,4,2,legbyes,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
17,CJ Chibhabha,BB Sran,H Masakadza,0,0,0,14,,10,10,0,5,2,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
18,CJ Chibhabha,BB Sran,H Masakadza,0,0,0,14,,10,11,1,6,2,-,caught,CJ Chibhabha,AT Rayudu,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
19,H Masakadza,BB Sran,PJ Moor,1,0,1,15,,1,9,1,7,2,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
20,H Masakadza,DS Kulkarni,PJ Moor,0,0,0,15,,1,10,1,1,3,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
21,H Masakadza,DS Kulkarni,PJ Moor,4,0,4,19,,5,11,1,2,3,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
22,H Masakadza,DS Kulkarni,PJ Moor,1,0,1,20,,6,12,1,3,3,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
23,PJ Moor,DS Kulkarni,H Masakadza,0,0,0,20,,0,1,1,4,3,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
24,PJ Moor,DS Kulkarni,H Masakadza,1,0,1,21,,1,2,1,5,3,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
25,H Masakadza,DS Kulkarni,PJ Moor,4,0,4,25,,10,13,1,6,3,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
26,PJ Moor,BB Sran,H Masakadza,0,1,1,26,,1,3,1,1,4,legbyes,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
27,H Masakadza,BB Sran,PJ Moor,0,0,0,26,,10,14,2,2,4,-,bowled,H Masakadza,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
28,Sikandar Raza,BB Sran,PJ Moor,1,0,1,27,,1,1,2,3,4,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
29,PJ Moor,BB Sran,Sikandar Raza,1,0,1,28,,2,4,2,4,4,-,0,,,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
30,Sikandar Raza,BB Sran,PJ Moor,0,0,0,28,,1,2,3,5,4,-,caught,Sikandar Raza,KL Rahul,bat,Zimbabwe,1,Harare Sports Club,2016,06,Zimbabwe_India_2016-06-20,India,Zimbabwe,India,False,99
