,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,KL Rahul,BA Stokes,RG Sharma,4,0,4,4,,4,1,0,-,1.0,0,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
1,KL Rahul,BA Stokes,RG Sharma,1,0,1,5,,5,2,0,-,2.0,0,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
2,RG Sharma,BA Stokes,KL Rahul,0,0,0,5,,0,1,0,-,3.0,0,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
3,RG Sharma,BA Stokes,KL Rahul,1,0,1,6,,1,2,0,-,4.0,0,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
4,KL Rahul,BA Stokes,RG Sharma,0,0,0,6,,5,3,0,-,5.0,0,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
5,KL Rahul,BA Stokes,RG Sharma,0,0,0,6,,5,4,0,-,6.0,0,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
6,RG Sharma,CR Woakes,KL Rahul,0,0,0,6,,1,3,0,-,1.0,1,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
7,RG Sharma,CR Woakes,KL Rahul,2,0,2,8,,3,4,0,-,2.0,1,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
8,RG Sharma,CR Woakes,KL Rahul,1,0,1,9,,4,5,0,-,3.0,1,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
9,KL Rahul,CR Woakes,RG Sharma,0,0,0,9,,5,5,1,-,4.0,1,caught,KL Rahul,JC Buttler,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
10,V Kohli,CR Woakes,RG Sharma,0,0,0,9,,0,1,1,-,5.0,1,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
11,V Kohli,CR Woakes,RG Sharma,1,0,1,10,,1,2,1,-,6.0,1,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Right arm Fast
12,V Kohli,SM Curran,RG Sharma,0,0,0,10,,1,3,1,-,1.0,2,0,,,,field,England,1,Adelaide Oval,2022,11,India_England_2022-11-10,England,India,England,False,168,Right hand Bat,Right hand Bat,Left arm Medium
