,batter,batter_runs,balls_faced,innings,wickets_fallen,bowling_team,first_ball,strike_rate,last_ball,expected_wickets,expected_runs
3357,CJ Jordan,1,1,1,6,Australia,117,100.0,120,0.16,18.928625
3358,CJ Jordan,14,8,1,6,Australia,102,175.0,120,2.82,18.67531560283688
3359,CJ Jordan,4,6,1,5,Australia,102,66.67,115,1.6814228317351476,19.77071404799166
3360,CJ Jordan,7,3,1,6,Australia,113,233.33,120,1.0957047195585794,21.082349640061953
3361,CJ Jordan,5,3,1,6,Bangladesh,116,166.67,120,0.4,18.928624999999997
3362,CJ Jordan,3,10,1,6,Bangladesh,89,30.0,102,6.7230828020928195,8.13014529331471
3363,CJ Jordan,0,1,1,7,India,107,0.0,111,0.96,18.928625
3364,CJ Jordan,3,3,1,6,India,109,100.0,120,1.12,18.928625
3365,CJ Jordan,0,0,1,6,India,119,0.0,120,0.0,0.0
3366,CJ Jordan,11,3,1,6,India,114,366.67,120,0.48,18.928625
3367,CJ Jordan,8,6,1,5,New Zealand,95,133.33,106,2.9685637756468637,10.505339402116931
3368,CJ Jordan,6,1,1,7,New Zealand,119,600.0,120,0.13357047195585792,20.695367467994995
3369,CJ Jordan,0,0,1,8,Pakistan,120,0.0,120,0.0,0.0
3370,CJ Jordan,2,3,1,6,Pakistan,94,66.67,97,0.2609870977578696,17.242269976789725
3371,CJ Jordan,14,8,1,6,Pakistan,94,175.0,111,3.8759418581811036,19.53692102995983
3372,CJ Jordan,16,14,2,5,South Africa,89,114.29,111,5.158076105783826,19.797472527692033
3373,CJ Jordan,5,3,2,6,South Africa,111,166.67,115,1.0671409439117157,19.370899521694433
3374,CJ Jordan,0,0,1,8,South Africa,118,0.0,120,0.0,0.0
3375,CJ Jordan,0,1,1,6,South Africa,120,0.0,120,0.16,18.928625
3376,CJ Jordan,5,4,2,6,Sri Lanka,101,125.0,111,2.962845663470295,19.884400570158373
3377,CJ Jordan,2,1,1,8,Sri Lanka,120,200.0,120,0.13690380528919122,19.78272257866763
3378,CJ Jordan,8,2,1,6,Sri Lanka,114,400.0,120,0.1071409439117158,23.333750000000013
3379,CJ Jordan,12,13,1,6,West Indies,84,92.31,120,4.749986607382011,19.624160593449723
3380,CJ Jordan,28,23,1,6,West Indies,62,121.74,99,7.653736403058737,14.795171147355616
3381,CJ Jordan,27,15,1,5,West Indies,88,180.0,112,5.1510315200415375,19.44205924781303
3382,CJ Jordan,0,0,1,6,West Indies,118,0.0,120,0.0,0.0
3383,CJ Jordan,0,1,2,6,India,119,0.0,120,0.32,18.928625
3384,CJ Jordan,0,2,2,7,India,95,0.0,96,2.408800914269388,19.711483717367088
3385,CJ Jordan,12,9,2,6,India,99,133.33,119,3.68,18.928624999999997
3386,CJ Jordan,11,10,2,5,India,94,110.0,117,4.1628456634702955,19.608884546527094
3387,CJ Jordan,26,17,2,6,India,78,152.94,117,6.4302103533865465,18.925559711418728
3388,CJ Jordan,1,1,2,8,India,87,100.0,87,5.112845663470296,13.345965141784772
3389,CJ Jordan,6,6,2,6,New Zealand,100,100.0,107,3.092550709946114,19.800309111525277
3390,CJ Jordan,36,19,2,6,New Zealand,70,189.47,96,7.144896945521578,18.58106156215645
3391,CJ Jordan,12,3,2,7,New Zealand,64,400.0,66,0.48,18.928625
3392,CJ Jordan,2,3,2,6,New Zealand,81,66.67,85,7.158089498401814,14.510412313675364
3393,CJ Jordan,1,2,2,6,Pakistan,108,50.0,109,2.0285637756468633,19.85927210356192
3394,CJ Jordan,4,2,2,6,Pakistan,115,200.0,118,0.48,18.928625
3395,CJ Jordan,15,15,1,6,South Africa,76,100.0,99,10.48475616506848,11.153054792975839
3396,CJ Jordan,1,2,1,7,South Africa,108,50.0,112,0.88,18.928625
3397,CJ Jordan,0,0,2,7,South Africa,117,0.0,120,0.0,0.0
3398,CJ Jordan,7,3,1,6,South Africa,109,233.33,117,1.6,18.928624999999997
3399,CJ Jordan,3,3,2,6,South Africa,117,100.0,119,0.56,18.928625
3400,CJ Jordan,0,1,2,8,South Africa,116,0.0,117,0.64,18.928625
3401,CJ Jordan,5,4,2,6,South Africa,88,125.0,98,3.3364161354261532,19.848114657178897
3402,CJ Jordan,14,9,2,7,South Africa,83,155.56,94,4.8310566706913205,15.89814718298663
3403,CJ Jordan,27,9,1,6,West Indies,110,300.0,120,1.7878523597792897,19.588591758395197
3404,CJ Jordan,6,7,2,8,West Indies,99,85.71,110,3.52,18.928625
3405,CJ Jordan,7,10,2,6,West Indies,92,70.0,116,4.195512003219722,19.256445920783825
3406,CH Gayle,88,48,2,0,Australia,1,183.33,87,9.438922071192994,33.570717886004374
3407,CH Gayle,5,5,2,0,Australia,1,100.0,9,9.650432617391587,35.6709075797935
3408,CH Gayle,12,14,1,0,Australia,1,85.71,22,8.37215714845791,32.11259598125443
3409,CH Gayle,54,33,1,0,Australia,1,163.64,61,9.175078882434107,23.029391104694678
3410,CH Gayle,75,41,1,0,Australia,1,182.93,120,9.677026759955368,28.328806646935885
3411,CH Gayle,8,7,1,0,Australia,1,114.29,9,11.650010145388443,26.58959830370787
3412,CH Gayle,53,35,2,0,Australia,1,151.43,73,10.112621299225578,31.297894050896357
3413,CH Gayle,67,38,2,1,Australia,4,176.32,72,8.828547912617903,35.21734412922322
3414,CH Gayle,1,3,2,1,Australia,30,33.33,44,7.054378457563459,40.61599497724744
3415,CH Gayle,0,3,1,0,Bangladesh,1,0.0,3,8.991973411918863,38.85229682028695
3416,CH Gayle,6,7,1,0,Bangladesh,1,85.71,18,10.683372047546463,29.495236017018396
3417,CH Gayle,48,48,1,0,Bangladesh,0,100.0,109,10.06134361983685,31.75384144222089
3418,CH Gayle,5,8,1,0,England,1,62.5,10,10.610860440794305,31.418600014594492
3419,CH Gayle,61,37,1,0,England,1,164.86,76,11.081100497619401,29.594604802154162
3420,CH Gayle,15,8,2,0,England,0,187.5,11,7.303427664332087,32.8930648787318
3421,CH Gayle,2,8,1,0,England,1,25.0,14,10.718637430551702,30.121306191376796
3422,CH Gayle,58,35,1,0,England,1,165.71,66,10.000372927386255,31.665649101224666
3423,CH Gayle,100,48,2,0,England,0,208.33,109,10.301441521477233,31.555729294999182
3424,CH Gayle,4,2,2,0,England,1,200.0,9,10.442571042279358,31.27986859533991
3425,CH Gayle,22,28,2,0,India,1,78.57,46,9.262150876813632,34.91271998273093
3426,CH Gayle,34,33,1,0,India,1,103.03,78,10.096585081454414,33.97874501450553
3427,CH Gayle,5,6,2,0,India,1,83.33,7,9.349581051036576,37.51567777051488
3428,CH Gayle,10,12,1,0,New Zealand,1,83.33,22,10.992442455102145,28.284624756501476
3429,CH Gayle,67,41,2,0,New Zealand,1,163.41,85,9.751420499130901,37.538708338198
3430,CH Gayle,1,4,2,0,New Zealand,1,25.0,8,9.423189564451459,36.49633466967399
3431,CH Gayle,85,50,1,0,New Zealand,1,170.0,120,10.885716577263725,29.742177990948832
3432,CH Gayle,53,39,1,0,New Zealand,1,135.9,92,10.391301015252866,26.602025058675803
3433,CH Gayle,30,14,1,0,New Zealand,0,214.29,38,10.148111413565525,31.785500459604037
3434,CH Gayle,12,8,2,0,New Zealand,1,150.0,16,10.170681803722397,33.142893122133565
3435,CH Gayle,0,2,2,1,New Zealand,1,0.0,5,8.837966980563092,37.34030130750432
3436,CH Gayle,5,4,1,0,Pakistan,1,125.0,13,8.9419508055439,35.59061964450634
3437,CH Gayle,16,20,2,1,Pakistan,3,80.0,36,10.690338651448492,32.94811057760784
3438,CH Gayle,117,57,1,0,South Africa,1,205.26,98,12.563948567491275,25.56950295317445
3439,CH Gayle,5,8,2,0,South Africa,1,62.5,19,9.274057476828098,36.84908152163854
3440,CH Gayle,77,31,2,0,South Africa,1,248.39,65,11.095349117797179,28.330768744878185
3441,CH Gayle,90,41,2,0,South Africa,1,219.51,82,10.262637588185616,32.88504413217481
3442,CH Gayle,4,2,2,0,South Africa,1,200.0,5,9.689233371839618,36.97073919605551
3443,CH Gayle,32,24,2,1,South Africa,43,133.33,90,5.619780062545265,28.905342947963746
3444,CH Gayle,8,6,2,1,South Africa,21,133.33,27,8.981298454202127,30.05018499009186
3445,CH Gayle,11,9,2,1,South Africa,14,122.22,43,10.270225321518028,28.61108600843897
3446,CH Gayle,63,50,2,0,Sri Lanka,1,126.0,106,9.920262365886057,31.36331364278492
3447,CH Gayle,2,9,1,0,Sri Lanka,1,22.22,31,9.587446939563154,28.748345804410636
3448,CH Gayle,3,16,1,0,Sri Lanka,1,18.75,35,10.736219336014058,27.2903925329806
3449,CH Gayle,3,13,2,0,Sri Lanka,1,23.08,25,8.286556256200168,34.69361953403668
3450,CH Gayle,0,1,2,2,Sri Lanka,21,0.0,21,7.447693357093202,30.335266124353225
3451,CH Gayle,16,14,2,1,Sri Lanka,18,114.29,37,9.848702296095448,26.92892545905722
3452,CH Gayle,13,20,2,1,Sri Lanka,29,65.0,69,9.160903310484048,25.5897548587502
3453,CH Gayle,1,5,2,0,Sri Lanka,1,20.0,8,11.922871700511624,28.86746655046458
3454,CH Gayle,4,2,1,0,Australia,0,200.0,2,7.203920905156991,45.60377943139571
3455,CH Gayle,4,10,1,1,Australia,9,40.0,35,7.691339532954473,36.023568952178266
3456,CH Gayle,13,16,1,1,Australia,17,81.25,46,8.33350799063576,39.94719515167864
3457,CH Gayle,21,7,1,1,Australia,26,300.0,39,9.476176262734779,32.13131980220553
3458,CH Gayle,15,9,1,0,Australia,1,166.67,14,9.787894015746259,32.95723160478106
3459,CH Gayle,4,10,1,0,Bangladesh,0,40.0,26,9.095322253144587,38.460663653677265
3460,CH Gayle,25,12,2,0,England,1,208.33,21,5.691183703004578,42.35296777940013
3461,CH Gayle,43,35,1,0,England,1,122.86,69,11.15139628550601,26.51895533336624
3462,CH Gayle,36,30,2,0,England,1,120.0,62,10.085410563756907,29.711902961774435
3463,CH Gayle,40,21,1,0,England,1,190.48,39,11.970339869766775,27.083921052136066
3464,CH Gayle,15,12,1,0,England,1,125.0,24,11.423768930116875,29.421648149229625
3465,CH Gayle,5,4,2,0,England,1,125.0,15,7.609918841687641,36.05613485611762
3466,CH Gayle,13,13,1,1,England,10,100.0,36,4.382776867684411,38.6674122631157
3467,CH Gayle,98,65,1,0,India,1,150.77,118,10.889911602589837,30.961678322514054
3468,CH Gayle,18,20,2,0,India,1,90.0,50,11.69655726170692,27.198378367411557
3469,CH Gayle,18,19,1,0,Ireland,1,94.74,33,10.237365209109745,30.937137000658193
3470,CH Gayle,5,6,1,0,Pakistan,1,83.33,17,10.192801741813843,33.75151393249605
3471,CH Gayle,1,3,2,0,Pakistan,1,33.33,14,9.785122635360416,33.48681485256938
3472,CH Gayle,7,7,1,1,Pakistan,12,100.0,37,2.104213797499432,29.23499507184303
3473,CH Gayle,1,2,1,0,Pakistan,1,50.0,8,0.2336666252604787,26.342272856204428
3474,CH Gayle,12,6,1,0,Pakistan,1,200.0,18,0.8251961310109157,25.882949758664672
3475,CH Gayle,14,16,2,0,South Africa,1,87.5,31,10.224567362260135,34.84327672532929
3476,CH Gayle,0,2,2,0,South Africa,1,0.0,6,10.918444272563866,29.668424540480267
3477,CH Gayle,5,8,1,1,South Africa,14,62.5,21,10.275716342230853,27.49364332284262
3478,CH Gayle,12,12,1,2,South Africa,75,100.0,103,4.354261987363199,24.933233304536177
3479,CH Gayle,5,4,2,0,Sri Lanka,1,125.0,14,11.25688515443871,30.20270130995687
3480,E Lewis,68,41,1,0,Afghanistan,1,165.85,70,12.07686868322124,28.766168541905287
3481,E Lewis,14,22,2,0,Afghanistan,1,63.64,58,12.182006179234218,29.688804510418922
3482,E Lewis,24,22,2,0,Afghanistan,1,109.09,48,11.572873827845234,30.77035188469716
3483,E Lewis,31,14,2,0,Australia,1,221.43,29,12.23747157733209,29.573459493901375
3484,E Lewis,2,5,2,0,Bangladesh,1,40.0,8,8.919914352444831,31.039750950536092
3485,E Lewis,1,3,2,0,Bangladesh,1,33.33,8,11.310318953346046,33.218173735838846
3486,E Lewis,18,11,2,0,Bangladesh,1,163.64,20,8.32724639107699,34.039858638473575
3487,E Lewis,1,6,2,0,Bangladesh,1,16.67,13,11.857106804184388,33.9134728767133
3488,E Lewis,89,36,1,0,Bangladesh,1,247.22,56,10.832191366177856,34.17674572810177
3489,E Lewis,100,49,1,0,India,0,204.08,95,11.223083469859544,31.803986930916686
3490,E Lewis,7,6,1,0,India,1,116.67,20,6.45938170937681,28.385311203057768
3491,E Lewis,0,4,1,0,India,1,0.0,12,10.244219430484836,33.965236918351756
3492,E Lewis,0,2,2,0,India,1,0.0,8,9.565783038487666,34.064778459737816
3493,E Lewis,40,17,1,0,India,1,235.29,34,12.179912774394124,30.51723742894289
3494,E Lewis,40,35,2,0,India,1,114.29,59,12.120504635894514,29.626434772078174
3495,E Lewis,1,3,1,0,Pakistan,1,33.33,5,10.363023211350095,31.83814445562893
3496,E Lewis,3,6,2,0,Pakistan,1,50.0,22,11.849506495736847,31.963940450707142
3497,E Lewis,35,33,2,0,Pakistan,1,106.06,84,12.396275429098498,28.736091904171705
3498,E Lewis,71,35,2,0,South Africa,1,202.86,71,10.244457776178024,31.548957208019196
3499,E Lewis,21,15,2,0,South Africa,1,140.0,20,11.91895945165635,32.1445451303014
3500,E Lewis,27,21,2,0,South Africa,1,128.57,46,12.443924055245608,31.882623056732353
3501,E Lewis,52,33,2,0,South Africa,1,157.58,57,12.327923308370366,31.751134413225248
3502,E Lewis,28,9,2,0,Sri Lanka,1,311.11,20,10.01577777817473,30.149414921926393
3503,E Lewis,6,6,2,0,Sri Lanka,1,100.0,17,11.281024242729028,29.888947381468636
3504,E Lewis,21,18,2,0,Sri Lanka,1,116.67,28,11.644802610267638,30.037137743459006
3505,E Lewis,8,6,2,0,Sri Lanka,1,133.33,12,12.285158660522885,30.680870342455748
3506,E Lewis,0,2,1,0,Australia,1,0.0,8,11.219845405049627,29.59676252317589
3507,E Lewis,79,33,1,0,Australia,1,239.39,66,13.904602593152644,28.120144921836786
3508,E Lewis,29,26,1,0,Australia,1,111.54,57,11.261111425616667,29.86827030544023
3509,E Lewis,6,9,1,0,Bangladesh,0,66.67,18,11.372168146697623,33.751838264145015
3510,E Lewis,51,28,1,0,England,1,182.14,61,11.546473456092327,30.748685418981236
3511,E Lewis,6,5,1,0,England,1,120.0,9,6.463700763691897,31.904133179923576
3512,E Lewis,125,62,2,0,India,1,201.61,111,11.584440662889337,29.861408942097363
3513,E Lewis,10,11,1,0,India,1,90.91,19,11.143263255600228,32.21357171289987
3514,E Lewis,53,29,2,0,Ireland,1,182.76,54,12.22038493030605,31.682736035574575
3515,E Lewis,2,3,2,0,Ireland,1,66.67,13,5.550052721820577,30.837523277410945
3516,E Lewis,46,25,2,0,Ireland,1,184.0,64,8.48059140048481,31.89951351559454
3517,E Lewis,13,18,1,1,Ireland,17,72.22,65,10.128621506617659,30.57319298560787
3518,E Lewis,10,10,1,0,Pakistan,1,100.0,14,11.841009044564382,29.33953505925904
3519,E Lewis,3,6,2,0,Pakistan,1,50.0,10,12.507500754130435,29.57417051346935
3520,E Lewis,91,50,2,0,Pakistan,1,182.0,88,10.841782191340208,29.20607188114501
3521,E Lewis,7,8,1,0,Pakistan,1,87.5,17,11.911089464532136,29.685395366467322
3522,E Lewis,6,5,1,0,Pakistan,1,120.0,13,2.8238106710422386,28.703142470272088
3523,E Lewis,7,5,1,0,South Africa,1,140.0,13,11.691554808341566,31.455984770956885
3524,E Lewis,56,35,1,0,South Africa,1,160.0,63,11.79071823984487,30.649202419135637
3525,E Lewis,15,18,1,1,Zimbabwe,22,83.33,59,9.311290674635819,31.770164882278266
3526,MN Samuels,50,32,1,2,Australia,33,156.25,93,4.265555569178546,31.043993649226145
3527,MN Samuels,26,20,1,1,Australia,18,130.0,44,7.458071200336467,28.77347698025713
3528,MN Samuels,12,15,2,2,Australia,74,80.0,99,3.9537086751246284,25.391458564365646
3529,MN Samuels,27,14,1,2,Bangladesh,83,192.86,102,2.8884653457693936,23.39773959863726
3530,MN Samuels,58,42,1,1,Bangladesh,27,138.1,116,7.043521083229658,28.73665423986925
3531,MN Samuels,85,43,1,1,Bangladesh,19,197.67,120,7.791390636847144,28.80208302465615
3532,MN Samuels,18,21,1,2,Bangladesh,73,85.71,115,3.496792920694335,30.258062859207225
3533,MN Samuels,26,13,2,2,Bangladesh,13,200.0,34,6.051668870075325,32.30179380213955
3534,MN Samuels,10,3,2,2,Bangladesh,23,333.33,28,7.516121672084836,31.560761034646877
3535,MN Samuels,2,7,2,1,Bangladesh,24,28.57,36,7.128969331986819,32.287573319641496
3536,MN Samuels,51,26,1,2,England,62,196.15,110,4.570719794238088,32.19343486894466
3537,MN Samuels,42,20,1,2,England,54,210.0,86,5.239444577980139,31.950917221942714
3538,MN Samuels,4,7,1,1,England,37,57.14,54,6.016281703948704,26.12416069161845
3539,MN Samuels,35,35,1,2,England,33,100.0,120,6.697497024288333,26.969009369465596
3540,MN Samuels,4,4,1,2,England,32,100.0,38,6.818522500235213,30.623990753538884
3541,MN Samuels,2,8,1,1,England,67,25.0,82,4.30915063064858,29.04360295735656
3542,MN Samuels,37,26,2,1,England,3,142.31,40,9.778817968681444,28.828405529468288
3543,MN Samuels,85,66,2,1,England,8,128.79,118,9.24710810520925,29.887277931173934
3544,MN Samuels,18,22,1,1,India,48,81.82,87,6.4734553163058735,23.955197405841297
3545,MN Samuels,8,7,2,1,India,8,114.29,18,9.018287392214567,30.435963954415243
3546,MN Samuels,1,1,1,6,India,120,100.0,120,0.075046904315197,36.850021
3547,MN Samuels,5,10,1,1,India,21,50.0,61,3.8186062610080334,26.319422095502755
3548,MN Samuels,4,4,1,5,New Zealand,114,100.0,120,0.2626641651031895,36.850021
3549,MN Samuels,24,21,1,2,New Zealand,24,114.29,64,7.935750458546814,29.027460125325348
3550,MN Samuels,20,18,1,2,Pakistan,24,111.11,64,7.829657015394144,23.851656545468618
3551,MN Samuels,4,2,1,2,Pakistan,15,200.0,16,7.337803808708489,27.382873028239946
3552,MN Samuels,1,5,2,2,Pakistan,23,20.0,33,8.205212410599895,28.6881494616652
3553,MN Samuels,42,59,1,2,Pakistan,16,71.19,120,6.985247208196974,27.566614932974343
3554,MN Samuels,18,19,2,1,Pakistan,5,94.74,48,8.156541888741621,28.703842044035685
3555,MN Samuels,12,22,2,1,Pakistan,14,54.55,61,8.692441148863281,29.95142509927103
3556,MN Samuels,6,4,1,1,South Africa,82,150.0,86,2.7014540337711077,34.66963673235523
3557,MN Samuels,1,3,2,3,South Africa,32,33.33,35,3.0393996247654784,36.850021
3558,MN Samuels,4,7,1,1,South Africa,20,57.14,32,7.926172068749866,31.959375572823458
3559,MN Samuels,41,32,2,1,South Africa,38,128.12,100,6.7068505991227685,28.72222023630525
3560,MN Samuels,60,39,2,1,South Africa,11,153.85,91,9.11815688927667,31.593587771974892
3561,MN Samuels,6,8,2,1,South Africa,32,75.0,42,6.830145874512938,30.629761624954835
3562,MN Samuels,43,44,2,2,South Africa,33,97.73,113,6.898238447397032,29.918307633722982
3563,MN Samuels,50,35,1,1,Sri Lanka,30,142.86,116,6.201528777235849,30.05445216736946
3564,MN Samuels,78,56,1,1,Sri Lanka,6,139.29,103,9.445882663733798,26.19002996404062
3565,MN Samuels,18,29,2,2,Sri Lanka,30,62.07,83,6.067715680437178,25.363630747594883
3566,MN Samuels,10,13,2,1,Sri Lanka,3,76.92,26,9.511409246853438,31.654519554986337
3567,MN Samuels,1,1,1,1,Sri Lanka,39,100.0,40,6.43970097461356,31.829586623360296
3568,MN Samuels,3,12,2,1,Sri Lanka,33,25.0,51,6.908489609484719,30.2246094013557
3569,MN Samuels,2,3,1,5,Australia,86,66.67,91,2.4887429643527206,33.69436747832643
3570,MN Samuels,69,46,1,1,England,39,150.0,120,6.448175583877855,30.67700273152907
3571,MN Samuels,28,35,2,1,England,28,80.0,97,7.002518310170478,31.39240059975627
3572,MN Samuels,15,13,2,1,England,2,115.38,26,9.391391536475307,29.11675431036577
3573,MN Samuels,10,13,1,1,England,40,76.92,65,6.859863384442863,29.03442515366888
3574,MN Samuels,27,29,2,2,India,27,93.1,93,8.096964697763688,26.59124351369178
3575,MN Samuels,36,29,2,1,India,51,124.14,111,5.285179973064489,29.471658636760566
3576,MN Samuels,16,17,1,1,Ireland,26,94.12,62,7.026102129745037,32.024914503792616
3577,MN Samuels,10,16,1,1,Ireland,26,62.5,54,7.5192523680946115,31.2608911754832
3578,MN Samuels,4,12,1,2,Pakistan,75,33.33,101,3.567427952170478,26.04738799096551
3579,MN Samuels,25,22,1,1,Pakistan,4,113.64,38,10.136297067265852,24.339690161285723
3580,MN Samuels,1,4,2,1,Pakistan,11,25.0,19,9.358715586549838,25.67199395879628
3581,MN Samuels,7,14,1,1,Pakistan,15,50.0,39,8.482080956023239,25.894610195158602
3582,MN Samuels,44,35,2,1,Pakistan,11,125.71,78,8.868716999904501,26.963664530345817
3583,MN Samuels,18,19,2,1,Pakistan,9,94.74,48,8.262177197729537,26.01357061902072
3584,MN Samuels,22,21,1,1,Pakistan,18,104.76,74,8.449905324092299,25.254233250586545
3585,MN Samuels,31,25,1,1,Pakistan,14,124.0,69,8.27141119341677,25.7099925305678
3586,CAK Walton,19,19,2,0,Bangladesh,1,100.0,29,21.908327570477294,11.829497215900622
3587,CAK Walton,9,8,2,5,New Zealand,67,112.5,81,8.623015873015873,14.59798774045099
3588,CAK Walton,0,3,1,3,New Zealand,59,0.0,63,7.615782271182148,17.62414092481213
3589,CAK Walton,7,9,2,0,New Zealand,1,77.78,17,29.26763028112997,9.301355708853439
3590,CAK Walton,0,1,2,1,New Zealand,1,0.0,1,25.290527082176702,9.814664961052934
3591,CAK Walton,0,1,1,2,Pakistan,15,0.0,15,9.457737973487616,20.226861913098286
3592,CAK Walton,6,4,2,0,Pakistan,1,150.0,4,24.93429694779664,9.32221832789796
3593,CAK Walton,40,29,2,0,Pakistan,1,137.93,49,29.120453431253186,9.170288526943034
3594,CAK Walton,13,8,1,2,England,62,162.5,82,14.72222222222222,9.714180226415095
3595,CAK Walton,18,18,1,0,Pakistan,1,100.0,44,22.880566837766672,10.562626429389185
3596,CAK Walton,21,25,2,0,Pakistan,1,84.0,49,24.781711941611718,10.382379579191676
3597,CAK Walton,1,4,2,0,Pakistan,1,25.0,8,21.13976752151737,10.640248989069999
3598,CAK Walton,40,31,1,0,Pakistan,1,129.03,49,22.619733480083248,11.13346628163159
3599,CAK Walton,0,9,1,0,Pakistan,1,0.0,13,24.049024859824613,9.91547064340051
3600,KA Pollard,32,22,1,3,Afghanistan,71,145.45,120,4.875442909255175,23.91055380398438
3601,KA Pollard,7,7,2,3,Afghanistan,59,100.0,71,6.252495857334978,25.42141948219517
3602,KA Pollard,11,12,2,4,Afghanistan,76,91.67,104,4.478830835187802,26.56160377064379
3603,KA Pollard,12,9,2,2,Australia,11,133.33,24,11.58034175113011,25.447459697917942
3604,KA Pollard,5,9,1,2,Australia,25,55.56,48,6.050588182521502,27.683259039817283
3605,KA Pollard,10,7,1,4,Australia,94,142.86,105,1.314138515716708,26.71874355714356
3606,KA Pollard,38,15,1,3,Australia,96,253.33,120,1.4841406266270265,28.273122672589658
3607,KA Pollard,26,17,1,2,Australia,67,152.94,97,5.74823351211681,24.800829628701244
3608,KA Pollard,15,9,1,3,Bangladesh,72,166.67,88,5.685011897750499,23.781640642387543
3609,KA Pollard,9,6,2,3,England,14,150.0,28,7.625050143580483,25.59073138217722
3610,KA Pollard,23,13,1,4,England,93,176.92,120,3.007264474094119,26.17765769461093
3611,KA Pollard,1,5,1,2,England,83,20.0,91,4.287256220915511,24.684193000576336
3612,KA Pollard,1,4,2,3,England,46,25.0,51,8.183398894870281,25.750250318616576
3613,KA Pollard,18,16,2,4,England,82,112.5,120,4.34959401993162,24.918242829868504
3614,KA Pollard,22,13,1,2,India,94,169.23,118,2.664772049332364,30.26715550405425
3615,KA Pollard,13,7,1,4,India,62,185.71,71,3.2212761331646216,23.343866496203006
3616,KA Pollard,6,11,2,4,India,49,54.55,64,6.617341842355739,31.114262328437142
3617,KA Pollard,49,49,1,2,India,13,100.0,117,9.622070529931696,27.29674337586304
3618,KA Pollard,8,8,2,3,India,81,100.0,93,2.7146751605134987,26.859891400858245
3619,KA Pollard,37,19,1,3,India,62,194.74,105,5.595533892609469,26.802684583518666
3620,KA Pollard,68,39,2,3,India,20,174.36,90,10.133853703430772,26.16798187151879
3621,KA Pollard,3,3,2,3,India,112,100.0,120,0.8181818181818182,29.884579999999996
3622,KA Pollard,5,7,2,3,India,42,71.43,51,8.705700973584454,23.34973951170573
3623,KA Pollard,7,4,2,4,New Zealand,86,175.0,93,3.60180580205027,25.242035522361316
3624,KA Pollard,38,24,2,4,New Zealand,70,158.33,117,5.4685547369379846,26.16622798588305
3625,KA Pollard,63,28,1,2,New Zealand,80,225.0,120,3.9628492602309917,26.081645607174913
3626,KA Pollard,28,22,1,4,New Zealand,65,127.27,107,6.393188685422529,23.798441980434756
3627,KA Pollard,28,15,2,4,New Zealand,58,186.67,77,6.567507568962239,26.641749272874883
3628,KA Pollard,9,17,1,5,Pakistan,28,52.94,63,8.341546653775152,24.723468987212957
3629,KA Pollard,18,13,2,4,Pakistan,61,138.46,89,6.890874326250994,24.707935733407894
3630,KA Pollard,16,17,1,5,Pakistan,77,94.12,120,3.1307877239235204,20.464993365856557
3631,KA Pollard,13,14,2,4,Pakistan,84,92.86,116,3.8783566693436007,25.20752430346903
3632,KA Pollard,6,4,2,6,South Africa,97,150.0,104,2.342245989304813,26.905662465753426
3633,KA Pollard,8,9,2,3,South Africa,92,88.89,116,2.685732695599967,23.303462069228257
3634,KA Pollard,7,5,2,2,South Africa,83,140.0,95,3.6329238530882244,27.981299391559634
3635,KA Pollard,20,23,2,4,South Africa,58,86.96,114,5.8915072475548325,26.082413810791095
3636,KA Pollard,1,4,2,3,South Africa,53,25.0,59,6.864801536825523,27.025857776770188
3637,KA Pollard,1,2,2,4,South Africa,71,50.0,75,5.311269075257598,27.57618902840023
3638,KA Pollard,13,15,2,3,South Africa,58,86.67,87,6.284561002859652,28.04180433920686
3639,KA Pollard,19,10,2,5,Sri Lanka,106,190.0,120,1.4117647058823528,27.001574583333333
3640,KA Pollard,3,10,2,5,Sri Lanka,68,30.0,81,5.223896110655048,23.116020579677624
3641,KA Pollard,1,6,1,3,Sri Lanka,88,16.67,95,1.9954139725678859,24.884675903165594
3642,KA Pollard,2,4,1,3,Sri Lanka,85,50.0,92,3.73481692767337,21.733520430027035
3643,KA Pollard,26,18,2,4,Sri Lanka,49,144.44,79,7.61267546496446,26.852512095227524
3644,KA Pollard,5,4,1,5,Sri Lanka,102,125.0,110,1.6900949392767302,27.09803984124063
3645,KA Pollard,34,15,1,3,Sri Lanka,93,226.67,116,2.6751481131938677,24.190668053417877
3646,KA Pollard,38,11,2,3,Sri Lanka,23,345.45,40,8.531956317728703,23.281964018878174
3647,KA Pollard,13,15,2,5,Sri Lanka,62,86.67,101,5.714558030486685,25.13520717327759
3648,KA Pollard,0,3,2,2,Sri Lanka,42,0.0,48,8.517950919275048,23.172438051192586
3649,KA Pollard,0,1,2,5,Sri Lanka,80,0.0,85,3.8286846425368317,27.33367716873622
3650,KA Pollard,13,14,1,5,Australia,58,92.86,75,5.277639829491992,25.332732872919298
3651,KA Pollard,54,26,1,3,Australia,66,207.69,120,3.764473947813777,29.82767620565151
3652,KA Pollard,1,3,1,1,Australia,41,33.33,48,8.200499032849189,26.246920966371675
3653,KA Pollard,44,31,1,4,Australia,58,141.94,116,5.772329104184394,24.223993032316415
3654,KA Pollard,14,18,1,3,Bangladesh,41,77.78,120,7.928422437102742,28.078746026220998
3655,KA Pollard,4,1,2,4,England,108,400.0,108,0.37499864411927397,35.32180771242209
