,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,BA King,BC Fortuin,J Charles,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Left arm Orthodox
1,BA King,BC Fortuin,J Charles,4,0,4,4,,4,2,0,-,2.0,0,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Left arm Orthodox
2,BA King,BC Fortuin,J Charles,0,0,0,4,,4,3,0,-,3.0,0,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Left arm Orthodox
3,BA King,BC Fortuin,J Charles,1,0,1,5,,5,4,0,-,4.0,0,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Left arm Orthodox
4,J Charles,BC Fortuin,BA King,0,0,0,5,,0,1,0,-,5.0,0,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Left arm Orthodox
5,J Charles,BC Fortuin,BA King,0,0,0,5,,0,2,0,-,6.0,0,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Left arm Orthodox
6,BA King,L Ngidi,J Charles,0,1,1,6,,5,4,0,wides,0.0,1,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
7,BA King,L Ngidi,J Charles,4,0,4,10,,9,5,0,-,1.0,1,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
8,BA King,L Ngidi,J Charles,0,0,0,10,,9,6,0,-,2.0,1,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
9,BA King,L Ngidi,J Charles,0,0,0,10,,9,7,0,-,3.0,1,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
10,BA King,L Ngidi,J Charles,0,0,0,10,,9,8,0,-,4.0,1,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
11,BA King,L Ngidi,J Charles,6,0,6,16,,15,9,0,-,5.0,1,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
12,BA King,L Ngidi,J Charles,1,0,1,17,,16,10,0,-,6.0,1,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
13,BA King,G Coetzee,J Charles,0,0,0,17,,16,11,0,-,1.0,2,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
14,BA King,G Coetzee,J Charles,0,0,0,17,,16,12,0,-,2.0,2,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
15,BA King,G Coetzee,J Charles,0,4,4,21,,16,13,0,legbyes,3.0,2,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
16,BA King,G Coetzee,J Charles,6,0,6,27,,22,14,0,-,4.0,2,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
17,BA King,G Coetzee,J Charles,4,0,4,31,,26,15,0,-,5.0,2,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
18,BA King,G Coetzee,J Charles,0,1,1,32,,26,15,0,wides,5.0,2,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
19,BA King,G Coetzee,J Charles,2,0,2,34,,28,16,0,-,6.0,2,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Fast
20,J Charles,OEG Baartman,BA King,1,0,1,35,,1,3,0,-,1.0,3,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium
21,BA King,OEG Baartman,J Charles,1,0,1,36,,29,17,0,-,2.0,3,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium
22,J Charles,OEG Baartman,BA King,0,0,0,36,,1,4,0,-,3.0,3,0,,,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium
23,J Charles,OEG Baartman,BA King,0,0,0,36,,1,5,1,-,4.0,3,caught,J Charles,RD Rickelton,,field,South Africa,1,"Sabina Park, Kingston, Jamaica",2024,05,West Indies_South Africa_2024-05-23,West Indies,West Indies,South Africa,True,175,Right hand Bat,Right hand Bat,Right arm Medium
