,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Shafali Verma,Fariha Trisna,S Mandhana,2,0,2,2,,2,1,0,-,1.0,0,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Left arm Medium
1,Shafali Verma,Fariha Trisna,S Mandhana,0,0,0,2,,2,2,0,-,2.0,0,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Left arm Medium
2,Shafali Verma,Fariha Trisna,S Mandhana,0,0,0,2,,2,3,0,-,3.0,0,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Left arm Medium
3,Shafali Verma,Fariha Trisna,S Mandhana,1,0,1,3,,3,4,0,-,4.0,0,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Left arm Medium
4,S Mandhana,Fariha Trisna,Shafali Verma,1,0,1,4,,1,1,0,-,5.0,0,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Left hand Bat,Right hand Bat,Left arm Medium
5,Shafali Verma,Fariha Trisna,S Mandhana,0,0,0,4,,3,5,0,-,6.0,0,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Left arm Medium
6,S Mandhana,Sultana Khatun,Shafali Verma,1,0,1,5,,2,2,0,-,1.0,1,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Left hand Bat,Right hand Bat,Right arm Offbreak
7,Shafali Verma,Sultana Khatun,S Mandhana,4,0,4,9,,7,6,0,-,2.0,1,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Right arm Offbreak
8,Shafali Verma,Sultana Khatun,S Mandhana,0,0,0,9,,7,7,0,-,3.0,1,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Right arm Offbreak
9,Shafali Verma,Sultana Khatun,S Mandhana,1,0,1,10,,8,8,0,-,4.0,1,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Right arm Offbreak
10,S Mandhana,Sultana Khatun,Shafali Verma,0,0,0,10,,2,3,0,-,5.0,1,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Left hand Bat,Right hand Bat,Right arm Offbreak
11,S Mandhana,Sultana Khatun,Shafali Verma,1,0,1,11,,3,4,0,-,6.0,1,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Left hand Bat,Right hand Bat,Right arm Offbreak
12,S Mandhana,Fariha Trisna,Shafali Verma,4,0,4,15,,7,5,0,-,1.0,2,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Left hand Bat,Right hand Bat,Left arm Medium
13,S Mandhana,Fariha Trisna,Shafali Verma,0,0,0,15,,7,6,0,-,2.0,2,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Left hand Bat,Right hand Bat,Left arm Medium
14,S Mandhana,Fariha Trisna,Shafali Verma,1,0,1,16,,8,7,0,-,3.0,2,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Left hand Bat,Right hand Bat,Left arm Medium
15,Shafali Verma,Fariha Trisna,S Mandhana,0,0,0,16,,8,9,0,-,4.0,2,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Left arm Medium
16,Shafali Verma,Fariha Trisna,S Mandhana,0,1,1,17,,8,9,0,wides,4.0,2,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Left arm Medium
17,Shafali Verma,Fariha Trisna,S Mandhana,1,0,1,18,,9,10,0,-,5.0,2,0,,,bat,India,1,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-09,India,India,Bangladesh,True,156,Right hand Bat,Left hand Bat,Left arm Medium
