,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Dilara Akter,TR Sadhu,Murshida Khatun,0,0,0,0,122,0,1,0,-,1.0,0,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
1,Dilara Akter,TR Sadhu,Murshida Khatun,4,0,4,4,118,4,2,0,-,2.0,0,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
2,Dilara Akter,TR Sadhu,Murshida Khatun,0,1,1,5,117,4,2,0,wides,2.0,0,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
3,Dilara Akter,TR Sadhu,Murshida Khatun,0,0,0,5,117,4,3,0,-,3.0,0,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
4,Dilara Akter,TR Sadhu,Murshida Khatun,0,0,0,5,117,4,4,0,-,4.0,0,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
5,Dilara Akter,TR Sadhu,Murshida Khatun,0,1,1,6,116,4,4,0,wides,4.0,0,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
6,Dilara Akter,TR Sadhu,Murshida Khatun,0,0,0,6,116,4,5,0,-,5.0,0,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
7,Dilara Akter,TR Sadhu,Murshida Khatun,1,0,1,7,115,5,6,0,-,6.0,0,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
8,Dilara Akter,P Vastrakar,Murshida Khatun,0,0,0,7,115,5,7,0,-,1.0,1,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
9,Dilara Akter,P Vastrakar,Murshida Khatun,2,0,2,9,113,7,8,0,-,2.0,1,0,,,field,Bangladesh,2,Sylhet International Cricket Stadium,2024,05,India_Bangladesh_2024-05-06,India,Bangladesh,India,False,68,Right hand Bat,Left hand Bat,Right arm Medium
