,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Dilara Akter,Renuka Singh,Murshida Khatun,0,0,0,0,,0,1,0,-,1.0,0,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium
1,Dilara Akter,Renuka Singh,Murshida Khatun,4,0,4,4,,4,2,0,-,2.0,0,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium
2,Dilara Akter,Renuka Singh,Murshida Khatun,0,2,2,6,,4,2,0,wides,2.0,0,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium
3,Murshida Khatun,Renuka Singh,Dilara Akter,0,0,0,6,,0,1,0,-,3.0,0,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium
4,Murshida Khatun,Renuka Singh,Dilara Akter,1,0,1,7,,1,2,0,-,4.0,0,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium
5,Dilara Akter,Renuka Singh,Murshida Khatun,4,0,4,11,,8,3,0,-,5.0,0,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium
6,Dilara Akter,Renuka Singh,Murshida Khatun,0,0,0,11,,8,4,0,-,6.0,0,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium
7,Murshida Khatun,DB Sharma,Dilara Akter,0,0,0,11,,1,3,0,-,1.0,1,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak
8,Murshida Khatun,DB Sharma,Dilara Akter,0,0,0,11,,1,4,0,-,2.0,1,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak
9,Murshida Khatun,DB Sharma,Dilara Akter,1,0,1,12,,2,5,0,-,3.0,1,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Offbreak
10,Dilara Akter,DB Sharma,Murshida Khatun,2,0,2,14,,10,5,0,-,4.0,1,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak
11,Dilara Akter,DB Sharma,Murshida Khatun,0,0,0,14,,10,6,1,-,5.0,1,caught,Dilara Akter,Renuka Singh,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak
12,S Mostary,DB Sharma,Murshida Khatun,0,0,0,14,,0,1,1,-,6.0,1,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Offbreak
13,Murshida Khatun,Renuka Singh,S Mostary,4,0,4,18,,6,6,1,-,1.0,2,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium
14,Murshida Khatun,Renuka Singh,S Mostary,0,1,1,19,,6,6,1,wides,1.0,2,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium
15,Murshida Khatun,Renuka Singh,S Mostary,0,0,0,19,,6,7,1,-,2.0,2,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium
16,Murshida Khatun,Renuka Singh,S Mostary,1,0,1,20,,7,8,1,-,3.0,2,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium
17,S Mostary,Renuka Singh,Murshida Khatun,4,0,4,24,,4,2,1,-,4.0,2,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium
18,S Mostary,Renuka Singh,Murshida Khatun,0,0,0,24,,4,3,1,-,5.0,2,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium
19,S Mostary,Renuka Singh,Murshida Khatun,0,2,2,26,,4,3,1,wides,5.0,2,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Right hand Bat,Left hand Bat,Right arm Medium
20,Murshida Khatun,Renuka Singh,S Mostary,0,0,0,26,,7,9,1,-,6.0,2,0,,,bat,Bangladesh,1,Sylhet International Cricket Stadium,2024,04,Bangladesh_India_2024-04-30,India,Bangladesh,India,False,119,Left hand Bat,Right hand Bat,Right arm Medium
