batting_team,batter,won,innings,wickets_fallen,bowling_team,venue,net_run_rate,first_ball
Australia,AJ Finch,1.0,1,0,Pakistan,"Punjab Cricket Association IS Bindra Stadium, Mohali",1.0500000000000007,1
Australia,AJ Finch,0.0,1,0,Pakistan,Harare Sports Club,-0.522413793103448,1
Australia,AJ Finch,1.0,2,0,Pakistan,Manuka Oval,0.6621621621621614,1
Australia,AJ Finch,1.0,2,0,Pakistan,Perth Stadium,3.9112676056338014,1
Australia,AJ Finch,0.0,1,0,South Africa,Adelaide Oval,-0.431578947368421,1
Australia,AJ Finch,1.0,2,0,South Africa,Melbourne Cricket Ground,3.0026315789473683,1
Australia,AJ Finch,1.0,2,0,South Africa,Stadium Australia,0.1113445378151265,1
Australia,AJ Finch,0.0,1,0,Sri Lanka,Stadium Australia,-0.5305309734513282,1
Australia,AJ Finch,0.0,2,0,Sri Lanka,Melbourne Cricket Ground,-0.1166666666666671,1
Australia,AJ Finch,0.0,1,0,Sri Lanka,Melbourne Cricket Ground,-0.1999999999999993,1
Australia,AJ Finch,0.0,1,0,Sri Lanka,"Simonds Stadium, South Geelong",-0.1500000000000003,1
Australia,AJ Finch,1.0,1,0,Sri Lanka,Adelaide Oval,2.05,1
Australia,AJ Finch,1.0,1,0,Sri Lanka,Adelaide Oval,6.7,1
Australia,AJ Finch,1.0,2,0,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",3.226923076923077,1
Australia,AJ Finch,1.0,2,0,Sri Lanka,Melbourne Cricket Ground,1.1075471698113208,1
Australia,AJ Finch,1.0,1,0,Sri Lanka,Sydney Cricket Ground,1.0289473684210524,1
Australia,AJ Finch,-1.0,1,0,Sri Lanka,Sydney Cricket Ground,0.0,1
Australia,AJ Finch,0.0,1,0,Sri Lanka,Melbourne Cricket Ground,-0.1151260504201685,1
Australia,AJ Finch,0.0,1,0,Sri Lanka,Pallekele International Cricket Stadium,-0.1243697478991592,1
Australia,AJ Finch,0.0,2,0,West Indies,"Brisbane Cricket Ground, Woolloongabba",-1.3500000000000014,1
Australia,AJ Finch,0.0,1,0,West Indies,Shere Bangla National Stadium,-0.2016949152542366,1
Australia,AJ Finch,0.0,1,0,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-2.523033707865168,1
Australia,AJ Finch,1.0,1,0,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",0.1999999999999993,1
Australia,AJ Finch,1.0,1,1,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1.5500000000000007,12
Australia,AJ Finch,1.0,1,0,Zimbabwe,Harare Sports Club,4.999999999999999,1
Australia,AJ Finch,1.0,2,0,Bangladesh,Shere Bangla National Stadium,1.378571428571428,1
Australia,AJ Finch,1.0,2,0,Bangladesh,Dubai International Cricket Stadium,8.66578947368421,1
Australia,AJ Finch,1.0,1,0,England,The Rose Bowl,1.950000000000001,1
Australia,AJ Finch,0.0,2,0,England,Riverside Ground,-1.3499999999999996,1
Australia,AJ Finch,1.0,2,3,England,Melbourne Cricket Ground,2.6672413793103456,80
Australia,AJ Finch,0.0,2,0,England,Edgbaston,-1.4000000000000004,1
Australia,AJ Finch,0.0,2,0,England,The Rose Bowl,-0.0999999999999996,1
Australia,AJ Finch,1.0,2,0,England,The Rose Bowl,0.2371794871794872,1
Australia,AJ Finch,0.0,2,2,England,Perth Stadium,-0.4000000000000003,52
Australia,AJ Finch,0.0,2,0,England,"Manuka Oval, Canberra",-0.4000000000000003,1
Australia,AJ Finch,0.0,1,0,India,Saurashtra Cricket Association Stadium,-0.2211864406779646,1
Australia,AJ Finch,0.0,1,0,India,"Punjab Cricket Association IS Bindra Stadium, Mohali",-0.4000000000000003,1
Australia,AJ Finch,1.0,2,0,India,Barsapara Cricket Stadium,1.970967741935484,0
Australia,AJ Finch,1.0,2,2,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0.0499999999999998,13
Australia,AJ Finch,1.0,2,1,India,M.Chinnaswamy Stadium,0.3644067796610155,15
Australia,AJ Finch,0.0,2,0,India,Manuka Oval,-0.5500000000000007,1
Australia,AJ Finch,1.0,2,0,India,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0.5137931034482754,1
Australia,AJ Finch,1.0,2,3,New Zealand,Eden Park,0.8588495575221238,93
Australia,AJ Finch,1.0,2,3,New Zealand,Eden Park,0.75,64
Australia,AJ Finch,0.0,2,0,New Zealand,Hagley Oval,-2.6499999999999995,1
Australia,AJ Finch,0.0,2,0,New Zealand,University Oval,-0.1999999999999993,1
Australia,AJ Finch,1.0,2,0,New Zealand,Dubai International Cricket Stadium,0.5858407079646035,1
Australia,AJ Finch,0.0,2,0,New Zealand,Sydney Cricket Ground,-4.45,1
Australia,AJ Finch,1.0,2,0,Pakistan,Harare Sports Club,4.999999999999999,1
Australia,AJ Finch,0.0,2,0,Pakistan,Harare Sports Club,-2.249999999999999,1
Australia,AJ Finch,0.0,2,0,Pakistan,Sheikh Zayed Stadium,-3.3,1
Australia,AJ Finch,0.0,2,0,Pakistan,Dubai International Cricket Stadium,-0.5499999999999998,1
Australia,AJ Finch,0.0,2,0,Pakistan,Dubai International Cricket Stadium,-1.6500000000000004,1
Australia,AJ Finch,1.0,2,0,Pakistan,Dubai International Cricket Stadium,0.5157894736842099,1
Australia,AJ Finch,1.0,2,0,Pakistan,"Gaddafi Stadium, Lahore",0.4043478260869566,1
Australia,AJ Finch,1.0,2,0,South Africa,Kingsmead,0.7214285714285698,1
Australia,AJ Finch,1.0,2,0,South Africa,SuperSport Park,2.1999999999999997,1
Australia,AJ Finch,0.0,1,0,South Africa,Kingsmead,-0.3224137931034487,1
Australia,AJ Finch,1.0,2,0,South Africa,New Wanderers Stadium,0.0500000000000007,1
Australia,AJ Finch,0.0,2,0,South Africa,Carrara Oval,-2.1000000000000014,1
Australia,AJ Finch,1.0,1,0,South Africa,The Wanderers Stadium,5.3500000000000005,1
Australia,AJ Finch,0.0,2,0,South Africa,St George's Park,-0.6000000000000005,1
Australia,AJ Finch,1.0,1,0,South Africa,Newlands,4.8500000000000005,1
Australia,AJ Finch,1.0,2,0,South Africa,"Zayed Cricket Stadium, Abu Dhabi",0.2525423728813551,1
Australia,AJ Finch,1.0,2,0,Sri Lanka,Dubai International Cricket Stadium,1.4176470588235288,1
Australia,AJ Finch,1.0,2,1,Sri Lanka,"Manuka Oval, Canberra",1.3163366336633668,2
Australia,AJ Finch,1.0,2,1,Sri Lanka,Melbourne Cricket Ground,0.9215596330275222,26
Australia,AJ Finch,1.0,2,0,Sri Lanka,"R Premadasa Stadium, Colombo",3.171428571428571,1
Australia,AJ Finch,1.0,2,0,Sri Lanka,"R Premadasa Stadium, Colombo",0.8654205607476637,1
Australia,AJ Finch,1.0,2,0,Sri Lanka,Perth Stadium,1.7257575757575765,1
Australia,AJ Finch,0.0,2,0,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-0.9000000000000004,1
Australia,AJ Finch,0.0,2,0,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-2.8000000000000007,1
Australia,AJ Finch,0.0,2,0,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-0.7999999999999989,1
Australia,AJ Finch,1.0,2,0,West Indies,"Zayed Cricket Stadium, Abu Dhabi",2.007142857142858,1
Australia,AJ Finch,1.0,2,2,West Indies,Carrara Oval,0.1113445378151265,13
Australia,AJ Finch,1.0,2,0,Zimbabwe,Harare Sports Club,0.2147058823529422,1
Australia,M Klinger,0.0,1,0,Sri Lanka,Melbourne Cricket Ground,-0.1999999999999993,1
Australia,M Klinger,0.0,1,0,Sri Lanka,"Simonds Stadium, South Geelong",-0.1500000000000003,1
Australia,M Klinger,1.0,1,0,Sri Lanka,Adelaide Oval,2.05,1
Australia,TM Head,0.0,2,2,India,Adelaide Oval,-1.8500000000000003,55
Australia,TM Head,0.0,1,3,India,Sydney Cricket Ground,-0.1500000000000003,56
Australia,TM Head,0.0,1,2,India,JSCA International Stadium Complex,-2.587662337662337,40
Australia,TM Head,1.0,1,0,New Zealand,"Eden Park, Auckland",2.6999999999999997,1
Australia,TM Head,1.0,1,0,New Zealand,"Eden Park, Auckland",1.2624999999999993,1
Australia,TM Head,0.0,1,3,Pakistan,Harare Sports Club,-0.522413793103448,95
Australia,TM Head,1.0,1,0,South Africa,"Kingsmead, Durban",5.550000000000001,1
Australia,TM Head,0.0,1,1,Sri Lanka,Melbourne Cricket Ground,-0.1999999999999993,64
Australia,TM Head,0.0,1,3,Sri Lanka,"Simonds Stadium, South Geelong",-0.1500000000000003,81
Australia,TM Head,1.0,1,2,Sri Lanka,Adelaide Oval,2.05,85
Australia,TM Head,1.0,2,4,England,Bellerive Oval,0.9527027027027036,71
Australia,TM Head,0.0,2,2,England,Edgbaston,-1.4000000000000004,23
Australia,TM Head,1.0,2,2,India,Barsapara Cricket Stadium,1.970967741935484,18
Australia,TM Head,1.0,2,0,India,"Barsapara Cricket Stadium, Guwahati",0.1500000000000003,1
Australia,TM Head,0.0,2,0,India,"Shaheed Veer Narayan Singh International Stadium, Raipur",-0.9999999999999992,1
Australia,TM Head,0.0,2,0,India,"M Chinnaswamy Stadium, Bengaluru",-0.2999999999999998,1
Australia,TM Head,1.0,2,0,New Zealand,"Sky Stadium, Wellington",0.0500000000000007,1
Australia,TM Head,1.0,2,1,Pakistan,Harare Sports Club,4.999999999999999,21
Australia,TM Head,0.0,2,1,Pakistan,Harare Sports Club,-2.249999999999999,27
Australia,TM Head,1.0,2,0,Pakistan,"Gaddafi Stadium, Lahore",0.4043478260869566,1
Australia,TM Head,1.0,2,0,South Africa,"Kingsmead, Durban",3.125842696629213,1
Australia,TM Head,1.0,2,1,South Africa,"Kingsmead, Durban",1.2102803738317771,1
Australia,TM Head,1.0,1,2,Sri Lanka,Pallekele International Cricket Stadium,4.25,81
Australia,TM Head,1.0,2,5,Sri Lanka,R Premadasa Stadium,0.8897196261682243,91
Australia,TM Head,1.0,2,1,Zimbabwe,Harare Sports Club,0.2147058823529422,14
Australia,MC Henriques,0.0,1,2,Bangladesh,"Shere Bangla National Stadium, Mirpur",-0.5392857142857137,35
Australia,MC Henriques,0.0,1,3,India,JSCA International Stadium Complex,-2.587662337662337,60
Australia,MC Henriques,0.0,1,3,India,Sydney Cricket Ground,-0.2152542372881356,77
Australia,MC Henriques,1.0,1,3,India,Sydney Cricket Ground,0.6000000000000014,111
Australia,MC Henriques,1.0,1,6,New Zealand,Sydney Cricket Ground,0.0499999999999998,113
Australia,MC Henriques,0.0,1,2,Sri Lanka,Melbourne Cricket Ground,-0.1999999999999993,70
Australia,MC Henriques,0.0,1,2,Sri Lanka,"Simonds Stadium, South Geelong",-0.1500000000000003,41
Australia,MC Henriques,1.0,1,4,Sri Lanka,Adelaide Oval,2.05,111
Australia,MC Henriques,0.0,1,3,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-2.523033707865168,68
Australia,MC Henriques,1.0,1,3,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",0.1999999999999993,71
Australia,MC Henriques,0.0,2,2,Bangladesh,"Shere Bangla National Stadium, Mirpur",-1.1499999999999997,11
Australia,MC Henriques,0.0,2,2,Bangladesh,"Shere Bangla National Stadium, Mirpur",-0.5,81
Australia,MC Henriques,1.0,2,3,Bangladesh,"Shere Bangla National Stadium, Mirpur",0.3263157894736839,33
Australia,MC Henriques,0.0,2,4,Bangladesh,"Shere Bangla National Stadium, Mirpur",-3.0,54
Australia,MC Henriques,0.0,1,5,India,Saurashtra Cricket Association Stadium,-0.2211864406779646,82
Australia,MC Henriques,1.0,2,1,India,Barsapara Cricket Stadium,1.970967741935484,10
Australia,MC Henriques,0.0,2,3,India,Manuka Oval,-0.5500000000000007,64
Australia,MC Henriques,1.0,2,1,Sri Lanka,R Premadasa Stadium,0.8897196261682243,52
Australia,MC Henriques,0.0,2,3,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-0.9000000000000004,32
Australia,MC Henriques,0.0,2,3,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-2.8000000000000007,48
Australia,MC Henriques,0.0,2,2,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-0.7999999999999989,26
Australia,AJ Turner,0.0,1,4,Bangladesh,"Shere Bangla National Stadium, Mirpur",-0.5392857142857137,98
Australia,AJ Turner,1.0,2,3,Pakistan,Manuka Oval,0.6621621621621614,79
Australia,AJ Turner,0.0,1,3,Sri Lanka,Melbourne Cricket Ground,-0.1999999999999993,92
Australia,AJ Turner,0.0,1,4,Sri Lanka,"Simonds Stadium, South Geelong",-0.1500000000000003,87
Australia,AJ Turner,1.0,1,4,Sri Lanka,Adelaide Oval,2.05,112
Australia,AJ Turner,1.0,1,2,Sri Lanka,Adelaide Oval,6.7,118
Australia,AJ Turner,1.0,2,3,Sri Lanka,Melbourne Cricket Ground,1.1075471698113208,78
Australia,AJ Turner,0.0,1,4,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",-2.523033707865168,72
Australia,AJ Turner,1.0,1,4,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",0.1999999999999993,77
Australia,AJ Turner,0.0,2,5,Bangladesh,"Shere Bangla National Stadium, Mirpur",-1.1499999999999997,81
Australia,AJ Turner,1.0,2,5,Bangladesh,"Shere Bangla National Stadium, Mirpur",0.3263157894736839,58
Australia,AJ Turner,0.0,2,5,Bangladesh,"Shere Bangla National Stadium, Mirpur",-3.0,64
Australia,AJ Turner,1.0,2,4,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0.0499999999999998,93
Australia,AJ Turner,1.0,2,5,South Africa,"Kingsmead, Durban",1.2102803738317771,104
Australia,JP Faulkner,1.0,2,5,Bangladesh,M Chinnaswamy Stadium,0.6864864864864861,99
Australia,JP Faulkner,0.0,2,6,India,Adelaide Oval,-1.8500000000000003,91
Australia,JP Faulkner,0.0,2,5,India,Melbourne Cricket Ground,-1.3499999999999996,93
Australia,JP Faulkner,0.0,2,6,New Zealand,Himachal Pradesh Cricket Association Stadium,-0.3999999999999994,110
Australia,JP Faulkner,1.0,2,4,Pakistan,Dubai International Cricket Stadium,2.128571428571429,53
Australia,JP Faulkner,0.0,1,4,South Africa,Adelaide Oval,-0.431578947368421,63
Australia,JP Faulkner,1.0,2,5,South Africa,Stadium Australia,0.1113445378151265,78
Australia,JP Faulkner,0.0,1,5,Sri Lanka,Melbourne Cricket Ground,-0.1999999999999993,113
Australia,JP Faulkner,0.0,1,5,Sri Lanka,"Simonds Stadium, South Geelong",-0.1500000000000003,97
Australia,JP Faulkner,1.0,1,5,Sri Lanka,Adelaide Oval,2.05,115
Australia,JP Faulkner,0.0,2,5,West Indies,"Brisbane Cricket Ground, Woolloongabba",-1.3500000000000014,88
Australia,JP Faulkner,0.0,1,5,West Indies,Shere Bangla National Stadium,-0.2016949152542366,70
Australia,JP Faulkner,1.0,1,6,England,The Rose Bowl,1.950000000000001,116
Australia,JP Faulkner,0.0,2,6,England,Riverside Ground,-1.3499999999999996,92
Australia,JP Faulkner,0.0,1,7,India,Saurashtra Cricket Association Stadium,-0.2211864406779646,107
Australia,JP Faulkner,0.0,1,5,India,"Punjab Cricket Association IS Bindra Stadium, Mohali",-0.4000000000000003,100
Australia,JP Faulkner,1.0,2,5,South Africa,New Wanderers Stadium,0.0500000000000007,115
Australia,JP Faulkner,1.0,2,2,Sri Lanka,R Premadasa Stadium,0.8897196261682243,56
Sri Lanka,N Dickwella,1.0,2,0,Australia,Melbourne Cricket Ground,0.1999999999999993,1
Sri Lanka,N Dickwella,1.0,2,0,Australia,"Simonds Stadium, South Geelong",0.1500000000000003,1
Sri Lanka,N Dickwella,0.0,1,3,Australia,"Brisbane Cricket Ground, Woolloongabba",-3.226923076923077,54
Sri Lanka,N Dickwella,0.0,1,0,Australia,Melbourne Cricket Ground,-1.1075471698113208,1
Sri Lanka,N Dickwella,1.0,2,3,Bangladesh,"Shere Bangla National Stadium, Mirpur",1.9899999999999984,52
Sri Lanka,N Dickwella,0.0,2,0,England,"R.Premadasa Stadium, Khettarama",-1.5,1
Sri Lanka,N Dickwella,0.0,2,3,England,"The Rose Bowl, Southampton",-4.45,29
Sri Lanka,N Dickwella,1.0,2,0,India,Maharashtra Cricket Association Stadium,0.7833333333333332,1
Sri Lanka,N Dickwella,0.0,1,0,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,-1.9722891566265064,1
Sri Lanka,N Dickwella,0.0,2,0,India,Barabati Stadium,-4.65,1
Sri Lanka,N Dickwella,0.0,2,0,India,Holkar Cricket Stadium,-3.0769230769230766,1
Sri Lanka,N Dickwella,0.0,2,0,New Zealand,Eden Park,-1.7499999999999991,1
Sri Lanka,N Dickwella,0.0,2,0,South Africa,SuperSport Park,-1.9000000000000004,1
Sri Lanka,N Dickwella,1.0,2,0,South Africa,New Wanderers Stadium,0.4008474576271181,1
Sri Lanka,N Dickwella,1.0,2,0,South Africa,Newlands,0.1214285714285718,1
Sri Lanka,N Dickwella,-1.0,1,0,South Africa,Newlands,0.0,1
Sri Lanka,N Dickwella,0.0,2,0,South Africa,SuperSport Park,-0.8000000000000007,1
Sri Lanka,N Dickwella,0.0,2,0,South Africa,The Wanderers Stadium,-3.0500000000000007,1
Sri Lanka,N Dickwella,0.0,1,3,England,"Sophia Gardens, Cardiff",-1.1304123711340202,76
Sri Lanka,N Dickwella,0.0,1,0,India,"R.Premadasa Stadium, Khettarama",-0.5,1
Sri Lanka,N Dickwella,0.0,1,0,India,Wankhede Stadium,-0.4396551724137936,1
Sri Lanka,N Dickwella,0.0,1,2,New Zealand,Pallekele International Cricket Stadium,-0.2743589743589751,56
Sri Lanka,N Dickwella,0.0,1,2,New Zealand,Pallekele International Cricket Stadium,-0.3398305084745754,39
Sri Lanka,N Dickwella,1.0,1,2,New Zealand,Pallekele International Cricket Stadium,1.85,41
Sri Lanka,N Dickwella,0.0,1,0,West Indies,"Coolidge Cricket Ground, Antigua",-3.627215189873419,1
Sri Lanka,N Dickwella,1.0,1,6,West Indies,"Coolidge Cricket Ground, Antigua",2.1500000000000004,117
Sri Lanka,N Dickwella,0.0,1,1,West Indies,"Coolidge Cricket Ground, Antigua",-0.5026315789473683,14
Sri Lanka,WU Tharanga,0.0,1,0,Australia,Newlands,-4.820967741935484,1
Sri Lanka,WU Tharanga,1.0,2,0,Australia,Melbourne Cricket Ground,0.1999999999999993,1
Sri Lanka,WU Tharanga,1.0,2,0,Australia,"Simonds Stadium, South Geelong",0.1500000000000003,1
Sri Lanka,WU Tharanga,0.0,2,0,Australia,Adelaide Oval,-2.05,1
Sri Lanka,WU Tharanga,1.0,1,0,Bangladesh,New Wanderers Stadium,3.1999999999999997,1
Sri Lanka,WU Tharanga,1.0,2,1,Bangladesh,"Shere Bangla National Stadium, Mirpur",1.9899999999999984,30
Sri Lanka,WU Tharanga,1.0,1,0,England,The Rose Bowl,0.0999999999999996,0
Sri Lanka,WU Tharanga,0.0,2,0,India,Barabati Stadium,-4.65,1
Sri Lanka,WU Tharanga,0.0,2,0,India,Holkar Cricket Stadium,-3.0769230769230766,1
Sri Lanka,WU Tharanga,1.0,2,3,India,"R.Premadasa Stadium, Khettarama",0.7594594594594604,54
Sri Lanka,WU Tharanga,1.0,2,0,New Zealand,Westpac Stadium,2.5285714285714302,1
Sri Lanka,WU Tharanga,0.0,1,0,New Zealand,Eden Park,-0.5202702702702702,1
Sri Lanka,WU Tharanga,1.0,2,0,New Zealand,New Wanderers Stadium,0.7203539823008871,1
Sri Lanka,WU Tharanga,0.0,2,0,Pakistan,New Wanderers Stadium,-1.6499999999999997,1
Sri Lanka,WU Tharanga,0.0,1,0,Pakistan,Sheikh Zayed Stadium,-0.2320512820512821,0
Sri Lanka,WU Tharanga,1.0,2,0,South Africa,Newlands,0.1214285714285718,1
Sri Lanka,WU Tharanga,1.0,2,0,Bangladesh,R Premadasa Stadium,0.639380530973451,1
Sri Lanka,WU Tharanga,0.0,2,1,Bangladesh,R Premadasa Stadium,-2.250000000000001,3
Sri Lanka,WU Tharanga,1.0,1,2,Bangladesh,Sylhet International Cricket Stadium,3.75,94
Sri Lanka,WU Tharanga,0.0,1,4,Bangladesh,"R.Premadasa Stadium, Khettarama",-0.2322033898305093,91
Sri Lanka,WU Tharanga,0.0,1,2,Bangladesh,"R.Premadasa Stadium, Khettarama",-0.1172268907563021,25
Sri Lanka,WU Tharanga,0.0,2,1,India,Pallekele International Cricket Stadium,-1.95,6
Sri Lanka,WU Tharanga,0.0,1,0,India,"R.Premadasa Stadium, Khettarama",-0.5,1
Sri Lanka,WU Tharanga,0.0,1,0,India,Wankhede Stadium,-0.4396551724137936,1
Sri Lanka,WU Tharanga,0.0,1,2,India,"R.Premadasa Stadium, Khettarama",-0.742857142857142,20
Sri Lanka,EMDY Munaweera,1.0,2,1,Australia,Melbourne Cricket Ground,0.1999999999999993,6
Sri Lanka,EMDY Munaweera,1.0,2,1,Australia,"Simonds Stadium, South Geelong",0.1500000000000003,6
Sri Lanka,EMDY Munaweera,0.0,2,0,Australia,Adelaide Oval,-2.05,1
Sri Lanka,EMDY Munaweera,0.0,2,0,Pakistan,Gaddafi Stadium,-1.7999999999999998,1
Sri Lanka,EMDY Munaweera,1.0,1,0,Bangladesh,Pallekele International Cricket Stadium,0.8499999999999996,1
Sri Lanka,EMDY Munaweera,1.0,2,1,Bangladesh,R Premadasa Stadium,0.639380530973451,42
Sri Lanka,EMDY Munaweera,0.0,2,0,Bangladesh,R Premadasa Stadium,-2.250000000000001,1
Sri Lanka,EMDY Munaweera,0.0,1,1,India,"R.Premadasa Stadium, Khettarama",-0.5,15
Sri Lanka,EMDY Munaweera,0.0,1,0,Pakistan,Sheikh Zayed Stadium,-0.8423076923076929,1
Sri Lanka,EMDY Munaweera,0.0,1,0,Pakistan,Sheikh Zayed Stadium,-0.1025210084033618,1
Sri Lanka,EMDY Munaweera,0.0,2,1,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",-4.571428571428571,5
Sri Lanka,EMDY Munaweera,1.0,1,0,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",4.1,1
Sri Lanka,DAS Gunaratne,1.0,2,2,Australia,Melbourne Cricket Ground,0.1999999999999993,54
Sri Lanka,DAS Gunaratne,1.0,2,3,Australia,"Simonds Stadium, South Geelong",0.1500000000000003,22
Sri Lanka,DAS Gunaratne,0.0,2,2,Australia,Adelaide Oval,-2.05,46
Sri Lanka,DAS Gunaratne,0.0,1,2,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,-1.9722891566265064,7
Sri Lanka,DAS Gunaratne,0.0,2,3,India,Barabati Stadium,-4.65,45
Sri Lanka,DAS Gunaratne,0.0,2,3,India,Holkar Cricket Stadium,-3.0769230769230766,85
Sri Lanka,DAS Gunaratne,0.0,2,6,South Africa,SuperSport Park,-1.9000000000000004,50
Sri Lanka,DAS Gunaratne,1.0,2,4,South Africa,New Wanderers Stadium,0.4008474576271181,88
Sri Lanka,DAS Gunaratne,1.0,2,5,South Africa,Newlands,0.1214285714285718,106
Sri Lanka,DAS Gunaratne,1.0,2,2,Bangladesh,R Premadasa Stadium,0.639380530973451,53
Sri Lanka,DAS Gunaratne,0.0,2,3,Bangladesh,R Premadasa Stadium,-2.250000000000001,30
Sri Lanka,DAS Gunaratne,0.0,1,3,India,Wankhede Stadium,-0.4396551724137936,22
Sri Lanka,TAM Siriwardana,1.0,2,3,Australia,Melbourne Cricket Ground,0.1999999999999993,65
Sri Lanka,TAM Siriwardana,1.0,2,5,Australia,"Simonds Stadium, South Geelong",0.1500000000000003,27
Sri Lanka,TAM Siriwardana,0.0,2,3,Australia,Adelaide Oval,-2.05,50
Sri Lanka,TAM Siriwardana,0.0,2,4,Bangladesh,Shere Bangla National Stadium,-1.1499999999999997,81
Sri Lanka,TAM Siriwardana,0.0,2,1,England,Feroz Shah Kotla,-0.5,4
Sri Lanka,TAM Siriwardana,1.0,2,3,India,Maharashtra Cricket Association Stadium,0.7833333333333332,70
Sri Lanka,TAM Siriwardana,0.0,2,5,India,JSCA International Stadium Complex,-3.450000000000001,69
Sri Lanka,TAM Siriwardana,0.0,1,3,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,-1.9722891566265064,14
Sri Lanka,TAM Siriwardana,0.0,1,4,India,Shere Bangla National Stadium,-0.4448275862068964,67
Sri Lanka,TAM Siriwardana,0.0,2,4,New Zealand,Bay Oval,-0.1500000000000003,31
Sri Lanka,TAM Siriwardana,0.0,1,4,New Zealand,Eden Park,-7.6,59
Sri Lanka,TAM Siriwardana,0.0,1,4,Pakistan,Shere Bangla National Stadium,-0.3103448275862073,106
Sri Lanka,TAM Siriwardana,0.0,1,2,South Africa,Feroz Shah Kotla,-0.9056603773584904,31
Sri Lanka,TAM Siriwardana,0.0,2,5,Bangladesh,R Premadasa Stadium,-2.250000000000001,32
Sri Lanka,TAM Siriwardana,0.0,2,4,Pakistan,R Premadasa Stadium,-1.4500000000000002,61
Sri Lanka,TAM Siriwardana,0.0,1,4,Pakistan,R Premadasa Stadium,-0.4000000000000003,58
Sri Lanka,TAM Siriwardana,0.0,2,4,West Indies,R Premadasa Stadium,-1.1499999999999997,85
Sri Lanka,TAM Siriwardana,0.0,1,4,West Indies,M Chinnaswamy Stadium,-0.827272727272728,50
