File,City,Date,Temperature,Humidity,Wind_Speed
1257950.json,Kirtipur,2021-04-22,17.960000000000036,68,2.06
1257951.json,Kirtipur,2021-04-24,17.960000000000036,68,2.06
1262758.json,Colombo,2021-07-25,28.910000000000025,83,3.57
1262759.json,Colombo,2021-07-28,28.910000000000025,83,3.57
1262760.json,Colombo,2021-07-29,28.910000000000025,83,3.57
1263156.json,Gros Islet,2021-07-09,31.170000000000016,72,5.64
1263157.json,Gros Islet,2021-07-10,31.170000000000016,72,5.64
1263158.json,Gros Islet,2021-07-12,31.170000000000016,72,5.64
1263159.json,Gros Islet,2021-07-14,31.170000000000016,72,5.64
1263160.json,Gros Islet,2021-07-16,31.170000000000016,72,5.64
1263164.json,Bridgetown,2021-07-28,31.27000000000004,70,8.23
1263165.json,Providence,2021-07-31,16.640000000000043,84,2.57
1263166.json,Providence,2021-08-01,16.850000000000023,84,1.54
1263167.json,Providence,2021-08-03,16.850000000000023,84,1.54
1263471.json,Sydney,2022-02-11,14.910000000000025,81,7.72
1263472.json,Sydney,2022-02-13,14.910000000000025,81,7.72
1263473.json,Canberra,2022-02-15,9.590000000000032,87,2.57
1263474.json,Melbourne,2022-02-18,28.129999999999995,64,5.14
1263475.json,Melbourne,2022-02-20,28.200000000000045,63,5.14
1263708.json,Prague,2021-05-21,19.79000000000002,67,4.12
1263710.json,Prague,2021-05-22,19.79000000000002,67,4.12
1263711.json,Prague,2021-05-22,19.79000000000002,67,4.12
1263712.json,Prague,2021-05-23,19.79000000000002,67,4.12
1263713.json,Prague,2021-05-23,19.79000000000002,67,4.12
1267304.json,Sofia,2021-06-24,23.83000000000004,33,2.57
1267306.json,Sofia,2021-06-25,23.83000000000004,33,2.57
1267307.json,Sofia,2021-06-25,23.83000000000004,33,2.57
1267308.json,Sofia,2021-06-25,23.83000000000004,33,2.57
1267310.json,Sofia,2021-06-26,23.83000000000004,33,2.57
1267311.json,Sofia,2021-06-26,23.83000000000004,33,2.57
1267680.json,Harare,2021-07-22,26.010000000000048,42,3
1267681.json,Harare,2021-07-23,25.670000000000016,23,3
1267682.json,Harare,2021-07-25,26.010000000000048,42,3
1268188.json,Marsa,2021-07-08,21.450000000000045,68,5.66
1268189.json,Marsa,2021-07-08,21.450000000000045,68,5.66
1268190.json,Marsa,2021-07-09,21.450000000000045,68,5.66
1268191.json,Marsa,2021-07-10,21.450000000000045,68,5.66
1268192.json,Marsa,2021-07-10,21.450000000000045,68,5.66
1270834.json,Dhaka,2021-08-03,23.99000000000001,88,3.09
1270835.json,Dhaka,2021-08-04,23.99000000000001,88,3.09
1270836.json,Dhaka,2021-08-06,23.99000000000001,88,3.09
1270837.json,Dhaka,2021-08-07,23.99000000000001,88,3.09
1270838.json,Dhaka,2021-08-09,23.99000000000001,88,3.09
1271445.json,Krefeld,2021-08-05,16.27000000000004,76,2.06
1271446.json,Krefeld,2021-08-05,16.27000000000004,76,2.06
1271447.json,Krefeld,2021-08-06,16.27000000000004,76,2.06
1271448.json,Krefeld,2021-08-07,16.27000000000004,76,2.06
1271449.json,Krefeld,2021-08-07,16.27000000000004,76,2.06
1271450.json,Krefeld,2021-08-08,16.27000000000004,76,2.06
1271451.json,Krefeld,2021-08-08,16.27000000000004,76,2.06
1271630.json,Colombo,2021-09-10,28.910000000000025,83,3.57
1271631.json,Colombo,2021-09-12,28.910000000000025,83,3.57
1271632.json,Colombo,2021-09-14,28.910000000000025,83,3.57
1272093.json,Dhaka,2021-09-01,23.99000000000001,88,3.09
1272094.json,Dhaka,2021-09-03,23.99000000000001,88,3.09
1272095.json,Dhaka,2021-09-05,23.99000000000001,88,3.09
1272096.json,Dhaka,2021-09-08,23.99000000000001,88,3.09
1272097.json,Dhaka,2021-09-10,23.99000000000001,88,3.09
1272373.json,Dublin,2021-08-27,9.510000000000048,84,1.54
1272374.json,Dublin,2021-08-29,9.510000000000048,84,1.54
1272375.json,Bready,2021-09-01,11.950000000000045,77,5.72
1272376.json,Bready,2021-09-02,11.950000000000045,77,5.72
1272377.json,Bready,2021-09-04,11.950000000000045,77,5.72
1273136.json,Albergaria,2021-08-20,18.180000000000007,44,5.63
1273138.json,Albergaria,2021-08-21,18.180000000000007,44,5.63
1273139.json,Albergaria,2021-08-22,18.180000000000007,44,5.63
1273146.json,Kerava,2021-08-21,7.240000000000009,42,4.63
1273147.json,Kerava,2021-08-21,7.240000000000009,42,4.63
1273148.json,Kerava,2021-08-22,7.240000000000009,42,4.63
1273149.json,Kerava,2021-08-22,7.240000000000009,42,4.63
1273271.json,Edinburgh,2021-09-15,12.210000000000036,87,3.09
1273272.json,Edinburgh,2021-09-17,12.210000000000036,87,3.09
1273273.json,Edinburgh,2021-09-19,12.210000000000036,87,3.09
1273714.json,Abu Dhabi,2021-10-18,32.19,43,5.71
1273715.json,Abu Dhabi,2021-10-18,32.19,43,5.71
1273718.json,Abu Dhabi,2021-10-20,32.19,43,5.71
1273719.json,Abu Dhabi,2021-10-20,32.19,43,5.71
1273722.json,Sharjah,2021-10-22,30.590000000000032,43,3.26
1273723.json,Sharjah,2021-10-22,30.590000000000032,43,3.26
1273724.json,Abu Dhabi,2021-10-23,32.19,43,5.71
1273725.json,Dubai,2021-10-23,30.010000000000048,46,3.68
1273726.json,Sharjah,2021-10-24,30.590000000000032,43,3.26
1273727.json,Dubai,2021-10-24,30.010000000000048,46,3.68
1273728.json,Sharjah,2021-10-25,30.590000000000032,43,3.26
1273729.json,Dubai,2021-10-26,30.010000000000048,46,3.68
1273730.json,Sharjah,2021-10-26,30.590000000000032,43,3.26
1273731.json,Abu Dhabi,2021-10-27,32.19,43,5.71
1273732.json,Abu Dhabi,2021-10-27,32.19,43,5.71
1273733.json,Dubai,2021-10-28,30.010000000000048,46,3.68
1273734.json,Sharjah,2021-10-29,30.590000000000032,43,3.26
1273735.json,Dubai,2021-10-29,30.010000000000048,46,3.68
1273736.json,Sharjah,2021-10-30,30.590000000000032,43,3.26
1273737.json,Dubai,2021-10-30,30.010000000000048,46,3.68
1273738.json,Abu Dhabi,2021-10-31,32.19,43,5.71
1273739.json,Dubai,2021-10-31,30.010000000000048,46,3.68
1273740.json,Sharjah,2021-11-01,30.590000000000032,43,3.26
1273741.json,Abu Dhabi,2021-11-02,32.19,43,5.71
1273742.json,Abu Dhabi,2021-11-02,32.19,43,5.71
1273743.json,Dubai,2021-11-03,30.010000000000048,46,3.68
1273744.json,Abu Dhabi,2021-11-03,32.19,43,5.71
1273745.json,Dubai,2021-11-04,30.010000000000048,46,3.68
1273746.json,Abu Dhabi,2021-11-04,32.19,43,5.71
1273747.json,Sharjah,2021-11-05,30.590000000000032,43,3.26
1273748.json,Dubai,2021-11-05,30.010000000000048,46,3.68
1273749.json,Abu Dhabi,2021-11-06,32.19,43,5.71
1273750.json,Sharjah,2021-11-06,30.590000000000032,43,3.26
1273751.json,Abu Dhabi,2021-11-07,32.19,43,5.71
1273752.json,Sharjah,2021-11-07,30.590000000000032,43,3.26
1273753.json,Dubai,2021-11-08,30.010000000000048,46,3.68
1273754.json,Abu Dhabi,2021-11-10,32.19,43,5.71
1273755.json,Dubai,2021-11-11,30.010000000000048,46,3.68
1273756.json,Dubai,2021-11-14,30.010000000000048,46,3.68
1275039.json,Entebbe,2021-09-11,27.180000000000007,69,5.14
1275040.json,Entebbe,2021-09-11,27.180000000000007,69,5.14
1275042.json,Entebbe,2021-09-13,27.180000000000007,69,5.14
1275043.json,Entebbe,2021-09-13,27.180000000000007,69,5.14
1275044.json,Entebbe,2021-09-10,27.180000000000007,69,5.14
1275045.json,Entebbe,2021-09-16,27.180000000000007,69,5.14
1275047.json,Entebbe,2021-09-15,27.180000000000007,69,5.14
1275051.json,Entebbe,2021-09-17,27.180000000000007,69,5.14
1275052.json,Almeria,2021-09-10,16.879999999999995,41,2.11
1275053.json,Almeria,2021-09-11,16.879999999999995,41,2.11
1275054.json,Almeria,2021-09-11,16.879999999999995,41,2.11
1276904.json,Southampton,2022-07-07,13.53000000000003,90,3.09
1276905.json,Birmingham,2022-07-09,24.58000000000004,81,3.6
1276906.json,Nottingham,2022-07-10,19.04000000000002,53,3.6
1276913.json,Bristol,2022-07-27,16.0,78,1.34
1276914.json,Cardiff,2022-07-28,15.890000000000043,81,5.14
1276915.json,Southampton,2022-07-31,13.54000000000002,90,3.09
1277974.json,Dhaka,2021-11-19,23.99000000000001,88,3.09
1277975.json,Dhaka,2021-11-20,23.99000000000001,88,3.09
1277976.json,Dhaka,2021-11-22,23.99000000000001,88,3.09
1278671.json,Jaipur,2021-11-17,36.620000000000005,20,1.54
1278672.json,Ranchi,2021-11-19,28.060000000000002,54,1.54
1278673.json,Kolkata,2021-11-21,20.970000000000027,100,15.43
1278679.json,Kolkata,2022-02-16,20.970000000000027,100,15.43
1278680.json,Kolkata,2022-02-18,20.970000000000027,100,15.43
1278681.json,Kolkata,2022-02-20,20.970000000000027,100,15.43
1278684.json,Lucknow,2022-02-24,31.99000000000001,48,1.03
1278685.json,Dharamsala,2022-02-26,20.110000000000014,40,3.38
1278686.json,Dharamsala,2022-02-27,20.110000000000014,40,3.38
1278687.json,Delhi,2022-06-09,36.05000000000001,19,2.06
1278688.json,Cuttack,2022-06-12,29.100000000000023,62,2.72
1278689.json,Visakhapatnam,2022-06-14,28.310000000000002,70,1.88
1278690.json,Rajkot,2022-06-17,31.610000000000014,37,6.29
1278691.json,Bengaluru,2022-06-19,31.689999999999998,48,2.57
1279379.json,Episkopi,2021-10-05,24.24000000000001,56,3.19
1279380.json,Episkopi,2021-10-05,24.24000000000001,56,3.19
1279381.json,Episkopi,2021-10-06,24.24000000000001,56,3.19
1279382.json,Episkopi,2021-10-06,24.24000000000001,56,3.19
1279383.json,Episkopi,2021-10-07,24.24000000000001,56,3.19
1279385.json,Episkopi,2021-10-08,24.24000000000001,56,3.19
1279386.json,Episkopi,2021-10-08,24.24000000000001,56,3.19
1280058.json,Dubai,2021-10-09,30.010000000000048,46,3.68
1280059.json,Dubai,2021-10-10,30.010000000000048,46,3.68
1280060.json,Dubai,2021-10-07,30.010000000000048,46,3.68
1280061.json,Dubai,2021-10-08,30.010000000000048,46,3.68
1280062.json,Dubai,2021-10-10,30.010000000000048,46,3.68
1280063.json,Dubai,2021-10-08,30.010000000000048,46,3.68
1282272.json,Marsa,2021-10-21,21.450000000000045,68,5.66
1282273.json,Marsa,2021-10-22,21.450000000000045,68,5.66
1282275.json,Marsa,2021-10-22,21.450000000000045,68,5.66
1282276.json,Marsa,2021-10-23,21.450000000000045,68,5.66
1282278.json,Marsa,2021-10-24,21.450000000000045,68,5.66
1282279.json,Marsa,2021-10-24,21.450000000000045,68,5.66
1282738.json,Almeria,2021-10-15,16.879999999999995,41,2.11
1282739.json,Almeria,2021-10-15,16.879999999999995,41,2.11
1282740.json,Almeria,2021-10-16,16.879999999999995,41,2.11
1282741.json,Almeria,2021-10-16,16.879999999999995,41,2.11
1282742.json,Almeria,2021-10-17,16.879999999999995,41,2.11
1282743.json,Almeria,2021-10-17,16.879999999999995,41,2.11
1282744.json,Almeria,2021-10-19,16.879999999999995,41,2.11
1282745.json,Almeria,2021-10-19,16.879999999999995,41,2.11
1282746.json,Almeria,2021-10-20,16.879999999999995,41,2.11
1282747.json,Almeria,2021-10-20,16.879999999999995,41,2.11
1282748.json,Almeria,2021-10-21,16.879999999999995,41,2.11
1282749.json,Almeria,2021-10-21,16.879999999999995,41,2.11
1283089.json,Lagos,2021-10-19,32.43000000000001,62,3.79
1283091.json,Lagos,2021-10-21,32.43000000000001,62,3.79
1283092.json,Lagos,2021-10-23,32.43000000000001,62,3.79
1283093.json,Lagos,2021-10-24,32.43000000000001,62,3.79
1283094.json,Lagos,2021-10-26,32.43000000000001,62,3.79
1284489.json,Doha,2021-10-23,30.99000000000001,51,4.63
1284490.json,Doha,2021-10-24,30.99000000000001,51,4.63
1284491.json,Doha,2021-10-24,30.99000000000001,51,4.63
1284493.json,Doha,2021-10-27,30.99000000000001,51,4.63
1284495.json,Doha,2021-10-28,30.99000000000001,51,4.63
1284496.json,Doha,2021-10-28,30.99000000000001,51,4.63
1284497.json,Doha,2021-10-29,30.99000000000001,51,4.63
1286667.json,Coolidge,2021-11-07,18.980000000000018,24,1.68
1286670.json,Coolidge,2021-11-08,18.980000000000018,24,1.68
1286672.json,Coolidge,2021-11-08,18.980000000000018,24,1.68
1286674.json,Coolidge,2021-11-10,18.980000000000018,24,1.68
1286677.json,Coolidge,2021-11-10,18.980000000000018,24,1.68
1286682.json,Coolidge,2021-11-13,18.980000000000018,24,1.68
1286684.json,Coolidge,2021-11-13,18.980000000000018,24,1.68
1286686.json,Coolidge,2021-11-14,18.980000000000018,24,1.68
1287773.json,Karachi,2021-12-13,29.900000000000034,66,3.09
1287774.json,Karachi,2021-12-14,29.900000000000034,66,3.09
1287775.json,Karachi,2021-12-16,29.900000000000034,66,3.09
1288316.json,Lahore,2022-04-05,34.99000000000001,21,0
1291187.json,Lauderhill,2021-12-22,28.860000000000014,61,6.69
1291188.json,Lauderhill,2021-12-23,28.879999999999995,61,6.69
1298135.json,Geelong,2022-10-16,9.939999999999998,92,0
1298136.json,Geelong,2022-10-16,9.939999999999998,92,0
1298137.json,Hobart,2022-10-17,10.950000000000045,81,3.09
1298138.json,Hobart,2022-10-17,10.950000000000045,81,3.09
1298139.json,Geelong,2022-10-18,9.939999999999998,92,0
1298140.json,Geelong,2022-10-18,9.939999999999998,92,0
1298141.json,Hobart,2022-10-19,10.950000000000045,81,3.09
1298142.json,Hobart,2022-10-19,10.950000000000045,81,3.09
1298143.json,Geelong,2022-10-20,9.939999999999998,92,0
1298144.json,Geelong,2022-10-20,9.939999999999998,92,0
1298145.json,Hobart,2022-10-21,10.950000000000045,81,3.09
1298146.json,Hobart,2022-10-21,10.950000000000045,81,3.09
1298147.json,Sydney,2022-10-22,14.960000000000036,81,9.26
1298148.json,Perth,2022-10-22,13.930000000000007,87,3.6
1298149.json,Hobart,2022-10-23,10.950000000000045,81,3.09
1298150.json,Melbourne,2022-10-23,28.379999999999995,63,5.14
1298151.json,Hobart,2022-10-24,10.950000000000045,81,3.09
1298152.json,Hobart,2022-10-24,10.950000000000045,81,3.09
1298153.json,Perth,2022-10-25,13.930000000000007,87,3.6
1298154.json,Melbourne,2022-10-26,28.200000000000045,63,5.14
1298156.json,Sydney,2022-10-27,14.960000000000036,81,9.26
1298157.json,Sydney,2022-10-27,14.960000000000036,81,9.26
1298158.json,Perth,2022-10-27,13.930000000000007,87,3.6
1298161.json,Sydney,2022-10-29,14.960000000000036,81,9.26
1298162.json,Brisbane,2022-10-30,15.910000000000025,86,3.6
1298163.json,Perth,2022-10-30,13.930000000000007,87,3.6
1298164.json,Perth,2022-10-30,13.930000000000007,87,3.6
1298165.json,Brisbane,2022-10-31,15.910000000000025,86,3.6
1298166.json,Brisbane,2022-11-01,15.910000000000025,86,3.6
1298167.json,Brisbane,2022-11-01,15.910000000000025,86,3.6
1298168.json,Adelaide,2022-11-02,13.450000000000045,69,1.79
1298169.json,Adelaide,2022-11-02,13.450000000000045,69,1.79
1298170.json,Sydney,2022-11-03,14.960000000000036,81,9.26
1298171.json,Adelaide,2022-11-04,13.450000000000045,69,1.79
1298172.json,Adelaide,2022-11-04,13.450000000000045,69,1.79
1298173.json,Sydney,2022-11-05,14.960000000000036,81,9.26
1298174.json,Adelaide,2022-11-06,13.129999999999995,69,2.06
1298175.json,Adelaide,2022-11-06,13.129999999999995,69,2.06
1298176.json,Melbourne,2022-11-06,28.200000000000045,63,5.14
1298177.json,Sydney,2022-11-09,14.910000000000025,81,7.72
1298178.json,Adelaide,2022-11-10,13.129999999999995,69,2.06
1298179.json,Melbourne,2022-11-13,28.379999999999995,63,5.14
1299832.json,Dhaka,2022-03-03,23.99000000000001,88,3.09
1299833.json,Dhaka,2022-03-05,23.99000000000001,88,3.09
1303307.json,Dublin,2022-06-26,9.510000000000048,84,1.54
1303308.json,Dublin,2022-06-28,9.510000000000048,84,1.54
1303312.json,Belfast,2022-07-18,14.920000000000016,73,6.17
1303313.json,Belfast,2022-07-20,14.920000000000016,73,6.17
1303314.json,Belfast,2022-07-22,14.920000000000016,74,6.17
1303315.json,Bristol,2022-08-03,16.0,78,1.34
1303316.json,Bristol,2022-08-05,16.29000000000002,76,1.79
1305498.json,Kirtipur,2022-03-28,17.960000000000036,68,2.06
1305499.json,Kirtipur,2022-03-29,17.960000000000036,68,2.06
1305500.json,Kirtipur,2022-03-30,17.960000000000036,68,2.06
1305501.json,Kirtipur,2022-03-31,17.960000000000036,68,2.06
1305502.json,Kirtipur,2022-04-01,17.960000000000036,68,2.06
1305503.json,Kirtipur,2022-04-02,17.960000000000036,68,2.06
1305504.json,Kirtipur,2022-04-04,17.960000000000036,68,2.06
1307159.json,Belfast,2022-08-09,14.920000000000016,73,6.17
1307160.json,Belfast,2022-08-11,14.920000000000016,73,6.17
1307161.json,Belfast,2022-08-12,14.920000000000016,73,6.17
1307162.json,Belfast,2022-08-15,14.920000000000016,74,6.17
1307163.json,Belfast,2022-08-17,14.920000000000016,74,6.17
1307293.json,Colombo,2022-06-07,28.910000000000025,83,3.57
1307294.json,Colombo,2022-06-08,28.910000000000025,83,3.57
1307295.json,Kandy,2022-06-11,24.110000000000014,91,0.52
1307477.json,Edinburgh,2022-07-27,12.210000000000036,87,3.09
1307478.json,Edinburgh,2022-07-29,12.210000000000036,87,3.09
1309701.json,Windhoek,2022-04-08,27.120000000000005,18,3.13
1309702.json,Windhoek,2022-04-09,27.120000000000005,18,3.13
1309703.json,Windhoek,2022-04-10,27.120000000000005,18,3.13
1310161.json,Almeria,2022-04-29,16.879999999999995,41,2.11
1310162.json,Almeria,2022-04-30,16.879999999999995,41,2.11
1310163.json,Almeria,2022-04-30,16.879999999999995,41,2.11
1310164.json,Almeria,2022-04-30,16.879999999999995,41,2.11
1310165.json,Almeria,2022-05-01,16.879999999999995,41,2.11
1310166.json,Almeria,2022-05-01,16.879999999999995,41,2.11
1310170.json,Marsa,2022-05-10,21.450000000000045,68,5.66
1310171.json,Marsa,2022-05-10,21.450000000000045,68,5.66
1310172.json,Marsa,2022-05-10,21.450000000000045,68,5.66
1310173.json,Marsa,2022-05-11,21.450000000000045,68,5.66
1310174.json,Marsa,2022-05-11,21.450000000000045,68,5.66
1310175.json,Marsa,2022-05-11,21.450000000000045,68,5.66
1310176.json,Marsa,2022-05-12,21.450000000000045,68,5.66
1310177.json,Marsa,2022-05-12,21.450000000000045,68,5.66
1310178.json,Marsa,2022-05-12,21.450000000000045,68,5.66
1310179.json,Marsa,2022-05-13,21.450000000000045,68,5.66
1310180.json,Marsa,2022-05-13,21.450000000000045,68,5.66
1310181.json,Marsa,2022-05-13,21.450000000000045,68,5.66
1310182.json,Marsa,2022-05-14,21.450000000000045,68,5.66
1310183.json,Marsa,2022-05-14,21.450000000000045,68,5.66
1310184.json,Marsa,2022-05-14,21.450000000000045,68,5.66
1310185.json,Marsa,2022-05-15,21.450000000000045,68,5.66
1310186.json,Marsa,2022-05-15,21.450000000000045,68,5.66
1310187.json,Marsa,2022-05-15,21.450000000000045,68,5.66
1310188.json,St Peter Port,2022-05-20,12.610000000000014,87,4.12
1310901.json,The Hague,2022-08-04,18.83000000000004,58,3.6
1310902.json,The Hague,2022-08-05,18.720000000000027,59,3.6
1310938.json,Bulawayo,2022-05-17,26.590000000000032,21,2.97
1310939.json,Bulawayo,2022-05-19,26.590000000000032,21,2.97
1310940.json,Bulawayo,2022-05-21,26.590000000000032,21,2.97
1310941.json,Bulawayo,2022-05-22,26.590000000000032,21,2.97
1310942.json,Bulawayo,2022-05-24,26.590000000000032,21,2.97
1310946.json,Harare,2022-06-11,26.010000000000048,42,3
1310947.json,Harare,2022-06-12,26.010000000000048,42,3
1310948.json,Harare,2022-06-14,25.670000000000016,23,3
1317136.json,Sofia,2022-06-24,23.83000000000004,33,2.57
1317137.json,Sofia,2022-06-25,23.83000000000004,33,2.57
1317138.json,Sofia,2022-06-25,23.83000000000004,33,2.57
1317139.json,Sofia,2022-06-26,23.83000000000004,33,2.57
1317149.json,Roseau,2022-07-02,33.360000000000014,62,0.51
1317150.json,Roseau,2022-07-03,33.360000000000014,62,0.51
1317151.json,Providence,2022-07-07,16.640000000000043,84,2.57
1317482.json,Carrara,2022-10-05,19.74000000000001,60,1.79
1317483.json,Brisbane,2022-10-07,15.910000000000025,86,3.6
1317486.json,Perth,2022-10-09,13.930000000000007,87,3.6
1317487.json,Canberra,2022-10-12,9.590000000000032,87,2.57
1317488.json,Canberra,2022-10-14,9.590000000000032,87,2.57
1317904.json,Basseterre,2022-08-01,29.210000000000036,79,4.94
1317905.json,Basseterre,2022-08-02,30.210000000000036,74,5.66
1317906.json,Lauderhill,2022-08-06,28.939999999999998,62,6.69
1317907.json,Lauderhill,2022-08-07,28.939999999999998,62,6.69
1317908.json,Kingston,2022-08-10,31.53000000000003,70,8.75
1317909.json,Kingston,2022-08-12,31.53000000000003,70,8.75
1317910.json,Kingston,2022-08-14,31.53000000000003,70,8.75
1318357.json,Krefeld,2022-06-09,16.28000000000003,76,2.06
1318358.json,Krefeld,2022-06-09,16.28000000000003,76,2.06
1318359.json,Krefeld,2022-06-10,16.27000000000004,76,2.06
1318360.json,Krefeld,2022-06-10,16.27000000000004,76,2.06
1318361.json,Krefeld,2022-06-11,16.28000000000003,76,2.06
1318362.json,Krefeld,2022-06-11,16.28000000000003,76,2.06
1320969.json,Ghent,2022-06-28,14.670000000000016,90,4.73
1320973.json,Ghent,2022-06-29,14.670000000000016,90,4.73
1320974.json,Waterloo,2022-06-29,15.25,51,1.03
1320975.json,Ghent,2022-06-29,14.670000000000016,90,4.73
1320976.json,Waterloo,2022-06-29,15.25,51,1.03
1320977.json,Ghent,2022-07-01,14.670000000000016,90,4.73
1320978.json,Waterloo,2022-07-01,15.25,51,1.03
1320979.json,Ghent,2022-07-01,14.670000000000016,90,4.73
1320980.json,Waterloo,2022-07-01,15.25,51,1.03
1320982.json,Waterloo,2022-07-02,15.25,51,1.03
1320984.json,Waterloo,2022-07-02,15.25,51,1.03
1320985.json,Waterloo,2022-07-03,15.25,51,1.03
1320986.json,Waterloo,2022-07-04,15.25,51,1.03
1320987.json,Waterloo,2022-07-03,15.25,51,1.03
1320988.json,Waterloo,2022-07-04,15.25,51,1.03
1321258.json,Kerava,2022-07-12,7.240000000000009,42,4.63
1321259.json,Vantaa,2022-07-12,7.180000000000007,45,6.26
1321260.json,Kerava,2022-07-12,7.240000000000009,42,4.63
1321261.json,Vantaa,2022-07-13,7.180000000000007,45,6.26
1321262.json,Kerava,2022-07-13,7.240000000000009,42,4.63
1321263.json,Vantaa,2022-07-13,7.180000000000007,45,6.26
1321264.json,Kerava,2022-07-13,7.240000000000009,42,4.63
1321265.json,Vantaa,2022-07-15,7.180000000000007,45,6.26
1321266.json,Kerava,2022-07-15,7.240000000000009,42,4.63
1321267.json,Vantaa,2022-07-15,7.180000000000007,45,6.26
1321268.json,Kerava,2022-07-15,7.240000000000009,42,4.63
1321269.json,Vantaa,2022-07-16,7.180000000000007,45,6.26
1321270.json,Kerava,2022-07-16,7.240000000000009,42,4.63
1321271.json,Vantaa,2022-07-16,7.180000000000007,45,6.26
1321272.json,Kerava,2022-07-16,7.240000000000009,42,4.63
1321273.json,Vantaa,2022-07-18,7.180000000000007,45,6.26
1321274.json,Kerava,2022-07-18,7.240000000000009,42,4.63
1321275.json,Vantaa,2022-07-18,7.180000000000007,45,6.26
1321276.json,Kerava,2022-07-18,7.240000000000009,42,4.63
1321277.json,Vantaa,2022-07-19,7.180000000000007,45,6.26
1321278.json,Kerava,2022-07-19,7.240000000000009,42,4.63
1321279.json,Vantaa,2022-07-19,7.180000000000007,45,6.26
1321280.json,Kerava,2022-07-19,7.240000000000009,42,4.63
1321281.json,Vantaa,2022-07-24,7.180000000000007,45,6.26
1321282.json,Kerava,2022-07-24,7.240000000000009,42,4.63
1321283.json,Vantaa,2022-07-24,7.180000000000007,45,6.26
1321284.json,Kerava,2022-07-24,7.240000000000009,42,4.63
1321286.json,Kerava,2022-07-25,7.240000000000009,42,4.63
1321287.json,Vantaa,2022-07-25,7.180000000000007,45,6.26
1321288.json,Kerava,2022-07-25,7.240000000000009,42,4.63
1321289.json,Vantaa,2022-07-27,7.180000000000007,45,6.26
1321290.json,Kerava,2022-07-27,7.240000000000009,42,4.63
1321291.json,Vantaa,2022-07-27,7.180000000000007,45,6.26
1321292.json,Kerava,2022-07-27,7.240000000000009,42,4.63
1321293.json,Vantaa,2022-07-28,7.180000000000007,45,6.26
1321294.json,Kerava,2022-07-28,7.240000000000009,42,4.63
1321295.json,Vantaa,2022-07-28,7.180000000000007,45,6.26
1321296.json,Kerava,2022-07-28,7.240000000000009,42,4.63
1321298.json,Kerava,2022-07-30,7.240000000000009,42,4.63
1321299.json,Vantaa,2022-07-30,7.180000000000007,45,6.26
1321301.json,Vantaa,2022-07-31,7.180000000000007,45,6.26
1321302.json,Kerava,2022-07-31,7.240000000000009,42,4.63
1321303.json,Vantaa,2022-07-31,7.180000000000007,45,6.26
1321304.json,Kerava,2022-07-31,7.240000000000009,42,4.63
1321305.json,Prague,2022-07-08,19.83000000000004,66,4.12
1321306.json,Prague,2022-07-08,19.83000000000004,66,4.12
1321307.json,Prague,2022-07-09,19.83000000000004,66,4.12
1321308.json,Prague,2022-07-09,19.83000000000004,66,4.12
1321309.json,Prague,2022-07-10,19.79000000000002,67,4.12
1321310.json,Prague,2022-07-10,19.79000000000002,67,4.12
1321311.json,Singapore,2022-06-28,29.80000000000001,78,2.06
1321312.json,Singapore,2022-06-29,29.670000000000016,79,2.06
1321313.json,Singapore,2022-06-30,29.670000000000016,79,2.06
1321465.json,Bulawayo,2022-07-11,26.590000000000032,21,2.97
1321466.json,Bulawayo,2022-07-11,26.590000000000032,21,2.97
1321467.json,Bulawayo,2022-07-11,26.590000000000032,21,2.97
1321468.json,Bulawayo,2022-07-11,26.590000000000032,21,2.97
1321469.json,Bulawayo,2022-07-12,26.590000000000032,21,2.97
1321470.json,Bulawayo,2022-07-12,26.590000000000032,21,2.97
1321471.json,Bulawayo,2022-07-12,26.590000000000032,21,2.97
1321472.json,Bulawayo,2022-07-12,26.590000000000032,21,2.97
1321473.json,Bulawayo,2022-07-14,26.590000000000032,21,2.97
1321474.json,Bulawayo,2022-07-14,26.590000000000032,21,2.97
1321475.json,Bulawayo,2022-07-14,26.590000000000032,21,2.97
1321477.json,Bulawayo,2022-07-15,26.590000000000032,21,2.97
1321478.json,Bulawayo,2022-07-15,26.590000000000032,21,2.97
1321479.json,Bulawayo,2022-07-15,26.590000000000032,21,2.97
1321480.json,Bulawayo,2022-07-15,26.590000000000032,21,2.97
1321481.json,Bulawayo,2022-07-17,26.590000000000032,21,2.97
1321482.json,Bulawayo,2022-07-17,26.590000000000032,21,2.97
1321483.json,Bulawayo,2022-07-17,26.590000000000032,21,2.97
1321484.json,Bulawayo,2022-07-17,26.590000000000032,21,2.97
1321998.json,Bangi,2022-07-02,38.10000000000002,39,2.57
1322001.json,Bangi,2022-07-04,38.10000000000002,39,2.57
1322002.json,Bangi,2022-07-04,38.10000000000002,39,2.57
1322003.json,Bangi,2022-07-06,38.10000000000002,39,2.57
1322004.json,Bangi,2022-07-06,38.10000000000002,39,2.57
1322005.json,Bangi,2022-07-07,38.10000000000002,39,2.57
1322006.json,Bangi,2022-07-07,38.10000000000002,39,2.57
1322007.json,Bangi,2022-07-08,38.10000000000002,39,2.57
1322009.json,Bangi,2022-07-09,38.10000000000002,39,2.57
1322010.json,Bangi,2022-07-11,38.10000000000002,39,2.57
1322011.json,Singapore,2022-07-02,29.670000000000016,79,2.06
